"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1789;0
Hovedstaden;3-5;M;1916;2
Hovedstaden;6-11;K;20144;67
Hovedstaden;6-11;M;21063;74
Hovedstaden;12-15;K;30067;27434
Hovedstaden;12-15;M;31845;29100
Hovedstaden;16-19;K;34291;33238
Hovedstaden;16-19;M;34951;33663
Hovedstaden;20-39;K;230339;222118
Hovedstaden;20-39;M;221370;213320
Hovedstaden;40-64;K;271149;268147
Hovedstaden;40-64;M;266523;263355
Hovedstaden;65-79;K;126555;126074
Hovedstaden;65-79;M;109312;108892
Hovedstaden;80+;K;47935;47711
Hovedstaden;80+;M;29681;29581
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1507;0
Midtjylland;3-5;M;1660;0
Midtjylland;6-11;K;19156;612
Midtjylland;6-11;M;20216;628
Midtjylland;12-15;K;25853;23852
Midtjylland;12-15;M;26925;24916
Midtjylland;16-19;K;29475;28826
Midtjylland;16-19;M;30188;29357
Midtjylland;20-39;K;146876;142145
Midtjylland;20-39;M;149653;144679
Midtjylland;40-64;K;198815;197339
Midtjylland;40-64;M;197557;195954
Midtjylland;65-79;K;101774;101543
Midtjylland;65-79;M;96288;96062
Midtjylland;80+;K;36419;36306
Midtjylland;80+;M;26029;25964
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;510;0
Nordjylland;3-5;M;552;0
Nordjylland;6-11;K;7053;84
Nordjylland;6-11;M;7420;92
Nordjylland;12-15;K;10672;9763
Nordjylland;12-15;M;11410;10483
Nordjylland;16-19;K;12271;12024
Nordjylland;16-19;M;12831;12478
Nordjylland;20-39;K;58773;56708
Nordjylland;20-39;M;63747;61282
Nordjylland;40-64;K;88322;87656
Nordjylland;40-64;M;88573;87757
Nordjylland;65-79;K;49740;49598
Nordjylland;65-79;M;47671;47526
Nordjylland;80+;K;18454;18398
Nordjylland;80+;M;13415;13365
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;692;1
Sjælland;3-5;M;794;1
Sjælland;6-11;K;9192;80
Sjælland;6-11;M;9787;99
Sjælland;12-15;K;15471;14430
Sjælland;12-15;M;16488;15301
Sjælland;16-19;K;17834;17417
Sjælland;16-19;M;18912;18354
Sjælland;20-39;K;66634;63923
Sjælland;20-39;M;68716;65881
Sjælland;40-64;K;136129;134877
Sjælland;40-64;M;133560;132269
Sjælland;65-79;K;76081;75876
Sjælland;65-79;M;70695;70516
Sjælland;80+;K;26016;25923
Sjælland;80+;M;18655;18614
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1127;0
Syddanmark;3-5;M;1257;0
Syddanmark;6-11;K;15874;476
Syddanmark;6-11;M;16903;525
Syddanmark;12-15;K;22944;21239
Syddanmark;12-15;M;24111;22250
Syddanmark;16-19;K;26658;26033
Syddanmark;16-19;M;27221;26413
Syddanmark;20-39;K;113524;108988
Syddanmark;20-39;M;118223;113459
Syddanmark;40-64;K;188796;187201
Syddanmark;40-64;M;187483;185556
Syddanmark;65-79;K;102245;101965
Syddanmark;65-79;M;96766;96492
Syddanmark;80+;K;39124;38989
Syddanmark;80+;M;27614;27528
