"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;500672;475823;190412;77.6;73.8;29.5;645046
Frederiksberg;85871;81789;41262;82.8;78.9;39.8;103686
Ballerup;38392;36459;19030;78.0;74.1;38.7;49217
Brøndby;25368;24147;12541;71.2;67.7;35.2;35650
Dragør;12089;11393;7071;82.7;77.9;48.4;14620
Gentofte;61334;57760;34854;82.6;77.8;47.0;74218
Gladsaxe;54494;51421;26273;78.6;74.2;37.9;69296
Glostrup;17995;17134;8806;76.6;72.9;37.5;23494
Herlev;22306;21087;11327;77.3;73.1;39.2;28866
Albertslund;20234;18984;9518;73.4;68.9;34.5;27568
Hvidovre;40785;38477;19742;76.6;72.2;37.1;53263
Høje Tåstrup;38924;36726;18239;73.5;69.4;34.4;52952
Lyngby-Taarbæk;47962;45097;25255;82.8;77.9;43.6;57893
Rødovre;31533;29876;15629;76.1;72.1;37.7;41411
Ishøj;15894;15006;7481;68.5;64.7;32.2;23207
Tårnby;33715;31814;16945;78.9;74.5;39.7;42727
Vallensbæk;12335;11587;6195;74.9;70.3;37.6;16477
Furesø;33654;31555;18323;81.3;76.2;44.2;41412
Allerød;21705;20436;11687;83.9;79.0;45.2;25874
Fredensborg;33010;31293;17607;80.2;76.0;42.8;41184
Helsingør;51127;48728;27782;81.2;77.4;44.1;62956
Hillerød;43428;41136;20815;81.6;77.3;39.1;53234
Hørsholm;20894;19947;12475;84.4;80.6;50.4;24760
Rudersdal;47823;45125;27170;83.5;78.8;47.4;57270
Egedal;36398;34491;18827;82.0;77.7;42.4;44375
Frederikssund;38036;36375;20666;83.1;79.5;45.1;45777
Greve;40136;38035;21227;79.0;74.9;41.8;50804
Køge;49671;47409;23773;80.5;76.8;38.5;61734
Halsnæs;25632;24620;14080;81.8;78.6;44.9;31342
Roskilde;74009;70307;37805;82.7;78.6;42.3;89464
Solrød;19184;18213;9843;80.7;76.6;41.4;23782
Gribskov;33695;32361;18388;81.9;78.7;44.7;41136
Odsherred;27348;26363;13671;83.2;80.2;41.6;32861
Holbæk;59797;56944;28381;82.1;78.2;39.0;72812
Faxe;29921;28648;14546;80.5;77.1;39.2;37153
Kalundborg;39310;37581;18816;81.2;77.6;38.9;48412
Ringsted;27738;26276;12199;79.0;74.8;34.7;35129
Slagelse;64149;60907;30619;80.5;76.4;38.4;79670
Stevns;19169;18329;9452;81.7;78.1;40.3;23477
Sorø;24826;23528;12120;82.7;78.4;40.4;30005
Lejre;23437;22233;12586;81.9;77.7;44.0;28601
Lolland;32464;31139;18266;80.9;77.6;45.5;40125
Næstved;68296;64974;33639;81.5;77.6;40.2;83760
Guldborgsund;49202;47159;25885;81.6;78.2;42.9;60287
Vordingborg;36999;35517;19296;81.5;78.3;42.5;45382
Bornholm;33629;32129;20289;84.8;81.0;51.2;39645
Middelfart;33473;31621;17983;84.5;79.9;45.4;39600
Assens;34478;32757;16267;84.1;79.9;39.7;41004
Faaborg-Midtfyn;43535;41214;21155;84.0;79.5;40.8;51837
Kerteminde;20248;19285;10577;84.2;80.2;44.0;24053
Nyborg;27088;25762;12458;84.4;80.2;38.8;32109
Odense;169790;161595;69179;82.4;78.4;33.6;206034
Svendborg;49857;47338;23235;84.2;80.0;39.3;59192
Nordfyn;24569;23407;12072;82.6;78.7;40.6;29743
Langeland;10442;10081;5796;84.8;81.9;47.1;12311
Ærø;5241;5033;3366;86.9;83.5;55.8;6028
Haderslev;45042;42800;21750;81.3;77.3;39.3;55376
Billund;21873;20690;10782;82.2;77.7;40.5;26622
Sønderborg;60669;57821;31902;82.4;78.5;43.3;73670
Tønder;29490;28185;13031;80.0;76.5;35.4;36856
Esbjerg;94402;89207;47784;81.8;77.3;41.4;115423
Fanø;2919;2826;1791;85.2;82.4;52.2;3428
Varde;40596;38450;21409;81.7;77.4;43.1;49681
Vejen;34474;32420;17639;80.8;76.0;41.4;42640
Aabenraa;46632;44472;23166;79.5;75.8;39.5;58687
Fredericia;42462;40085;22077;82.3;77.7;42.8;51603
Horsens;75816;71251;36189;80.3;75.4;38.3;94444
Kolding;75987;71382;35945;81.2;76.3;38.4;93589
Vejle;96605;90684;46752;81.2;76.2;39.3;118970
Herning;73825;69502;35865;82.7;77.8;40.2;89286
Holstebro;48727;46108;23089;83.2;78.7;39.4;58573
Lemvig;16373;15665;8681;84.4;80.7;44.7;19407
Struer;17663;16763;9578;85.0;80.6;46.1;20791
Syddjurs;36325;34576;18621;83.3;79.3;42.7;43593
Norddjurs;30873;29381;15862;83.6;79.5;42.9;36951
Favrskov;40774;38177;19795;83.4;78.1;40.5;48885
Odder;19612;18703;10526;84.2;80.3;45.2;23286
Randers;81381;77122;39125;82.2;77.9;39.5;98974
Silkeborg;79771;75345;39905;82.0;77.4;41.0;97293
Samsø;3225;3081;2166;86.7;82.8;58.2;3719
Skanderborg;53136;49676;26747;82.7;77.3;41.6;64280
Århus;292143;277423;123262;82.2;78.0;34.7;355465
Ikast-Brande;33912;31947;16492;80.9;76.2;39.3;41914
Ringkøbing-Skjern;46301;43855;24428;82.4;78.0;43.4;56223
Hedensted;39086;36923;19823;83.0;78.4;42.1;47116
Morsø;16763;16049;8395;83.6;80.0;41.9;20055
Skive;38356;36348;20483;85.1;80.7;45.5;45049
Thisted;35513;34039;15995;82.4;79.0;37.1;43102
Viborg;81095;76338;40997;83.7;78.8;42.3;96881
Brønderslev;29989;28204;14215;82.9;78.0;39.3;36163
Frederikshavn;49595;47013;23624;84.2;79.8;40.1;58883
Vesthimmerland;29558;28277;14684;81.3;77.8;40.4;36339
Læsø;1528;1460;1221;86.4;82.5;69.0;1769
Rebild;25053;23624;11700;81.7;77.1;38.2;30656
Mariagerfjord;34641;33032;17153;83.2;79.3;41.2;41655
Jammerbugt;31708;30074;14600;83.1;78.8;38.3;38162
Aalborg;183327;174598;76073;82.9;78.9;34.4;221214
Hjørring;53739;50844;24822;84.1;79.6;38.9;63874
