"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1829;0
Hovedstaden;3-5;M;1961;2
Hovedstaden;6-11;K;20241;74
Hovedstaden;6-11;M;21150;80
Hovedstaden;12-15;K;33372;30837
Hovedstaden;12-15;M;35287;32623
Hovedstaden;16-19;K;35604;34529
Hovedstaden;16-19;M;35757;34439
Hovedstaden;20-39;K;230696;222506
Hovedstaden;20-39;M;221745;213739
Hovedstaden;40-64;K;271955;268961
Hovedstaden;40-64;M;267282;264134
Hovedstaden;65-79;K;124802;124328
Hovedstaden;65-79;M;107022;106613
Hovedstaden;80+;K;43770;43554
Hovedstaden;80+;M;26457;26357
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1528;0
Midtjylland;3-5;M;1689;0
Midtjylland;6-11;K;19293;635
Midtjylland;6-11;M;20359;658
Midtjylland;12-15;K;28767;26888
Midtjylland;12-15;M;29889;27996
Midtjylland;16-19;K;30182;29519
Midtjylland;16-19;M;30523;29680
Midtjylland;20-39;K;146551;141831
Midtjylland;20-39;M;149172;144219
Midtjylland;40-64;K;200172;198708
Midtjylland;40-64;M;199136;197544
Midtjylland;65-79;K;100223;99995
Midtjylland;65-79;M;94480;94258
Midtjylland;80+;K;33158;33047
Midtjylland;80+;M;23268;23205
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;522;0
Nordjylland;3-5;M;561;0
Nordjylland;6-11;K;7093;86
Nordjylland;6-11;M;7471;97
Nordjylland;12-15;K;11917;11048
Nordjylland;12-15;M;12705;11824
Nordjylland;16-19;K;12570;12320
Nordjylland;16-19;M;13018;12648
Nordjylland;20-39;K;58672;56613
Nordjylland;20-39;M;63470;61024
Nordjylland;40-64;K;89147;88483
Nordjylland;40-64;M;89499;88688
Nordjylland;65-79;K;49087;48949
Nordjylland;65-79;M;46946;46803
Nordjylland;80+;K;16787;16732
Nordjylland;80+;M;11949;11899
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;708;1
Sjælland;3-5;M;803;1
Sjælland;6-11;K;9235;82
Sjælland;6-11;M;9851;110
Sjælland;12-15;K;17369;16372
Sjælland;12-15;M;18325;17186
Sjælland;16-19;K;17825;17406
Sjælland;16-19;M;19033;18469
Sjælland;20-39;K;66758;64049
Sjælland;20-39;M;68392;65568
Sjælland;40-64;K;137534;136287
Sjælland;40-64;M;135007;133721
Sjælland;65-79;K;75080;74882
Sjælland;65-79;M;69686;69510
Sjælland;80+;K;23540;23448
Sjælland;80+;M;16510;16470
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1149;0
Syddanmark;3-5;M;1273;0
Syddanmark;6-11;K;15973;489
Syddanmark;6-11;M;17046;546
Syddanmark;12-15;K;25543;23927
Syddanmark;12-15;M;26673;24927
Syddanmark;16-19;K;27161;26532
Syddanmark;16-19;M;27578;26750
Syddanmark;20-39;K;113197;108677
Syddanmark;20-39;M;117615;112879
Syddanmark;40-64;K;190599;189002
Syddanmark;40-64;M;189511;187596
Syddanmark;65-79;K;101054;100781
Syddanmark;65-79;M;95284;95012
Syddanmark;80+;K;35616;35483
Syddanmark;80+;M;24598;24513
