"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;500672;475823;645046
Frederiksberg;85871;81789;103686
Ballerup;38392;36459;49217
Brøndby;25368;24147;35650
Dragør;12089;11393;14620
Gentofte;61334;57760;74218
Gladsaxe;54494;51421;69296
Glostrup;17995;17134;23494
Herlev;22306;21087;28866
Albertslund;20234;18984;27568
Hvidovre;40785;38477;53263
Høje-Taastrup;38924;36726;52952
Lyngby-Taarbæk;47962;45097;57893
Rødovre;31533;29876;41411
Ishøj;15894;15006;23207
Tårnby;33715;31814;42727
Vallensbæk;12335;11587;16477
Furesø;33654;31555;41412
Allerød;21705;20436;25874
Fredensborg;33010;31293;41184
Helsingør;51127;48728;62956
Hillerød;43428;41136;53234
Hørsholm;20894;19947;24760
Rudersdal;47823;45125;57270
Egedal;36398;34491;44375
Frederikssund;38036;36375;45777
Greve;40136;38035;50804
Køge;49671;47409;61734
Frederiksværk-Hundested;25632;24620;31342
Roskilde;74009;70307;89464
Solrød;19184;18213;23782
Gribskov;33695;32361;41136
Odsherred;27348;26363;32861
Holbæk;59797;56944;72812
Faxe;29921;28648;37153
Kalundborg;39310;37581;48412
Ringsted;27738;26276;35129
Slagelse;64149;60907;79670
Stevns;19169;18329;23477
Sorø;24826;23528;30005
Lejre;23437;22233;28601
Lolland;32464;31139;40125
Næstved;68296;64974;83760
Guldborgsund;49202;47159;60287
Vordingborg;36999;35517;45382
Bornholm;33629;32129;39645
Middelfart;33473;31621;39600
Assens;34478;32757;41004
Faaborg-Midtfyn;43535;41214;51837
Kerteminde;20248;19285;24053
Nyborg;27088;25762;32109
Odense;169790;161595;206034
Svendborg;49857;47338;59192
Nordfyns;24569;23407;29743
Langeland;10442;10081;12311
Ærø;5241;5033;6028
Haderslev;45042;42800;55376
Billund;21873;20690;26622
Sønderborg;60669;57821;73670
Tønder;29490;28185;36856
Esbjerg;94402;89207;115423
Fanø;2919;2826;3428
Varde;40596;38450;49681
Vejen;34474;32420;42640
Aabenraa;46632;44472;58687
Fredericia;42462;40085;51603
Horsens;75816;71251;94444
Kolding;75987;71382;93589
Vejle;96605;90684;118970
Herning;73825;69502;89286
Holstebro;48727;46108;58573
Lemvig;16373;15665;19407
Struer;17663;16763;20791
Syddjurs;36325;34576;43593
Norddjurs;30873;29381;36951
Favrskov;40774;38177;48885
Odder;19612;18703;23286
Randers;81381;77122;98974
Silkeborg;79771;75345;97293
Samsø;3225;3081;3719
Skanderborg;53136;49676;64280
Århus;292143;277423;355465
Ikast-Brande;33912;31947;41914
Ringkøbing-Skjern;46301;43855;56223
Hedensted;39086;36923;47116
Morsø;16763;16049;20055
Skive;38356;36348;45049
Thisted;35513;34039;43102
Viborg;81095;76338;96881
Brønderslev-Dronninglund;29989;28204;36163
Frederikshavn;49595;47013;58883
Vesthimmerlands;29558;28277;36339
Læsø;1528;1460;1769
Rebild;25053;23624;30656
Mariagerfjord;34641;33032;41655
Jammerbugt;31708;30074;38162
Ålborg;183327;174598;221214
Hjørring;53739;50844;63874
