"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;45474;24;297960;15.3;0.0
0-9;M;48561;21;314576;15.4;0.0
10-19;K;257114;215554;330098;77.9;65.3
10-19;M;267890;223715;346591;77.3;64.5
20-29;K;318624;306940;382968;83.2;80.1
20-29;M;324328;311095;399339;81.2;77.9
30-39;K;297522;286942;349882;85.0;82.0
30-39;M;297381;287526;363703;81.8;79.1
40-49;K;337033;332531;368153;91.5;90.3
40-49;M;328796;323869;368580;89.2;87.9
50-59;K;377137;374427;401071;94.0;93.4
50-59;M;378498;375487;404843;93.5;92.7
60-69;K;328213;326863;342056;96.0;95.6
60-69;M;318349;316922;331765;96.0;95.5
70-79;K;297223;296455;305379;97.3;97.1
70-79;M;268785;268101;275793;97.5;97.2
80-89;K;137253;136819;141306;97.1;96.8
80-89;M;102294;102010;104768;97.6;97.4
90+;K;30695;30508;32122;95.6;95.0
90+;M;13100;13042;13519;96.9;96.5
