"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;13352;3
Hovedstaden;0-9;M;14073;3
Hovedstaden;10-19;K;72943;60736
Hovedstaden;10-19;M;75702;62836
Hovedstaden;20-29;K;120263;115996
Hovedstaden;20-29;M;113479;108865
Hovedstaden;30-39;K;110076;106122
Hovedstaden;30-39;M;107891;104455
Hovedstaden;40-49;K;110514;108716
Hovedstaden;40-49;M;107508;105752
Hovedstaden;50-59;K;113581;112620
Hovedstaden;50-59;M;112658;111538
Hovedstaden;60-69;K;90043;89607
Hovedstaden;60-69;M;85412;84931
Hovedstaden;70-79;K;83566;83278
Hovedstaden;70-79;M;70257;70026
Hovedstaden;80-89;K;38848;38691
Hovedstaden;80-89;M;26330;26249
Hovedstaden;90+;K;9087;9020
Hovedstaden;90+;M;3351;3332
Midtjylland;0-9;K;12157;8
Midtjylland;0-9;M;12923;7
Midtjylland;10-19;K;63836;53283
Midtjylland;10-19;M;66067;54894
Midtjylland;20-29;K;79522;76934
Midtjylland;20-29;M;81021;78072
Midtjylland;30-39;K;67354;65211
Midtjylland;30-39;M;68632;66607
Midtjylland;40-49;K;76237;75427
Midtjylland;40-49;M;75128;74185
Midtjylland;50-59;K;84331;83822
Midtjylland;50-59;M;84884;84369
Midtjylland;60-69;K;74753;74482
Midtjylland;60-69;M;72957;72702
Midtjylland;70-79;K;65268;65151
Midtjylland;70-79;M;60876;60760
Midtjylland;80-89;K;29751;29668
Midtjylland;80-89;M;22991;22935
Midtjylland;90+;K;6668;6638
Midtjylland;90+;M;3038;3029
Nordjylland;0-9;K;4401;1
Nordjylland;0-9;M;4667;2
Nordjylland;10-19;K;26105;21870
Nordjylland;10-19;M;27546;23051
Nordjylland;20-29;K;31398;30225
Nordjylland;20-29;M;35140;33693
Nordjylland;30-39;K;27375;26483
Nordjylland;30-39;M;28607;27589
Nordjylland;40-49;K;31779;31437
Nordjylland;40-49;M;31955;31511
Nordjylland;50-59;K;37997;37760
Nordjylland;50-59;M;38369;38084
Nordjylland;60-69;K;36089;35936
Nordjylland;60-69;M;35433;35281
Nordjylland;70-79;K;32197;32121
Nordjylland;70-79;M;30487;30407
Nordjylland;80-89;K;15041;15001
Nordjylland;80-89;M;11811;11774
Nordjylland;90+;K;3413;3397
Nordjylland;90+;M;1604;1591
Sjælland;0-9;K;5726;4
Sjælland;0-9;M;6207;1
Sjælland;10-19;K;37463;31924
Sjælland;10-19;M;39774;33754
Sjælland;20-29;K;30326;28999
Sjælland;20-29;M;33344;31825
Sjælland;30-39;K;36308;34924
Sjælland;30-39;M;35372;34056
Sjælland;40-49;K;49147;48466
Sjælland;40-49;M;46779;46083
Sjælland;50-59;K;59754;59315
Sjælland;50-59;M;60094;59647
Sjælland;60-69;K;53128;52909
Sjælland;60-69;M;51541;51311
Sjælland;70-79;K;50181;50063
Sjælland;70-79;M;45841;45744
Sjælland;80-89;K;21606;21533
Sjælland;80-89;M;16703;16668
Sjælland;90+;K;4410;4390
Sjælland;90+;M;1952;1946
Syddanmark;0-9;K;9838;8
Syddanmark;0-9;M;10691;8
Syddanmark;10-19;K;56767;47741
Syddanmark;10-19;M;58801;49180
Syddanmark;20-29;K;57115;54786
Syddanmark;20-29;M;61344;58640
Syddanmark;30-39;K;56409;54202
Syddanmark;30-39;M;56879;54819
Syddanmark;40-49;K;69356;68485
Syddanmark;40-49;M;67426;66338
Syddanmark;50-59;K;81474;80910
Syddanmark;50-59;M;82493;81849
Syddanmark;60-69;K;74200;73929
Syddanmark;60-69;M;73006;72697
Syddanmark;70-79;K;66011;65842
Syddanmark;70-79;M;61324;61164
Syddanmark;80-89;K;32007;31926
Syddanmark;80-89;M;24459;24384
Syddanmark;90+;K;7117;7063
Syddanmark;90+;M;3155;3144
