"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;491414;467214;591872
Midtjylland;1108394;1048184;1342130
Syddanmark;1009872;957115;1228456
Hovedstaden;1478934;1402776;1868556
Sjælland;685656;653562;843458
