"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,160015,87128,590258
Midtjylland,332597,189804,1334155
Syddanmark,327421,164473,1224531
Hovedstaden,458965,281906,1856674
Sjælland,226136,143726,840365
