"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-13,Nationalt,1,5845983,0.00,1
2021-01-15,Nationalt,5,5845983,0.00,6
2021-01-16,Nationalt,8,5845983,0.00,14
2021-01-17,Nationalt,696,5845983,0.01,710
2021-01-18,Nationalt,2100,5845983,0.05,2810
2021-01-19,Nationalt,2054,5845983,0.08,4864
2021-01-20,Nationalt,1855,5845983,0.11,6719
2021-01-21,Nationalt,2324,5845983,0.15,9043
2021-01-22,Nationalt,5655,5845983,0.25,14698
2021-01-23,Nationalt,7100,5845983,0.37,21798
2021-01-24,Nationalt,6462,5845983,0.48,28260
2021-01-25,Nationalt,2475,5845983,0.53,30735
2021-01-26,Nationalt,1722,5845983,0.56,32457
2021-01-27,Nationalt,4348,5845983,0.63,36805
2021-01-28,Nationalt,8114,5845983,0.77,44919
2021-01-29,Nationalt,18231,5845983,1.08,63150
2021-01-30,Nationalt,12849,5845983,1.30,75999
2021-01-31,Nationalt,12199,5845983,1.51,88198
2021-02-01,Nationalt,7861,5845983,1.64,96059
2021-02-02,Nationalt,3011,5845983,1.69,99070
2021-02-03,Nationalt,6173,5845983,1.80,105243
2021-02-04,Nationalt,10885,5845983,1.99,116128
2021-02-05,Nationalt,13396,5845983,2.22,129524
2021-02-06,Nationalt,6762,5845983,2.33,136286
2021-02-07,Nationalt,3637,5845983,2.39,139923
2021-02-08,Nationalt,7039,5845983,2.51,146962
2021-02-09,Nationalt,4890,5845983,2.60,151852
2021-02-10,Nationalt,3910,5845983,2.66,155762
2021-02-11,Nationalt,2462,5845983,2.71,158224
2021-02-12,Nationalt,7628,5845983,2.84,165852
2021-02-13,Nationalt,971,5845983,2.85,166823
2021-02-14,Nationalt,626,5845983,2.86,167449
2021-02-15,Nationalt,3139,5845983,2.92,170588
2021-02-16,Nationalt,1340,5845983,2.94,171928
2021-02-17,Nationalt,427,5845983,2.95,172355
2021-02-18,Nationalt,309,5845983,2.95,172664
2021-02-19,Nationalt,972,5845983,2.97,173636
2021-02-20,Nationalt,582,5845983,2.98,174218
2021-02-21,Nationalt,360,5845983,2.99,174578
2021-02-22,Nationalt,1108,5845983,3.01,175686
2021-02-23,Nationalt,1945,5845983,3.04,177631
2021-02-24,Nationalt,1966,5845983,3.07,179597
2021-02-25,Nationalt,640,5845983,3.08,180237
2021-02-26,Nationalt,1006,5845983,3.10,181243
2021-02-27,Nationalt,1469,5845983,3.13,182712
2021-02-28,Nationalt,1427,5845983,3.15,184139
2021-03-01,Nationalt,1069,5845983,3.17,185208
2021-03-02,Nationalt,1303,5845983,3.19,186511
2021-03-03,Nationalt,1034,5845983,3.21,187545
2021-03-04,Nationalt,1814,5845983,3.24,189359
2021-03-05,Nationalt,5706,5845983,3.34,195065
2021-03-06,Nationalt,4007,5845983,3.41,199072
2021-03-07,Nationalt,4344,5845983,3.48,203416
2021-03-08,Nationalt,6484,5845983,3.59,209900
2021-03-09,Nationalt,7258,5845983,3.71,217158
2021-03-10,Nationalt,7293,5845983,3.84,224451
2021-03-11,Nationalt,8067,5845983,3.98,232518
2021-03-12,Nationalt,10669,5845983,4.16,243187
2021-03-13,Nationalt,5967,5845983,4.26,249154
2021-03-14,Nationalt,9420,5845983,4.42,258574
2021-03-15,Nationalt,9945,5845983,4.59,268519
2021-03-16,Nationalt,9509,5845983,4.76,278028
2021-03-17,Nationalt,9244,5845983,4.91,287272
2021-03-18,Nationalt,7254,5845983,5.04,294526
2021-03-19,Nationalt,11822,5845983,5.24,306348
2021-03-20,Nationalt,4866,5845983,5.32,311214
2021-03-21,Nationalt,4694,5845983,5.40,315908
2021-03-22,Nationalt,7836,5845983,5.54,323744
2021-03-23,Nationalt,7633,5845983,5.67,331377
2021-03-24,Nationalt,13552,5845983,5.90,344929
2021-03-25,Nationalt,8495,5845983,6.05,353424
2021-03-26,Nationalt,7914,5845983,6.18,361338
2021-03-27,Nationalt,3140,5845983,6.23,364478
2021-03-28,Nationalt,2819,5845983,6.28,367297
2021-03-29,Nationalt,6256,5845983,6.39,373553
2021-03-30,Nationalt,6117,5845983,6.49,379670
2021-03-31,Nationalt,9885,5845983,6.66,389555
2021-04-01,Nationalt,6986,5845983,6.78,396541
2021-04-02,Nationalt,7058,5845983,6.90,403599
2021-04-03,Nationalt,2191,5845983,6.94,405790
2021-04-04,Nationalt,1793,5845983,6.97,407583
2021-04-05,Nationalt,1311,5845983,6.99,408894
2021-04-06,Nationalt,6155,5845983,7.10,415049
2021-04-07,Nationalt,8336,5845983,7.24,423385
2021-04-08,Nationalt,8643,5845983,7.39,432028
2021-04-09,Nationalt,8758,5845983,7.54,440786
2021-04-10,Nationalt,5464,5845983,7.63,446250
2021-04-11,Nationalt,3922,5845983,7.70,450172
2021-04-12,Nationalt,11570,5845983,7.90,461742
2021-04-13,Nationalt,6294,5845983,8.01,468036
2021-04-14,Nationalt,11253,5845983,8.20,479289
2021-04-15,Nationalt,9171,5845983,8.36,488460
2021-04-16,Nationalt,8235,5845983,8.50,496695
2021-04-17,Nationalt,2748,5845983,8.54,499443
