"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,160015,87128,27.1,14.8,590258
Midtjylland,332597,189804,24.9,14.2,1334155
Syddanmark,327421,164473,26.7,13.4,1224531
Hovedstaden,458965,281906,24.7,15.2,1856674
Sjælland,226136,143726,26.9,17.1,840365
