"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,110444,62802,17.3,9.8,638702
Frederiksberg,25184,15708,24.4,15.2,103196
Ballerup,13599,8627,27.7,17.6,49062
Brøndby,9494,6298,26.8,17.8,35399
Dragør,4673,3045,32.0,20.9,14592
Gentofte,21055,13266,28.4,17.9,74257
Gladsaxe,17315,10282,25.1,14.9,68950
Glostrup,6316,4240,26.9,18.0,23501
Herlev,8016,4818,27.8,16.7,28806
Albertslund,6974,4774,25.6,17.6,27199
Hvidovre,13736,9015,25.8,16.9,53268
Høje Tåstrup,13051,8831,25.0,16.9,52270
Lyngby-Taarbæk,15438,9614,27.0,16.8,57073
Rødovre,10698,6437,26.0,15.6,41194
Ishøj,5398,3620,23.4,15.7,23076
Tårnby,11618,7147,27.2,16.7,42705
Vallensbæk,4388,3184,26.5,19.2,16557
Furesø,12123,7677,29.5,18.7,41082
Allerød,7531,4677,29.1,18.0,25921
Fredensborg,12825,7795,31.3,19.0,41025
Helsingør,20514,12447,32.5,19.7,63104
Hillerød,15099,9206,29.1,17.8,51842
Hørsholm,8697,5748,35.0,23.1,24846
Rudersdal,17049,11008,29.9,19.3,57053
Egedal,11823,7359,26.9,16.7,43937
Frederikssund,15075,9470,33.0,20.7,45713
Greve,12788,8564,25.3,16.9,50626
Køge,14834,9543,24.1,15.5,61537
Halsnæs,11418,6687,36.3,21.2,31487
Roskilde,22323,14142,25.1,15.9,88787
Solrød,5638,3690,24.0,15.7,23499
Gribskov,14895,8533,36.2,20.8,41096
Odsherred,11098,6896,33.7,21.0,32909
Holbæk,19506,11876,27.0,16.4,72204
Faxe,9223,5907,25.0,16.0,36852
Kalundborg,13395,8576,27.7,17.7,48412
Ringsted,7520,4840,21.5,13.8,35035
Slagelse,22042,13679,27.8,17.2,79418
Stevns,6296,4103,27.1,17.6,23262
Sorø,8208,5221,27.4,17.4,29930
Lejre,7860,4825,27.6,16.9,28470
Lolland,12022,7833,29.8,19.4,40347
Næstved,21727,13718,26.0,16.4,83409
Guldborgsund,18511,11677,30.6,19.3,60405
Vordingborg,13145,8636,29.0,19.1,45263
Bornholm,14519,9591,36.5,24.1,39761
Middelfart,11272,5808,28.7,14.8,39341
Assens,11834,5451,29.0,13.3,40867
Faaborg-Midtfyn,15139,7093,29.3,13.7,51703
Kerteminde,7171,3609,30.0,15.1,23866
Nyborg,9129,4569,28.5,14.3,32025
Odense,50965,26389,24.9,12.9,204917
Svendborg,18218,8569,31.0,14.6,58820
Nordfyn,8449,4141,28.6,14.0,29543
Langeland,4547,2058,36.8,16.7,12343
Ærø,2285,1122,38.0,18.7,6007
Haderslev,14036,5800,25.3,10.5,55371
Billund,6568,3667,24.8,13.8,26526
Sønderborg,21228,9162,28.8,12.4,73778
Tønder,9723,4125,26.3,11.1,36999
Esbjerg,31036,19332,26.9,16.7,115590
Fanø,1325,754,38.5,21.9,3443
Varde,13853,8515,27.9,17.1,49726
Vejen,10559,6004,24.7,14.0,42812
Aabenraa,16247,5544,27.7,9.5,58584
Fredericia,13239,6900,25.7,13.4,51429
Horsens,21700,11988,23.4,12.9,92785
Kolding,21784,11053,23.4,11.9,93084
Vejle,28814,14808,24.5,12.6,117757
Herning,22991,13721,25.7,15.4,89347
Holstebro,15780,9200,26.9,15.7,58687
Lemvig,6019,3472,30.8,17.8,19513
Struer,6419,3795,30.8,18.2,20829
Syddjurs,12846,6888,29.6,15.9,43420
Norddjurs,11306,6457,30.6,17.5,36975
Favrskov,12070,6398,24.9,13.2,48540
Odder,6515,3914,28.3,17.0,23050
Randers,25311,13836,25.7,14.1,98420
Silkeborg,24292,13785,25.3,14.3,96085
Samsø,1477,688,39.8,18.6,3708
Skanderborg,14833,8734,23.3,13.7,63617
Århus,72485,41958,20.6,11.9,352325
Ikast-Brande,10419,6305,25.0,15.1,41619
Ringkøbing-Skjern,15451,8903,27.5,15.8,56223
Hedensted,12209,6639,26.0,14.1,46958
Morsø,6154,3507,30.6,17.5,20081
Skive,13766,8282,30.4,18.3,45346
Thisted,12599,6534,29.2,15.1,43149
Viborg,26708,14841,27.6,15.3,96708
Brønderslev,9483,5270,26.3,14.6,36066
Frederikshavn,18438,10928,31.3,18.5,58949
Vesthimmerland,10806,6208,29.7,17.1,36367
Læsø,1092,538,61.4,30.2,1779
Rebild,7603,4028,24.9,13.2,30506
Mariagerfjord,11745,6486,28.2,15.6,41578
Jammerbugt,10211,5233,26.7,13.7,38183
Aalborg,52768,28496,24.0,13.0,219520
Hjørring,19116,9900,29.8,15.4,64080
