Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-02-01;4880;8;4;50;4;50;2;2;2;293
2021-02-02;4688;9;5;55,5555555555556;4;44,4444444444444;5;0;5;308
2021-02-03;4918;10;6;60;4;40;6;0;6;343
2021-02-04;4543;6;3;50;3;50;3;0;5;322
2021-02-05;4401;7;5;71,4285714285714;2;28,5714285714286;4;1;6;280
2021-02-06;2603;10;6;60;4;40;6;0;3;262
2021-02-07;3044;14;7;50;7;50;7;0;6;326
2021-02-08;7054;13;7;53,8461538461539;6;46,1538461538462;6;1;5;439
2021-02-09;6138;6;4;66,6666666666667;2;33,3333333333333;4;0;5;390
2021-02-10;7145;13;5;38,4615384615385;8;61,5384615384615;4;1;1;498
2021-02-11;9215;13;7;53,8461538461539;6;46,1538461538462;6;1;3;537
2021-02-12;9241;9;4;44,4444444444444;5;55,5555555555556;3;1;4;477
2021-02-13;4868;15;8;53,3333333333333;7;46,6666666666667;7;1;6;339
2021-02-14;4825;19;10;52,6315789473684;9;47,3684210526316;7;3;9;435
2021-02-15;17281;48;24;50;24;50;17;7;25;1155
2021-02-16;17058;60;44;73,3333333333333;16;26,6666666666667;33;10;19;1340
2021-02-17;26335;86;52;60,4651162790698;34;39,5348837209302;43;9;20;2014
2021-02-18;30261;51;40;78,4313725490196;11;21,5686274509804;33;4;30;1803
2021-02-19;34381;86;54;62,7906976744186;32;37,2093023255814;42;12;37;1829
2021-02-20;21788;62;41;66,1290322580645;21;33,8709677419355;33;8;36;1624
2021-02-21;20375;94;66;70,2127659574468;28;29,7872340425532;59;4;41;1693
2021-02-22;25945;100;75;75;25;25;54;19;27;1899
2021-02-23;29769;100;70;70;30;30;58;10;34;2047
2021-02-24;30008;92;57;61,9565217391304;35;38,0434782608696;43;12;33;2122
2021-02-25;28620;85;53;62,3529411764706;32;37,6470588235294;44;9;20;1630
2021-02-26;36552;111;70;63,0630630630631;41;36,9369369369369;54;16;41;1826
2021-02-27;22681;92;68;73,9130434782609;24;26,0869565217391;58;9;17;1560
2021-02-28;24529;111;83;74,7747747747748;28;25,2252252252252;65;18;29;1974
2021-03-01;35681;95;72;75,7894736842105;23;24,2105263157895;51;19;17;2206
2021-03-02;38574;111;88;79,2792792792793;23;20,7207207207207;61;25;25;2082
2021-03-03;44374;106;74;69,811320754717;32;30,188679245283;37;37;43;3338
2021-03-04;56675;178;147;82,5842696629213;31;17,4157303370787;48;95;31;3609
2021-03-05;64990;169;133;78,698224852071;36;21,301775147929;44;88;55;4108
2021-03-06;38734;132;102;77,2727272727273;30;22,7272727272727;51;51;59;3055
2021-03-07;40631;205;167;81,4634146341463;38;18,5365853658537;58;105;61;3522
2021-03-08;64855;234;201;85,8974358974359;33;14,1025641025641;79;122;79;3930
2021-03-09;63353;190;169;88,9473684210526;21;11,0526315789474;62;106;65;3417
2021-03-10;58601;236;199;84,3220338983051;37;15,6779661016949;78;121;66;3850
2021-03-11;59601;170;148;87,0588235294118;22;12,9411764705882;51;97;43;3532
2021-03-12;60909;171;131;76,6081871345029;40;23,3918128654971;35;96;31;2975
2021-03-13;56352;152;119;78,2894736842105;33;21,7105263157895;56;60;64;3355
2021-03-14;73535;178;146;82,0224719101124;32;17,9775280898876;50;95;83;4151
2021-03-15;111764;263;226;85,9315589353612;37;14,0684410646388;107;114;105;5681
2021-03-16;117785;268;225;83,955223880597;43;16,044776119403;107;118;107;5329
2021-03-17;104450;197;155;78,6802030456853;42;21,3197969543147;83;66;105;5791
2021-03-18;125451;223;178;79,8206278026906;45;20,1793721973094;120;56;103;6224
2021-03-19;92447;148;125;84,4594594594595;23;15,5405405405405;77;45;71;4216
2021-03-20;57640;136;116;85,2941176470588;20;14,7058823529412;81;33;94;3628
2021-03-21;90528;210;174;82,8571428571429;36;17,1428571428571;120;53;126;5425
2021-03-22;134358;236;194;82,2033898305085;42;17,7966101694915;121;69;135;6697
2021-03-23;139382;200;174;87;26;13;113;59;137;6501
2021-03-24;121304;198;160;80,8080808080808;38;19,1919191919192;111;46;140;6399
2021-03-25;146046;234;178;76,0683760683761;56;23,9316239316239;124;51;143;7161
2021-03-26;132281;178;145;81,4606741573034;33;18,5393258426966;98;44;125;6160
2021-03-27;65949;161;136;84,472049689441;25;15,527950310559;103;32;91;4332
2021-03-28;63987;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;105659;257;226;87,9377431906615;31;12,0622568093385;153;72;149;6731
2021-03-30;114559;243;202;83,1275720164609;41;16,8724279835391;142;57;126;6305
