"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
00-02;K;8;2;90636;0.0;0.0
00-02;M;1;0;95650;0.0;0.0
03-05;K;9257;6428;92546;10.0;6.9
03-05;M;10081;6972;97897;10.3;7.1
06-11;K;92033;74313;180984;50.9;41.1
06-11;M;97101;78517;190214;51.0;41.3
12-15;K;120026;116930;145759;82.3;80.2
12-15;M;126076;122669;153479;82.1;79.9
16-19;K;124423;122883;137274;90.6;89.5
16-19;M;127167;124980;142362;89.3;87.8
20-39;K;624050;612464;733411;85.1;83.5
20-39;M;628013;614658;762606;82.4;80.6
40-64;K;891475;886745;952598;93.6;93.1
40-64;M;882670;877806;954685;92.5;91.9
65-79;K;449478;448687;463016;97.1;96.9
65-79;M;412187;411472;424112;97.2;97.0
80+;K;150548;150131;155632;96.7;96.5
80+;M;100885;100686;103562;97.4;97.2
