"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-02-15;København;K;260785;255321;185233;260793;255316;185038;-8;5;195
2022-02-15;København;M;247553;241817;173802;247559;241815;173658;-6;2;144
2022-02-15;Frederiksberg;K;46150;45368;35062;46160;45378;35033;-10;-10;29
2022-02-15;Frederiksberg;M;40581;39728;30103;40586;39731;30093;-5;-3;10
2022-02-15;Ballerup;K;20250;19810;15219;20249;19808;15211;1;2;8
2022-02-15;Ballerup;M;18791;18374;13620;18792;18374;13608;-1;0;12
2022-02-15;Brøndby;K;13432;13056;9541;13432;13056;9536;0;0;5
2022-02-15;Brøndby;M;12454;12086;8613;12454;12084;8609;0;2;4
2022-02-15;Dragør;K;6335;6189;4816;6336;6190;4817;-1;-1;-1
2022-02-15;Dragør;M;5928;5791;4348;5928;5791;4346;0;0;2
2022-02-15;Gentofte;K;32786;32191;24705;32789;32193;24696;-3;-2;9
2022-02-15;Gentofte;M;29465;28837;21586;29468;28840;21581;-3;-3;5
2022-02-15;Gladsaxe;K;28249;27649;20629;28251;27649;20623;-2;0;6
2022-02-15;Gladsaxe;M;27304;26642;19232;27306;26642;19226;-2;0;6
2022-02-15;Glostrup;K;9311;9102;6808;9310;9102;6802;1;0;6
2022-02-15;Glostrup;M;8948;8738;6267;8947;8736;6262;1;2;5
2022-02-15;Herlev;K;11795;11513;8696;11792;11514;8691;3;-1;5
2022-02-15;Herlev;M;10864;10577;7650;10863;10575;7646;1;2;4
2022-02-15;Albertslund;K;10554;10245;7254;10555;10246;7248;-1;-1;6
2022-02-15;Albertslund;M;10087;9755;6755;10088;9753;6750;-1;2;5
2022-02-15;Hvidovre;K;21274;20710;15232;21274;20710;15227;0;0;5
2022-02-15;Hvidovre;M;20222;19678;14094;20228;19682;14092;-6;-4;2
2022-02-15;Høje Tåstrup;K;20030;19544;14176;20026;19543;14168;4;1;8
2022-02-15;Høje Tåstrup;M;19714;19204;13594;19716;19202;13593;-2;2;1
2022-02-15;Lyngby-Taarbæk;K;24870;24370;18835;24873;24371;18831;-3;-1;4
2022-02-15;Lyngby-Taarbæk;M;23747;23173;17234;23753;23178;17232;-6;-5;2
2022-02-15;Rødovre;K;16706;16320;12165;16707;16318;12159;-1;2;6
2022-02-15;Rødovre;M;15431;15004;10730;15432;14999;10724;-1;5;6
2022-02-15;Ishøj;K;8229;7983;5447;8229;7985;5446;0;-2;1
2022-02-15;Ishøj;M;7957;7706;5210;7955;7706;5208;2;0;2
2022-02-15;Tårnby;K;17557;17213;13014;17561;17217;13017;-4;-4;-3
2022-02-15;Tårnby;M;16697;16287;11874;16697;16287;11870;0;0;4
2022-02-15;Vallensbæk;K;6381;6219;4524;6383;6220;4524;-2;-1;0
2022-02-15;Vallensbæk;M;6181;6021;4291;6181;6021;4287;0;0;4
2022-02-15;Furesø;K;17673;17314;13360;17675;17317;13360;-2;-3;0
2022-02-15;Furesø;M;16565;16207;12103;16564;16207;12097;1;0;6
2022-02-15;Allerød;K;11285;11102;8641;11285;11102;8635;0;0;6
2022-02-15;Allerød;M;10723;10519;8037;10725;10521;8037;-2;-2;0
2022-02-15;Fredensborg;K;17492;17199;13259;17496;17203;13260;-4;-4;-1
2022-02-15;Fredensborg;M;16081;15743;11978;16084;15746;11976;-3;-3;2
2022-02-15;Helsingør;K;26975;26524;20922;26976;26522;20916;-1;2;6
2022-02-15;Helsingør;M;24728;24228;18554;24731;24228;18546;-3;0;8
2022-02-15;Hillerød;K;22693;22339;17218;22693;22335;17206;0;4;12
2022-02-15;Hillerød;M;21402;20961;15786;21405;20963;15783;-3;-2;3
2022-02-15;Hørsholm;K;11300;11130;8871;11302;11132;8872;-2;-2;-1
2022-02-15;Hørsholm;M;9807;9622;7494;9808;9623;7490;-1;-1;4
2022-02-15;Rudersdal;K;24966;24509;19160;24968;24510;19156;-2;-1;4
2022-02-15;Rudersdal;M;23489;23029;17579;23492;23031;17573;-3;-2;6
2022-02-15;Egedal;K;18804;18495;14028;18806;18496;14024;-2;-1;4
2022-02-15;Egedal;M;18165;17825;13206;18169;17827;13206;-4;-2;0
2022-02-15;Frederikssund;K;19722;19413;15307;19726;19416;15307;-4;-3;0
2022-02-15;Frederikssund;M;18794;18419;14032;18795;18419;14029;-1;0;3
2022-02-15;Greve;K;20860;20466;15479;20864;20470;15481;-4;-4;-2
2022-02-15;Greve;M;19915;19497;14480;19916;19494;14478;-1;3;2
2022-02-15;Køge;K;25707;25225;19503;25707;25223;19489;0;2;14
2022-02-15;Køge;M;24760;24236;18124;24761;24230;18112;-1;6;12
2022-02-15;Halsnæs;K;13233;12987;10322;13236;12989;10323;-3;-2;-1
2022-02-15;Halsnæs;M;12765;12511;9735;12767;12512;9732;-2;-1;3
2022-02-15;Roskilde;K;38681;38052;29528;38687;38058;29508;-6;-6;20
2022-02-15;Roskilde;M;36441;35768;26858;36443;35771;26847;-2;-3;11
2022-02-15;Solrød;K;9984;9815;7418;9985;9815;7412;-1;0;6
2022-02-15;Solrød;M;9515;9319;6979;9515;9318;6973;0;1;6
2022-02-15;Gribskov;K;17312;17040;13628;17314;17042;13627;-2;-2;1
2022-02-15;Gribskov;M;16865;16561;12952;16868;16562;12949;-3;-1;3
2022-02-15;Odsherred;K;13912;13700;11203;13913;13700;11199;-1;0;4
2022-02-15;Odsherred;M;13728;13552;10700;13732;13557;10702;-4;-5;-2
2022-02-15;Holbæk;K;30878;30391;23591;30880;30391;23575;-2;0;16
2022-02-15;Holbæk;M;29844;29304;21961;29849;29306;21944;-5;-2;17
2022-02-15;Faxe;K;15198;14936;11734;15198;14934;11731;0;2;3
2022-02-15;Faxe;M;15238;14947;11318;15241;14949;11317;-3;-2;1
2022-02-15;Kalundborg;K;19964;19650;15622;19966;19651;15617;-2;-1;5
2022-02-15;Kalundborg;M;19842;19499;14873;19845;19498;14873;-3;1;0
2022-02-15;Ringsted;K;14262;14004;10762;14261;14003;10760;1;1;2
2022-02-15;Ringsted;M;13969;13719;10219;13971;13721;10221;-2;-2;-2
2022-02-15;Slagelse;K;33055;32416;25358;33054;32414;25343;1;2;15
2022-02-15;Slagelse;M;31992;31412;23724;31996;31412;23718;-4;0;6
2022-02-15;Stevns;K;9729;9557;7641;9729;9556;7638;0;1;3
2022-02-15;Stevns;M;9767;9582;7408;9770;9583;7407;-3;-1;1
