"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;508338;497138;359035;78.8;77.0;55.6;645504
Frederiksberg;86731;85096;65165;83.7;82.1;62.9;103623
Ballerup;39041;38184;28839;79.2;77.5;58.5;49291
Brøndby;25886;25142;18154;72.3;70.2;50.7;35797
Dragør;12263;11980;9164;84.0;82.1;62.8;14599
Gentofte;62251;61028;46291;83.8;82.2;62.3;74246
Gladsaxe;55553;54291;39861;80.2;78.4;57.5;69273
Glostrup;18259;17840;13075;77.8;76.0;55.7;23466
Herlev;22659;22090;16346;78.6;76.7;56.7;28814
Albertslund;20641;20000;14009;74.8;72.5;50.8;27602
Hvidovre;41496;40388;29326;78.0;76.0;55.1;53176
Høje Tåstrup;39744;38748;27770;74.7;72.8;52.2;53202
Lyngby-Taarbæk;48617;47543;36069;84.1;82.2;62.4;57812
Rødovre;32137;31324;22895;77.6;75.6;55.3;41438
Ishøj;16186;15689;10657;69.6;67.5;45.8;23257
Tårnby;34254;33500;24888;80.2;78.4;58.3;42714
Vallensbæk;12562;12240;8815;76.0;74.1;53.3;16528
Furesø;34238;33521;25463;82.7;81.0;61.5;41401
Allerød;22008;21621;16678;85.1;83.6;64.5;25851
Fredensborg;33573;32942;25237;81.4;79.9;61.2;41242
Helsingør;51703;50752;39476;82.3;80.8;62.8;62846
Hillerød;44095;43300;33004;82.7;81.2;61.9;53318
Hørsholm;21107;20752;16365;85.4;84.0;66.2;24710
Rudersdal;48455;47538;36739;84.7;83.1;64.2;57239
Egedal;36969;36320;27234;83.2;81.7;61.3;44446
Frederikssund;38516;37832;29339;84.1;82.6;64.1;45795
Greve;40775;39963;29959;80.2;78.6;58.9;50846
Køge;50467;49461;37627;81.8;80.2;61.0;61682
Halsnæs;25998;25498;20057;83.0;81.4;64.0;31340
Roskilde;75122;73820;56386;83.9;82.4;63.0;89562
Solrød;19499;19134;14397;81.9;80.3;60.4;23819
Gribskov;34177;33601;26580;83.0;81.6;64.6;41164
Odsherred;27640;27252;21903;84.2;83.1;66.8;32810
Holbæk;60722;59695;45552;83.3;81.9;62.5;72918
Faxe;30436;29883;23052;81.9;80.5;62.1;37143
Kalundborg;39806;39149;30495;82.3;80.9;63.0;48371
Ringsted;28231;27723;20981;80.2;78.8;59.6;35194
Slagelse;65047;63828;49082;81.6;80.1;61.6;79724
Stevns;19496;19139;15049;82.9;81.4;64.0;23511
Sorø;25175;24805;19113;84.0;82.7;63.7;29983
Lejre;23732;23361;18021;83.1;81.8;63.1;28573
Lolland;32833;32319;25572;82.0;80.7;63.8;40054
Næstved;69331;68208;52346;82.6;81.3;62.4;83946
Guldborgsund;49742;49015;38540;82.5;81.3;63.9;60291
Vordingborg;37442;36812;28916;82.7;81.3;63.8;45294
Bornholm;34056;33507;27165;85.9;84.5;68.5;39641
Middelfart;33920;33415;26305;85.6;84.3;66.4;39628
Assens;34989;34424;26776;85.5;84.1;65.4;40933
Faaborg-Midtfyn;44264;43515;33720;85.3;83.9;65.0;51866
Kerteminde;20525;20173;15816;85.5;84.0;65.9;24014
Nyborg;27537;27098;21144;85.8;84.4;65.9;32096
Odense;172286;169142;127827;83.6;82.1;62.0;206032
Svendborg;50607;49825;38616;85.4;84.1;65.2;59225
Nordfyn;24985;24542;18970;84.0;82.6;63.8;29727
Langeland;10581;10449;8606;85.8;84.8;69.8;12327
Ærø;5273;5187;4377;87.6;86.2;72.7;6020
Haderslev;45630;44867;34197;82.5;81.2;61.9;55288
Billund;22202;21856;16833;83.2;81.9;63.0;26698
Sønderborg;61663;60679;47183;83.7;82.3;64.0;73709
Tønder;29963;29480;22698;81.4;80.1;61.7;36813
Esbjerg;95772;94218;71712;82.9;81.6;62.1;115478
Fanø;2961;2926;2401;86.7;85.6;70.3;3417
Varde;41206;40485;31356;83.0;81.5;63.1;49659
Vejen;34973;34350;25923;82.1;80.7;60.9;42580
Aabenraa;47264;46577;35843;80.5;79.4;61.1;58677
Fredericia;43089;42375;32792;83.5;82.1;63.5;51607
Horsens;77122;75845;56887;81.4;80.1;60.1;94705
Kolding;77016;75778;56371;82.3;81.0;60.2;93602
Vejle;97976;96334;71968;82.2;80.8;60.4;119229
Herning;74709;73480;55369;83.6;82.3;62.0;89317
Holstebro;49459;48603;36798;84.5;83.0;62.9;58546
Lemvig;16559;16345;12988;85.5;84.4;67.0;19376
Struer;17860;17573;13679;85.9;84.6;65.8;20780
Syddjurs;36953;36372;28745;84.6;83.3;65.8;43670
Norddjurs;31284;30800;24477;84.8;83.5;66.3;36902
Favrskov;41422;40691;30722;84.7;83.2;62.8;48918
Odder;19994;19683;15662;85.6;84.3;67.1;23353
Randers;82624;81223;62050;83.4;82.0;62.6;99090
Silkeborg;81052;79621;60771;83.0;81.6;62.3;97616
Samsø;3247;3214;2670;87.5;86.7;72.0;3709
Skanderborg;53966;52916;40339;83.8;82.1;62.6;64417
Århus;296018;290338;222059;83.3;81.7;62.5;355492
Ikast-Brande;34377;33843;25372;82.0;80.8;60.5;41906
Ringkøbing-Skjern;46922;46172;35422;83.5;82.2;63.0;56189
Hedensted;39604;39067;29917;84.0;82.9;63.5;47137
Morsø;17064;16750;12958;85.0;83.4;64.5;20076
Skive;38823;38242;29488;86.2;84.9;65.4;45063
Thisted;36358;35733;27820;84.4;82.9;64.6;43078
Viborg;82078;80705;60927;84.8;83.3;62.9;96828
Brønderslev;30526;29980;22780;84.2;82.7;62.9;36239
Frederikshavn;50185;49434;39148;85.3;84.0;66.5;58840
Vesthimmerland;30067;29551;22770;82.9;81.5;62.8;36275
Læsø;1533;1517;1308;86.1;85.2;73.5;1780
Rebild;25489;25003;18906;83.1;81.5;61.6;30681
Mariagerfjord;35232;34551;26839;84.7;83.0;64.5;41616
Jammerbugt;32332;31736;24694;84.7;83.2;64.7;38162
Aalborg;186433;183045;139315;84.3;82.8;63.0;221153
Hjørring;54496;53643;41335;85.4;84.0;64.8;63828
