"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2794;1831
Hovedstaden;03-05;M;3011;1974
Hovedstaden;06-11;K;26414;20318
Hovedstaden;06-11;M;27700;21297
Hovedstaden;12-15;K;34314;33228
Hovedstaden;12-15;M;36274;35064
Hovedstaden;16-19;K;36023;35406
Hovedstaden;16-19;M;36225;35433
Hovedstaden;20-39;K;233686;229209
Hovedstaden;20-39;M;224367;219448
Hovedstaden;40-64;K;272557;270691
Hovedstaden;40-64;M;267853;265979
Hovedstaden;65-79;K;124563;124265
Hovedstaden;65-79;M;106641;106394
Hovedstaden;80+;K;43097;42947
Hovedstaden;80+;M;25991;25921
Midtjylland;00-02;K;3;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2372;1660
Midtjylland;03-05;M;2622;1821
Midtjylland;06-11;K;23731;19541
Midtjylland;06-11;M;25045;20611
Midtjylland;12-15;K;29438;28798
Midtjylland;12-15;M;30613;29894
Midtjylland;16-19;K;30456;30162
Midtjylland;16-19;M;30813;30422
Midtjylland;20-39;K;148329;145966
Midtjylland;20-39;M;150893;148126
Midtjylland;40-64;K;200526;199726
Midtjylland;40-64;M;199564;198708
Midtjylland;65-79;K;100026;99899
Midtjylland;65-79;M;94198;94072
Midtjylland;80+;K;32619;32538
Midtjylland;80+;M;22824;22788
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;952;670
Nordjylland;03-05;M;1025;714
Nordjylland;06-11;K;9617;7855
Nordjylland;06-11;M;10009;8112
Nordjylland;12-15;K;12262;11935
Nordjylland;12-15;M;13064;12720
Nordjylland;16-19;K;12660;12541
Nordjylland;16-19;M;13137;12926
Nordjylland;20-39;K;59516;58450
Nordjylland;20-39;M;64242;62838
Nordjylland;40-64;K;89401;89008
Nordjylland;40-64;M;89731;89293
Nordjylland;65-79;K;48996;48910
Nordjylland;65-79;M;46834;46761
Nordjylland;80+;K;16535;16503
Nordjylland;80+;M;11734;11707
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1206;850
Sjælland;03-05;M;1340;931
Sjælland;06-11;K;12161;9852
Sjælland;06-11;M;12974;10566
Sjælland;12-15;K;17811;17411
Sjælland;12-15;M;18747;18305
Sjælland;16-19;K;17877;17657
Sjælland;16-19;M;19155;18815
Sjælland;20-39;K;67736;66210
Sjælland;20-39;M;69300;67625
Sjælland;40-64;K;137912;137142
Sjælland;40-64;M;135428;134710
Sjælland;65-79;K;74975;74839
Sjælland;65-79;M;69479;69360
Sjælland;80+;K;23202;23130
Sjælland;80+;M;16193;16164
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1933;1417
Syddanmark;03-05;M;2083;1532
Syddanmark;06-11;K;20110;16747
Syddanmark;06-11;M;21373;17931
Syddanmark;12-15;K;26201;25558
Syddanmark;12-15;M;27378;26686
Syddanmark;16-19;K;27407;27117
Syddanmark;16-19;M;27837;27384
Syddanmark;20-39;K;114783;112629
Syddanmark;20-39;M;119211;116621
Syddanmark;40-64;K;191079;190178
Syddanmark;40-64;M;190094;189116
Syddanmark;65-79;K;100918;100774
Syddanmark;65-79;M;95035;94885
Syddanmark;80+;K;35095;35013
Syddanmark;80+;M;24143;24106
