"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17050;107
AstraZeneca Covid-19 vaccine;Midtjylland;34068;266
AstraZeneca Covid-19 vaccine;Syddanmark;30844;498
AstraZeneca Covid-19 vaccine;Hovedstaden;46550;1221
AstraZeneca Covid-19 vaccine;Sjælland;24043;477
Janssen COVID-19 vaccine;Nordjylland;3706;3706
Janssen COVID-19 vaccine;Midtjylland;9932;9932
Janssen COVID-19 vaccine;Syddanmark;7656;7656
Janssen COVID-19 vaccine;Hovedstaden;22892;22892
Janssen COVID-19 vaccine;Sjælland;2863;2863
Moderna Covid-19 Vaccine;Nordjylland;71523;70909
Moderna Covid-19 Vaccine;Midtjylland;127764;126594
Moderna Covid-19 Vaccine;Syddanmark;136373;163745
Moderna Covid-19 Vaccine;Hovedstaden;153459;151715
Moderna Covid-19 Vaccine;Sjælland;85392;106387
Pfizer BioNTech Covid-19 vacc;Nordjylland;407436;416221
Pfizer BioNTech Covid-19 vacc;Midtjylland;952309;967941
Pfizer BioNTech Covid-19 vacc;Syddanmark;849809;835796
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1278612;1293577
Pfizer BioNTech Covid-19 vacc;Sjælland;583198;573840
