"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;499715;490943;377873;84.5;83.0;63.9;591728
Midtjylland;1124073;1104733;844342;83.7;82.3;62.9;1343014
Syddanmark;1024682;1007695;771434;83.4;82.0;62.8;1228625
Hovedstaden;1501513;1469405;1093696;80.3;78.6;58.5;1869335
Sjælland;695496;683567;526991;82.4;81.0;62.5;843721
