"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;2130;0
Hovedstaden;0-9;M;2218;2
Hovedstaden;10-19;K;70471;63500
Hovedstaden;10-19;M;72538;65178
Hovedstaden;20-29;K;119570;114611
Hovedstaden;20-29;M;113135;107891
Hovedstaden;30-39;K;108641;104070
Hovedstaden;30-39;M;106420;102533
Hovedstaden;40-49;K;111840;109787
Hovedstaden;40-49;M;108601;106630
Hovedstaden;50-59;K;112869;111758
Hovedstaden;50-59;M;111931;110770
Hovedstaden;60-69;K;88906;88416
Hovedstaden;60-69;M;84298;83789
Hovedstaden;70-79;K;82278;82008
Hovedstaden;70-79;M;68515;68311
Hovedstaden;80-89;K;36289;36145
Hovedstaden;80-89;M;23868;23785
Hovedstaden;90+;K;7586;7529
Hovedstaden;90+;M;2670;2655
Midtjylland;0-9;K;2844;1
Midtjylland;0-9;M;2937;0
Midtjylland;10-19;K;63018;55132
Midtjylland;10-19;M;64770;56323
Midtjylland;20-29;K;78149;75086
Midtjylland;20-29;M;79934;76474
Midtjylland;30-39;K;66979;64294
Midtjylland;30-39;M;68026;65493
Midtjylland;40-49;K;77393;76444
Midtjylland;40-49;M;76435;75271
Midtjylland;50-59;K;84260;83707
Midtjylland;50-59;M;84673;84110
Midtjylland;60-69;K;74356;74095
Midtjylland;60-69;M;72858;72617
Midtjylland;70-79;K;63949;63845
Midtjylland;70-79;M;59199;59093
Midtjylland;80-89;K;27739;27655
Midtjylland;80-89;M;20964;20911
Midtjylland;90+;K;5525;5495
Midtjylland;90+;M;2381;2372
Nordjylland;0-9;K;500;0
Nordjylland;0-9;M;552;0
Nordjylland;10-19;K;25349;22725
Nordjylland;10-19;M;26676;23842
Nordjylland;20-29;K;30782;29317
Nordjylland;20-29;M;34659;32873
Nordjylland;30-39;K;27285;26150
Nordjylland;30-39;M;28282;27063
Nordjylland;40-49;K;32238;31794
Nordjylland;40-49;M;32349;31822
Nordjylland;50-59;K;38358;38065
Nordjylland;50-59;M;38766;38429
Nordjylland;60-69;K;35771;35624
Nordjylland;60-69;M;35248;35105
Nordjylland;70-79;K;31680;31621
Nordjylland;70-79;M;29810;29745
Nordjylland;80-89;K;14058;14020
Nordjylland;80-89;M;10748;10706
Nordjylland;90+;K;2780;2765
Nordjylland;90+;M;1239;1228
Sjælland;0-9;K;1025;1
Sjælland;0-9;M;1119;1
Sjælland;10-19;K;36293;32933
Sjælland;10-19;M;38433;34688
Sjælland;20-29;K;29449;27867
Sjælland;20-29;M;32288;30483
Sjælland;30-39;K;36527;34797
Sjælland;30-39;M;35348;33748
Sjælland;40-49;K;50285;49465
Sjælland;40-49;M;48074;47198
Sjælland;50-59;K;59794;59282
Sjælland;50-59;M;59943;59409
Sjælland;60-69;K;52778;52534
Sjælland;60-69;M;51323;51074
Sjælland;70-79;K;49447;49338
Sjælland;70-79;M;45007;44904
Sjælland;80-89;K;19988;19918
Sjælland;80-89;M;15085;15049
Sjælland;90+;K;3616;3601
Sjælland;90+;M;1490;1486
Syddanmark;0-9;K;2635;3
Syddanmark;0-9;M;2934;2
Syddanmark;10-19;K;55962;49400
Syddanmark;10-19;M;57694;50567
Syddanmark;20-29;K;55634;52934
Syddanmark;20-29;M;59973;56932
Syddanmark;30-39;K;56150;53534
Syddanmark;30-39;M;56361;53927
Syddanmark;40-49;K;70677;69649
Syddanmark;40-49;M;68978;67720
Syddanmark;50-59;K;81678;81102
Syddanmark;50-59;M;82444;81764
Syddanmark;60-69;K;73481;73211
Syddanmark;60-69;M;72564;72274
Syddanmark;70-79;K;65263;65133
Syddanmark;70-79;M;60193;60066
Syddanmark;80-89;K;29792;29726
Syddanmark;80-89;M;22203;22160
Syddanmark;90+;K;5906;5863
Syddanmark;90+;M;2457;2451
