"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;487313;470655;645167
Frederiksberg;83503;81080;103800
Ballerup;37217;36141;49227
Brøndby;24771;23887;35634
Dragør;11635;11281;14623
Gentofte;59171;57193;74206
Gladsaxe;52547;50977;69291
Glostrup;17505;16967;23495
Herlev;21527;20845;28819
Albertslund;19640;18764;27575
Hvidovre;39398;38107;53267
Høje-Taastrup;37729;36241;52874
Lyngby-Taarbæk;46117;44680;57873
Rødovre;30563;29573;41417
Ishøj;15450;14805;23153
Tårnby;32744;31496;42711
Vallensbæk;11905;11490;16482
Furesø;32233;31299;41401
Allerød;20835;20319;25870
Fredensborg;31917;31068;41140
Helsingør;49780;48278;62962
Hillerød;41890;40819;53205
Hørsholm;20326;19819;24773
Rudersdal;46015;44782;57305
Egedal;35166;34200;44345
Frederikssund;37043;36100;45750
Greve;38848;37733;50806
Køge;48338;47026;61752
Frederiksværk-Hundested;25072;24447;31335
Roskilde;71731;69699;89434
Solrød;18556;18056;23751
Gribskov;32870;32096;41133
Odsherred;26880;26168;32876
Holbæk;58287;56349;72801
Faxe;29200;28385;37143
Kalundborg;38385;37260;48432
Ringsted;26856;26018;35089
Slagelse;62227;60241;79630
Stevns;18646;18216;23462
Sorø;23990;23330;29982
Lejre;22735;22046;28641
Lolland;31941;30883;40117
Næstved;66507;64358;83748
Guldborgsund;48035;46751;60281
Vordingborg;36150;35257;45386
Bornholm;32892;31959;39677
Middelfart;32508;31385;39585
Assens;33639;32570;40984
Faaborg-Midtfyn;42328;40960;51851
Kerteminde;19762;19138;24018
Nyborg;26402;25566;32096
Odense;165740;160279;206111
Svendborg;48727;46984;59176
Nordfyns;23938;23240;29740
Langeland;10278;10017;12328
Ærø;5091;4995;6021
Haderslev;43974;42434;55399
Billund;21224;20475;26625
Sønderborg;59059;57305;73655
Tønder;28872;27985;36870
Esbjerg;91426;88235;115464
Fanø;2862;2795;3423
Varde;39394;38081;49712
Vejen;33380;32013;42639
Aabenraa;45523;43994;58646
Fredericia;41328;39726;51595
Horsens;73616;70434;94347
Kolding;73858;70570;93551
Vejle;93666;89671;118879
Herning;71930;68857;89271
Holstebro;47507;45616;58568
Lemvig;16058;15552;19400
Struer;17245;16627;20796
Syddjurs;35271;34338;43592
Norddjurs;30061;29189;36970
Favrskov;39161;37793;48886
Odder;19034;18587;23270
Randers;78902;76467;98904
Silkeborg;77203;74416;97263
Samsø;3099;3050;3723
Skanderborg;50989;49218;64232
Århus;284416;275118;355498
Ikast-Brande;33002;31579;41897
Ringkøbing-Skjern;45098;43475;56206
Hedensted;37987;36572;47116
Morsø;16427;15929;20090
Skive;37296;36010;45059
Thisted;34807;33762;43090
Viborg;78514;75520;96902
Brønderslev-Dronninglund;28795;27939;36153
Frederikshavn;48095;46709;58890
Vesthimmerlands;28774;27860;36347
Læsø;1475;1449;1773
Rebild;24140;23377;30657
Mariagerfjord;33670;32789;41641
Jammerbugt;30755;29730;38197
Ålborg;178438;172836;221215
Hjørring;51754;50514;63860
