"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;200;0
Hovedstaden;3-5;M;164;2
Hovedstaden;6-11;K;4843;4
Hovedstaden;6-11;M;5055;3
Hovedstaden;12-15;K;29030;26250
Hovedstaden;12-15;M;30816;27918
Hovedstaden;16-19;K;34044;32825
Hovedstaden;16-19;M;34640;33253
Hovedstaden;20-39;K;227889;218326
Hovedstaden;20-39;M;219168;209997
Hovedstaden;40-64;K;270347;266894
Hovedstaden;40-64;M;265596;262100
Hovedstaden;65-79;K;126350;125860
Hovedstaden;65-79;M;109124;108740
Hovedstaden;80+;K;47873;47665
Hovedstaden;80+;M;29631;29531
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;159;0
Midtjylland;3-5;M;124;0
Midtjylland;6-11;K;7772;0
Midtjylland;6-11;M;8151;0
Midtjylland;12-15;K;25092;23043
Midtjylland;12-15;M;26181;24085
Midtjylland;16-19;K;29311;28592
Midtjylland;16-19;M;29999;29022
Midtjylland;20-39;K;145389;139631
Midtjylland;20-39;M;148432;142421
Midtjylland;40-64;K;198434;196755
Midtjylland;40-64;M;197125;195239
Midtjylland;65-79;K;101656;101451
Midtjylland;65-79;M;96184;95981
Midtjylland;80+;K;36397;36281
Midtjylland;80+;M;25980;25916
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;22;0
Nordjylland;3-5;M;29;0
Nordjylland;6-11;K;1803;0
Nordjylland;6-11;M;1918;0
Nordjylland;12-15;K;10337;9363
Nordjylland;12-15;M;11084;10119
Nordjylland;16-19;K;12182;11874
Nordjylland;16-19;M;12749;12303
Nordjylland;20-39;K;58178;55570
Nordjylland;20-39;M;63211;60184
Nordjylland;40-64;K;88182;87356
Nordjylland;40-64;M;88348;87395
Nordjylland;65-79;K;49664;49539
Nordjylland;65-79;M;47589;47464
Nordjylland;80+;K;18433;18379
Nordjylland;80+;M;13401;13348
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;49;1
Sjælland;3-5;M;52;1
Sjælland;6-11;K;2600;0
Sjælland;6-11;M;2792;1
Sjælland;12-15;K;15102;13939
Sjælland;12-15;M;16030;14701
Sjælland;16-19;K;17747;17187
Sjælland;16-19;M;18764;18092
Sjælland;20-39;K;65845;62536
Sjælland;20-39;M;67954;64540
Sjælland;40-64;K;135874;134391
Sjælland;40-64;M;133255;131665
Sjælland;65-79;K;76014;75797
Sjælland;65-79;M;70636;70454
Sjælland;80+;K;25971;25885
Sjælland;80+;M;18627;18586
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;111;0
Syddanmark;3-5;M;122;0
Syddanmark;6-11;K;6725;4
Syddanmark;6-11;M;7281;6
Syddanmark;12-15;K;22273;20613
Syddanmark;12-15;M;23365;21629
Syddanmark;16-19;K;26481;25799
Syddanmark;16-19;M;26977;26093
Syddanmark;20-39;K;112079;106755
Syddanmark;20-39;M;116928;111424
Syddanmark;40-64;K;188318;186535
Syddanmark;40-64;M;186934;184800
Syddanmark;65-79;K;102129;101900
Syddanmark;65-79;M;96613;96380
Syddanmark;80+;K;39060;38948
Syddanmark;80+;M;27581;27531
