"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;477130;462894;591913
Midtjylland;1076389;1038418;1341900
Syddanmark;982979;948418;1228368
Hovedstaden;1434774;1389368;1868510
Sjælland;667312;647776;843331
