"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;202;0
Hovedstaden;3-5;M;165;2
Hovedstaden;6-11;K;4869;8
Hovedstaden;6-11;M;5074;5
Hovedstaden;12-15;K;32201;29402
Hovedstaden;12-15;M;34108;31180
Hovedstaden;16-19;K;35325;34090
Hovedstaden;16-19;M;35409;33993
Hovedstaden;20-39;K;228211;218681
Hovedstaden;20-39;M;219555;210424
Hovedstaden;40-64;K;271164;267724
Hovedstaden;40-64;M;266380;262913
Hovedstaden;65-79;K;124729;124245
Hovedstaden;65-79;M;106965;106587
Hovedstaden;80+;K;43875;43674
Hovedstaden;80+;M;26538;26440
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;158;0
Midtjylland;3-5;M;124;0
Midtjylland;6-11;K;7809;0
Midtjylland;6-11;M;8207;0
Midtjylland;12-15;K;27907;25878
Midtjylland;12-15;M;29030;26955
Midtjylland;16-19;K;29985;29254
Midtjylland;16-19;M;30345;29368
Midtjylland;20-39;K;145128;139380
Midtjylland;20-39;M;147960;141967
Midtjylland;40-64;K;199761;198096
Midtjylland;40-64;M;198688;196814
Midtjylland;65-79;K;100197;99995
Midtjylland;65-79;M;94477;94277
Midtjylland;80+;K;33264;33150
Midtjylland;80+;M;23345;23283
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;22;0
Nordjylland;3-5;M;29;0
Nordjylland;6-11;K;1812;0
Nordjylland;6-11;M;1929;0
Nordjylland;12-15;K;11530;10556
Nordjylland;12-15;M;12325;11361
Nordjylland;16-19;K;12485;12169
Nordjylland;16-19;M;12945;12481
Nordjylland;20-39;K;58067;55467
Nordjylland;20-39;M;62941;59936
Nordjylland;40-64;K;88992;88170
Nordjylland;40-64;M;89263;88312
Nordjylland;65-79;K;49055;48934
Nordjylland;65-79;M;46910;46789
Nordjylland;80+;K;16838;16785
Nordjylland;80+;M;11987;11934
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;49;1
Sjælland;3-5;M;52;1
Sjælland;6-11;K;2609;0
Sjælland;6-11;M;2808;3
Sjælland;12-15;K;16901;15728
Sjælland;12-15;M;17790;16461
Sjælland;16-19;K;17759;17205
Sjælland;16-19;M;18902;18224
Sjælland;20-39;K;65976;62664
Sjælland;20-39;M;67636;64231
Sjælland;40-64;K;137236;135760
Sjælland;40-64;M;134643;133061
Sjælland;65-79;K;75068;74859
Sjælland;65-79;M;69704;69524
Sjælland;80+;K;23604;23519
Sjælland;80+;M;16575;16535
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;111;0
Syddanmark;3-5;M;122;0
Syddanmark;6-11;K;6756;6
Syddanmark;6-11;M;7326;9
Syddanmark;12-15;K;24754;23104
Syddanmark;12-15;M;25840;24121
Syddanmark;16-19;K;26974;26292
Syddanmark;16-19;M;27340;26439
Syddanmark;20-39;K;111784;106468
Syddanmark;20-39;M;116334;110859
Syddanmark;40-64;K;190092;188310
Syddanmark;40-64;M;188923;186797
Syddanmark;65-79;K;101007;100785
Syddanmark;65-79;M;95256;95027
Syddanmark;80+;K;35698;35589
Syddanmark;80+;M;24660;24611
