"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;477130;462894;112233;80.6;78.2;19.0;591913
Midtjylland;1076389;1038418;267730;80.2;77.4;20.0;1341900
Syddanmark;982979;948418;239147;80.0;77.2;19.5;1228368
Hovedstaden;1434774;1389368;342312;76.8;74.4;18.3;1868510
Sjælland;667312;647776;174727;79.1;76.8;20.7;843331
