Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.248.202;  55.900;   3.045;     526
Sjælland; 483.605;  14.073;     998;     154
Syddanmark; 696.286;  14.091;     674;      69
Midtjylland; 797.949;  20.823;     968;     135
Nordjylland; 411.937;   7.081;     365;      65
I alt i Danmark;3.637.979; 111.968;   6.050;     949
