"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-09-14;København;K;237672;227125;237524;226551;148;574
2021-09-14;København;M;226494;217322;226393;216874;101;448
2021-09-14;Frederiksberg;K;42703;41233;42699;41159;4;74
2021-09-14;Frederiksberg;M;37435;36280;37438;36244;-3;36
2021-09-14;Ballerup;K;18645;18126;18633;18106;12;20
2021-09-14;Ballerup;M;17271;16792;17258;16759;13;33
2021-09-14;Brøndby;K;12289;11827;12286;11810;3;17
2021-09-14;Brøndby;M;11347;10911;11353;10896;-6;15
2021-09-14;Dragør;K;5781;5622;5782;5611;-1;11
2021-09-14;Dragør;M;5385;5239;5385;5237;0;2
2021-09-14;Gentofte;K;29888;29048;29885;29006;3;42
2021-09-14;Gentofte;M;26747;26014;26741;25983;6;31
2021-09-14;Gladsaxe;K;25734;24924;25727;24888;7;36
2021-09-14;Gladsaxe;M;24747;23945;24741;23908;6;37
2021-09-14;Glostrup;K;8664;8374;8658;8357;6;17
2021-09-14;Glostrup;M;8242;7979;8234;7965;8;14
2021-09-14;Herlev;K;10809;10475;10803;10456;6;19
2021-09-14;Herlev;M;9930;9601;9916;9578;14;23
2021-09-14;Albertslund;K;9506;9142;9507;9131;-1;11
2021-09-14;Albertslund;M;9057;8664;9057;8647;0;17
2021-09-14;Hvidovre;K;19469;18817;19462;18794;7;23
2021-09-14;Hvidovre;M;18394;17820;18381;17778;13;42
2021-09-14;Høje Tåstrup;K;18031;17388;18012;17353;19;35
2021-09-14;Høje Tåstrup;M;17666;17065;17653;17025;13;40
2021-09-14;Lyngby-Taarbæk;K;22704;22097;22695;22070;9;27
2021-09-14;Lyngby-Taarbæk;M;21430;20851;21425;20834;5;17
2021-09-14;Rødovre;K;15199;14707;15191;14679;8;28
2021-09-14;Rødovre;M;13988;13535;13971;13500;17;35
2021-09-14;Ishøj;K;7407;7083;7402;7069;5;14
2021-09-14;Ishøj;M;7123;6792;7113;6770;10;22
2021-09-14;Tårnby;K;16091;15622;16083;15590;8;32
2021-09-14;Tårnby;M;15176;14689;15165;14661;11;28
2021-09-14;Vallensbæk;K;5781;5587;5777;5579;4;8
2021-09-14;Vallensbæk;M;5600;5426;5597;5417;3;9
2021-09-14;Furesø;K;16068;15678;16058;15648;10;30
2021-09-14;Furesø;M;14869;14538;14865;14516;4;22
2021-09-14;Allerød;K;10363;10135;10358;10119;5;16
2021-09-14;Allerød;M;9819;9626;9813;9613;6;13
2021-09-14;Fredensborg;K;16080;15694;16063;15649;17;45
2021-09-14;Fredensborg;M;14636;14271;14622;14222;14;49
2021-09-14;Helsingør;K;25083;24435;25069;24328;14;107
2021-09-14;Helsingør;M;22906;22335;22899;22229;7;106
2021-09-14;Hillerød;K;20558;20117;20547;20077;11;40
2021-09-14;Hillerød;M;19432;18976;19425;18962;7;14
2021-09-14;Hørsholm;K;10576;10332;10570;10309;6;23
2021-09-14;Hørsholm;M;9061;8884;9055;8855;6;29
2021-09-14;Rudersdal;K;23007;22398;23004;22373;3;25
