"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;16977;43
AstraZeneca Covid-19 vaccine;Midtjylland;33917;125
AstraZeneca Covid-19 vaccine;Syddanmark;30692;385
AstraZeneca Covid-19 vaccine;Hovedstaden;45954;717
AstraZeneca Covid-19 vaccine;Sjælland;23992;421
Janssen COVID-19 vaccine;Nordjylland;3649;3649
Janssen COVID-19 vaccine;Midtjylland;9890;9890
Janssen COVID-19 vaccine;Syddanmark;7535;7535
Janssen COVID-19 vaccine;Hovedstaden;22512;22512
Janssen COVID-19 vaccine;Sjælland;2800;2800
Moderna Covid-19 Vaccine;Nordjylland;69765;67578
Moderna Covid-19 Vaccine;Midtjylland;120765;115085
Moderna Covid-19 Vaccine;Syddanmark;130135;153444
Moderna Covid-19 Vaccine;Hovedstaden;146223;136369
Moderna Covid-19 Vaccine;Sjælland;81480;100781
Pfizer BioNTech Covid-19 vacc;Nordjylland;369645;378615
Pfizer BioNTech Covid-19 vacc;Midtjylland;862709;877661
Pfizer BioNTech Covid-19 vacc;Syddanmark;769870;754998
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1162378;1177420
Pfizer BioNTech Covid-19 vacc;Sjælland;532958;524065
