"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;7;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;57747;53090
Hovedstaden;10-19;M;59808;54677
Hovedstaden;20-29;K;112163;106880
Hovedstaden;20-29;M;106480;100906
Hovedstaden;30-39;K;101071;94533
Hovedstaden;30-39;M;101281;96853
Hovedstaden;40-49;K;107860;105581
Hovedstaden;40-49;M;105046;103068
Hovedstaden;50-59;K;111744;110590
Hovedstaden;50-59;M;110676;109547
Hovedstaden;60-69;K;88962;88468
Hovedstaden;60-69;M;84379;83864
Hovedstaden;70-79;K;83142;82863
Hovedstaden;70-79;M;69944;69720
Hovedstaden;80-89;K;38394;38236
Hovedstaden;80-89;M;26002;25897
Hovedstaden;90+;K;9021;8930
Hovedstaden;90+;M;3336;3314
Midtjylland;0-9;K;2;0
Midtjylland;0-9;M;5;0
Midtjylland;10-19;K;50067;46666
Midtjylland;10-19;M;51564;47910
Midtjylland;20-29;K;73846;70509
Midtjylland;20-29;M;75716;71939
Midtjylland;30-39;K;62022;58617
Midtjylland;30-39;M;64271;61676
Midtjylland;40-49;K;74981;73881
Midtjylland;40-49;M;73799;72627
Midtjylland;50-59;K;83405;82819
Midtjylland;50-59;M;83811;83255
Midtjylland;60-69;K;74166;73893
Midtjylland;60-69;M;72490;72248
Midtjylland;70-79;K;64810;64706
Midtjylland;70-79;M;60433;60329
Midtjylland;80-89;K;29431;29348
Midtjylland;80-89;M;22707;22651
Midtjylland;90+;K;6735;6686
Midtjylland;90+;M;3020;3001
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;20816;19638
Nordjylland;10-19;M;21991;20551
Nordjylland;20-29;K;29077;27676
Nordjylland;20-29;M;32953;31245
Nordjylland;30-39;K;25369;24016
Nordjylland;30-39;M;26612;25449
Nordjylland;40-49;K;31277;30873
Nordjylland;40-49;M;31309;30819
Nordjylland;50-59;K;37758;37498
Nordjylland;50-59;M;38068;37786
Nordjylland;60-69;K;35785;35660
Nordjylland;60-69;M;35141;35026
Nordjylland;70-79;K;32010;31947
Nordjylland;70-79;M;30266;30196
Nordjylland;80-89;K;14918;14882
Nordjylland;80-89;M;11657;11624
Nordjylland;90+;K;3416;3398
Nordjylland;90+;M;1611;1601
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;30077;28276
Sjælland;10-19;M;31816;29805
Sjælland;20-29;K;27618;26245
Sjælland;20-29;M;30552;29082
Sjælland;30-39;K;33185;31369
Sjælland;30-39;M;32546;31080
Sjælland;40-49;K;48196;47405
Sjælland;40-49;M;45830;45119
Sjælland;50-59;K;58830;58339
Sjælland;50-59;M;59073;58648
Sjælland;60-69;K;52732;52515
Sjælland;60-69;M;51008;50792
Sjælland;70-79;K;49960;49837
Sjælland;70-79;M;45682;45589
Sjælland;80-89;K;21268;21188
Sjælland;80-89;M;16490;16454
Sjælland;90+;K;4424;4393
Sjælland;90+;M;1940;1929
Syddanmark;0-9;K;4;2
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;45189;42391
Syddanmark;10-19;M;46485;43346
Syddanmark;20-29;K;51906;49247
Syddanmark;20-29;M;56372;53295
Syddanmark;30-39;K;51453;48415
Syddanmark;30-39;M;52592;50060
Syddanmark;40-49;K;67955;66771
Syddanmark;40-49;M;65851;64669
Syddanmark;50-59;K;80485;79922
Syddanmark;50-59;M;81272;80615
Syddanmark;60-69;K;73555;73268
Syddanmark;60-69;M;72293;72019
Syddanmark;70-79;K;65706;65587
Syddanmark;70-79;M;60934;60804
Syddanmark;80-89;K;31686;31595
Syddanmark;80-89;M;24154;24101
Syddanmark;90+;K;7171;7105
Syddanmark;90+;M;3166;3149
