"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2021-01-01;Nationalt;1;5862430;0.00;1
2021-01-04;Nationalt;1;5862430;0.00;2
2021-01-07;Nationalt;1;5862430;0.00;3
2021-01-09;Nationalt;2;5862430;0.00;5
2021-01-12;Nationalt;2;5862430;0.00;7
2021-01-13;Nationalt;1;5862430;0.00;8
2021-01-14;Nationalt;1;5862430;0.00;9
2021-01-15;Nationalt;5;5862430;0.00;14
2021-01-16;Nationalt;8;5862430;0.00;22
2021-01-17;Nationalt;660;5862430;0.01;682
2021-01-18;Nationalt;2017;5862430;0.05;2699
2021-01-19;Nationalt;1972;5862430;0.08;4671
2021-01-20;Nationalt;1772;5862430;0.11;6443
2021-01-21;Nationalt;2247;5862430;0.15;8690
2021-01-22;Nationalt;5468;5862430;0.24;14158
2021-01-23;Nationalt;6732;5862430;0.36;20890
2021-01-24;Nationalt;6128;5862430;0.46;27018
2021-01-25;Nationalt;2366;5862430;0.50;29384
2021-01-26;Nationalt;1664;5862430;0.53;31048
2021-01-27;Nationalt;4212;5862430;0.60;35260
2021-01-28;Nationalt;7941;5862430;0.74;43201
2021-01-29;Nationalt;17629;5862430;1.04;60830
2021-01-30;Nationalt;12338;5862430;1.25;73168
2021-01-31;Nationalt;11639;5862430;1.45;84807
2021-02-01;Nationalt;7647;5862430;1.58;92454
2021-02-02;Nationalt;2930;5862430;1.63;95384
2021-02-03;Nationalt;6053;5862430;1.73;101437
2021-02-04;Nationalt;10677;5862430;1.91;112114
2021-02-05;Nationalt;13028;5862430;2.13;125142
2021-02-06;Nationalt;6587;5862430;2.25;131729
2021-02-07;Nationalt;3539;5862430;2.31;135268
2021-02-08;Nationalt;6873;5862430;2.42;142141
2021-02-09;Nationalt;4770;5862430;2.51;146911
2021-02-10;Nationalt;3823;5862430;2.57;150734
2021-02-11;Nationalt;2421;5862430;2.61;153155
2021-02-12;Nationalt;7574;5862430;2.74;160729
