"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-09-20;København;K;238405;229249;238323;229011;82;238
2021-09-20;København;M;227064;218974;226980;218785;84;189
2021-09-20;Frederiksberg;K;42835;41535;42812;41484;23;51
2021-09-20;Frederiksberg;M;37549;36504;37538;36474;11;30
2021-09-20;Ballerup;K;18661;18219;18656;18199;5;20
2021-09-20;Ballerup;M;17318;16885;17310;16867;8;18
2021-09-20;Brøndby;K;12312;11895;12308;11886;4;9
2021-09-20;Brøndby;M;11361;10963;11360;10956;1;7
2021-09-20;Dragør;K;5784;5661;5784;5651;0;10
2021-09-20;Dragør;M;5392;5274;5391;5270;1;4
2021-09-20;Gentofte;K;29962;29209;29947;29175;15;34
2021-09-20;Gentofte;M;26800;26160;26789;26123;11;37
2021-09-20;Gladsaxe;K;25789;25081;25783;25038;6;43
2021-09-20;Gladsaxe;M;24805;24098;24796;24073;9;25
2021-09-20;Glostrup;K;8676;8430;8673;8425;3;5
2021-09-20;Glostrup;M;8266;8026;8262;8017;4;9
2021-09-20;Herlev;K;10838;10542;10835;10531;3;11
2021-09-20;Herlev;M;9947;9659;9944;9650;3;9
2021-09-20;Albertslund;K;9533;9181;9529;9178;4;3
2021-09-20;Albertslund;M;9087;8738;9083;8727;4;11
2021-09-20;Hvidovre;K;19513;18940;19508;18921;5;19
2021-09-20;Hvidovre;M;18452;17928;18448;17912;4;16
2021-09-20;Høje Tåstrup;K;18076;17531;18072;17497;4;34
2021-09-20;Høje Tåstrup;M;17699;17171;17696;17156;3;15
2021-09-20;Lyngby-Taarbæk;K;22742;22237;22737;22209;5;28
2021-09-20;Lyngby-Taarbæk;M;21488;20986;21479;20959;9;27
2021-09-20;Rødovre;K;15242;14796;15237;14784;5;12
2021-09-20;Rødovre;M;14011;13616;14005;13605;6;11
2021-09-20;Ishøj;K;7424;7141;7423;7133;1;8
2021-09-20;Ishøj;M;7146;6841;7144;6829;2;12
2021-09-20;Tårnby;K;16123;15729;16120;15718;3;11
2021-09-20;Tårnby;M;15203;14785;15198;14770;5;15
2021-09-20;Vallensbæk;K;5800;5628;5798;5623;2;5
2021-09-20;Vallensbæk;M;5619;5459;5617;5455;2;4
2021-09-20;Furesø;K;16118;15772;16113;15754;5;18
2021-09-20;Furesø;M;14917;14612;14912;14605;5;7
2021-09-20;Allerød;K;10369;10186;10369;10170;0;16
2021-09-20;Allerød;M;9832;9674;9830;9664;2;10
2021-09-20;Fredensborg;K;16114;15760;16109;15750;5;10
2021-09-20;Fredensborg;M;14671;14349;14663;14335;8;14
2021-09-20;Helsingør;K;25116;24501;25110;24478;6;23
2021-09-20;Helsingør;M;22927;22393;22923;22380;4;13
2021-09-20;Hillerød;K;20629;20234;20621;20214;8;20
2021-09-20;Hillerød;M;19463;19077;19459;19054;4;23
2021-09-20;Hørsholm;K;10580;10372;10579;10362;1;10
2021-09-20;Hørsholm;M;9076;8915;9075;8913;1;2
2021-09-20;Rudersdal;K;23027;22509;23024;22487;3;22
2021-09-20;Rudersdal;M;21459;20988;21453;20962;6;26
2021-09-20;Egedal;K;17236;16862;17231;16842;5;20
2021-09-20;Egedal;M;16589;16242;16583;16233;6;9
2021-09-20;Frederikssund;K;18411;18029;18405;18016;6;13
2021-09-20;Frederikssund;M;17473;17087;17470;17078;3;9
2021-09-20;Greve;K;19113;18619;19109;18610;4;9
2021-09-20;Greve;M;18108;17674;18100;17663;8;11
2021-09-20;Køge;K;23729;23188;23726;23177;3;11
2021-09-20;Køge;M;22768;22295;22759;22280;9;15
2021-09-20;Halsnæs;K;12410;12160;12407;12152;3;8
2021-09-20;Halsnæs;M;11936;11697;11934;11691;2;6
2021-09-20;Roskilde;K;35545;34839;35528;34805;17;34
2021-09-20;Roskilde;M;33340;32672;33329;32650;11;22
2021-09-20;Solrød;K;9125;8944;9123;8937;2;7
2021-09-20;Solrød;M;8591;8441;8588;8435;3;6
2021-09-20;Gribskov;K;16189;15886;16185;15866;4;20
2021-09-20;Gribskov;M;15808;15486;15804;15468;4;18
2021-09-20;Odsherred;K;13128;12907;13127;12900;1;7
2021-09-20;Odsherred;M;12880;12667;12879;12661;1;6
2021-09-20;Holbæk;K;28488;27837;28484;27820;4;17
2021-09-20;Holbæk;M;27355;26755;27352;26736;3;19
2021-09-20;Faxe;K;14015;13744;14014;13737;1;7
2021-09-20;Faxe;M;13999;13755;13996;13750;3;5
2021-09-20;Kalundborg;K;18654;18277;18652;18273;2;4
2021-09-20;Kalundborg;M;18329;17966;18326;17959;3;7
2021-09-20;Ringsted;K;13068;12799;13067;12797;1;2
2021-09-20;Ringsted;M;12702;12466;12699;12464;3;2
2021-09-20;Slagelse;K;30441;29739;30438;29731;3;8
2021-09-20;Slagelse;M;29290;28630;29281;28611;9;19
2021-09-20;Stevns;K;8988;8854;8986;8849;2;5
2021-09-20;Stevns;M;8963;8821;8961;8816;2;5
2021-09-20;Sorø;K;11717;11512;11716;11506;1;6
2021-09-20;Sorø;M;11382;11162;11381;11159;1;3
2021-09-20;Lejre;K;11059;10842;11054;10833;5;9
2021-09-20;Lejre;M;10795;10612;10791;10611;4;1
2021-09-20;Lolland;K;15394;15114;15393;15111;1;3
2021-09-20;Lolland;M;15220;14917;15218;14915;2;2
2021-09-20;Næstved;K;32536;31876;32526;31867;10;9
2021-09-20;Næstved;M;31118;30452;31106;30446;12;6
2021-09-20;Guldborgsund;K;23523;23070;23523;23068;0;2
2021-09-20;Guldborgsund;M;22873;22362;22873;22359;0;3
2021-09-20;Vordingborg;K;17768;17407;17765;17405;3;2
2021-09-20;Vordingborg;M;17226;16852;17223;16850;3;2
2021-09-20;Bornholm;K;16197;15896;16195;15887;2;9
2021-09-20;Bornholm;M;15598;15260;15594;15253;4;7
2021-09-20;Middelfart;K;15661;15363;15657;15345;4;18
2021-09-20;Middelfart;M;15385;15089;15382;15076;3;13
2021-09-20;Assens;K;16250;15906;16245;15901;5;5
2021-09-20;Assens;M;16019;15674;16014;15665;5;9
2021-09-20;Faaborg-Midtfyn;K;20411;20037;20406;20022;5;15
2021-09-20;Faaborg-Midtfyn;M;20090;19735;20088;19721;2;14
2021-09-20;Kerteminde;K;9760;9555;9759;9552;1;3
2021-09-20;Kerteminde;M;9241;9056;9241;9052;0;4
2021-09-20;Nyborg;K;12988;12740;12985;12734;3;6
2021-09-20;Nyborg;M;12383;12140;12381;12132;2;8
2021-09-20;Odense;K;81193;79027;81174;78960;19;67
2021-09-20;Odense;M;77165;75063;77146;74991;19;72
2021-09-20;Svendborg;K;23524;23065;23512;23050;12;15
2021-09-20;Svendborg;M;22786;22251;22781;22238;5;13
2021-09-20;Nordfyn;K;11523;11301;11517;11293;6;8
2021-09-20;Nordfyn;M;11357;11128;11353;11119;4;9
2021-09-20;Langeland;K;4987;4903;4987;4902;0;1
2021-09-20;Langeland;M;4966;4859;4965;4859;1;0
2021-09-20;Ærø;K;2506;2475;2506;2475;0;0
2021-09-20;Ærø;M;2499;2453;2498;2453;1;0
2021-09-20;Haderslev;K;21002;20577;20996;20561;6;16
2021-09-20;Haderslev;M;20718;20193;20713;20176;5;17
2021-09-20;Billund;K;10075;9912;10073;9908;2;4
2021-09-20;Billund;M;10189;10007;10187;10005;2;2
2021-09-20;Sønderborg;K;28823;28137;28823;28131;0;6
