"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,54361,26970,8.5,4.2,638907
Frederiksberg,11520,6385,11.1,6.2,103334
Ballerup,5898,3089,12.0,6.3,49076
Brøndby,4285,2407,12.1,6.8,35411
Dragør,1859,1057,12.8,7.3,14572
Gentofte,9077,5298,12.2,7.1,74343
Gladsaxe,8153,4543,11.8,6.6,69190
Glostrup,3206,1895,13.7,8.1,23472
Herlev,3739,2097,13.0,7.3,28831
Albertslund,3102,1882,11.4,6.9,27186
Hvidovre,6694,4038,12.6,7.6,53313
Høje Tåstrup,5832,3385,11.2,6.5,52173
Lyngby-Taarbæk,6927,4175,12.2,7.3,56896
Rødovre,4866,2658,11.8,6.4,41246
Ishøj,2314,1274,10.0,5.5,23095
Tårnby,4993,2892,11.7,6.8,42677
Vallensbæk,2025,1160,12.2,7.0,16550
Furesø,5379,3144,13.1,7.7,40929
Allerød,3297,1913,12.7,7.4,25870
Fredensborg,5215,2984,12.7,7.3,41047
Helsingør,8347,4707,13.2,7.5,63019
Hillerød,7195,3888,13.9,7.5,51716
Hørsholm,3588,2172,14.5,8.8,24822
Rudersdal,7689,4408,13.5,7.7,57010
Egedal,4725,2477,10.8,5.7,43704
Frederikssund,6113,3228,13.4,7.1,45596
Greve,5796,3015,11.5,6.0,50532
Køge,7193,3693,11.7,6.0,61503
Halsnæs,4524,2174,14.4,6.9,31427
Roskilde,11201,5736,12.6,6.5,88756
Solrød,2609,1384,11.1,5.9,23483
Gribskov,5727,2938,14.0,7.2,40997
Odsherred,4678,2192,14.2,6.7,32901
Holbæk,9163,4530,12.7,6.3,72020
Faxe,4313,2241,11.7,6.1,36768
Kalundborg,5996,2795,12.4,5.8,48455
Ringsted,3757,1878,10.7,5.4,34984
Slagelse,10820,4927,13.6,6.2,79270
Stevns,3033,1448,13.1,6.2,23196
Sorø,4119,1829,13.7,6.1,29960
Lejre,3553,1742,12.5,6.1,28342
Lolland,5322,2778,13.2,6.9,40399
Næstved,10847,5648,13.0,6.8,83294
Guldborgsund,8769,4466,14.5,7.4,60311
Vordingborg,5897,2837,13.0,6.3,45206
Bornholm,5885,2784,14.8,7.0,39735
Middelfart,5365,3017,13.7,7.7,39278
Assens,4935,2392,12.1,5.9,40854
Faaborg-Midtfyn,6375,3235,12.3,6.3,51660
Kerteminde,3147,1517,13.2,6.4,23846
Nyborg,4347,1873,13.6,5.9,31948
Odense,24150,12053,11.8,5.9,205059
Svendborg,8528,4808,14.5,8.2,58818
Nordfyn,3523,1762,11.9,6.0,29530
Langeland,1939,968,15.7,7.8,12367
Ærø,958,557,16.0,9.3,5994
Haderslev,5991,3348,10.8,6.1,55326
Billund,2880,1731,10.9,6.5,26520
Sønderborg,8636,4873,11.7,6.6,73795
Tønder,3993,2429,10.8,6.6,37029
Esbjerg,14582,8275,12.6,7.2,115556
Fanø,439,288,12.7,8.3,3450
Varde,6156,3706,12.4,7.5,49665
Vejen,5092,3056,11.9,7.1,42785
Aabenraa,5846,3075,10.0,5.3,58569
Fredericia,6372,3717,12.4,7.2,51383
Horsens,9792,5089,10.6,5.5,92578
Kolding,10215,5821,11.0,6.3,93085
Vejle,13239,7425,11.3,6.3,117517
Herning,10358,6192,11.6,6.9,89290
Holstebro,7220,4122,12.3,7.0,58696
Lemvig,2628,1453,13.4,7.4,19567
Struer,2754,1590,13.2,7.6,20830
Syddjurs,5389,2888,12.4,6.7,43288
Norddjurs,5006,2823,13.5,7.6,36977
Favrskov,5386,2894,11.1,6.0,48490
Odder,2982,1726,13.0,7.5,23026
Randers,12220,6476,12.4,6.6,98322
Silkeborg,11125,6095,11.6,6.4,95941
Samsø,697,462,18.9,12.5,3682
Skanderborg,6747,3409,10.6,5.4,63474
Århus,36650,18595,10.4,5.3,352448
Ikast-Brande,4472,2433,10.8,5.9,41555
Ringkøbing-Skjern,6991,3821,12.5,6.8,56135
Hedensted,5336,2881,11.4,6.1,46855
Morsø,3135,1887,15.6,9.4,20074
Skive,6059,3452,13.3,7.6,45416
Thisted,5244,2864,12.2,6.6,43108
Viborg,12284,7186,12.7,7.4,96651
Brønderslev,4934,2408,13.7,6.7,36128
Frederikshavn,7339,4202,12.4,7.1,58959
Vesthimmerland,5065,2594,13.9,7.1,36365
Læsø,401,188,22.6,10.6,1778
Rebild,3676,1821,12.0,6.0,30523
Mariagerfjord,5671,2844,13.6,6.8,41574
Jammerbugt,4915,2309,12.9,6.1,38160
Aalborg,27454,13213,12.5,6.0,219623
Hjørring,9411,4543,14.7,7.1,64115
