"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,77245,38873,590407
Midtjylland,154096,83587,1333221
Syddanmark,146708,79926,1224034
Hovedstaden,206535,112022,1856144
Sjælland,107066,53139,839380
