"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,54361,26970,638907
Frederiksberg,11520,6385,103334
Ballerup,5898,3089,49076
Brøndby,4285,2407,35411
Dragør,1859,1057,14572
Gentofte,9077,5298,74343
Gladsaxe,8153,4543,69190
Glostrup,3206,1895,23472
Herlev,3739,2097,28831
Albertslund,3102,1882,27186
Hvidovre,6694,4038,53313
Høje-Taastrup,5832,3385,52173
Lyngby-Taarbæk,6927,4175,56896
Rødovre,4866,2658,41246
Ishøj,2314,1274,23095
Tårnby,4993,2892,42677
Vallensbæk,2025,1160,16550
Furesø,5379,3144,40929
Allerød,3297,1913,25870
Fredensborg,5215,2984,41047
Helsingør,8347,4707,63019
Hillerød,7195,3888,51716
Hørsholm,3588,2172,24822
Rudersdal,7689,4408,57010
Egedal,4725,2477,43704
Frederikssund,6113,3228,45596
Greve,5796,3015,50532
Køge,7193,3693,61503
Frederiksværk-Hundested,4524,2174,31427
Roskilde,11201,5736,88756
Solrød,2609,1384,23483
Gribskov,5727,2938,40997
Odsherred,4678,2192,32901
Holbæk,9163,4530,72020
Faxe,4313,2241,36768
Kalundborg,5996,2795,48455
Ringsted,3757,1878,34984
Slagelse,10820,4927,79270
Stevns,3033,1448,23196
Sorø,4119,1829,29960
Lejre,3553,1742,28342
Lolland,5322,2778,40399
Næstved,10847,5648,83294
Guldborgsund,8769,4466,60311
Vordingborg,5897,2837,45206
Bornholm,5885,2784,39735
Middelfart,5365,3017,39278
Assens,4935,2392,40854
Faaborg-Midtfyn,6375,3235,51660
Kerteminde,3147,1517,23846
Nyborg,4347,1873,31948
Odense,24150,12053,205059
Svendborg,8528,4808,58818
Nordfyns,3523,1762,29530
Langeland,1939,968,12367
Ærø,958,557,5994
Haderslev,5991,3348,55326
Billund,2880,1731,26520
Sønderborg,8636,4873,73795
Tønder,3993,2429,37029
Esbjerg,14582,8275,115556
Fanø,439,288,3450
Varde,6156,3706,49665
Vejen,5092,3056,42785
Aabenraa,5846,3075,58569
Fredericia,6372,3717,51383
Horsens,9792,5089,92578
Kolding,10215,5821,93085
Vejle,13239,7425,117517
Herning,10358,6192,89290
Holstebro,7220,4122,58696
Lemvig,2628,1453,19567
Struer,2754,1590,20830
Syddjurs,5389,2888,43288
Norddjurs,5006,2823,36977
Favrskov,5386,2894,48490
Odder,2982,1726,23026
Randers,12220,6476,98322
Silkeborg,11125,6095,95941
Samsø,697,462,3682
Skanderborg,6747,3409,63474
Århus,36650,18595,352448
Ikast-Brande,4472,2433,41555
Ringkøbing-Skjern,6991,3821,56135
Hedensted,5336,2881,46855
Morsø,3135,1887,20074
Skive,6059,3452,45416
Thisted,5244,2864,43108
Viborg,12284,7186,96651
Brønderslev-Dronninglund,4934,2408,36128
Frederikshavn,7339,4202,58959
Vesthimmerlands,5065,2594,36365
Læsø,401,188,1778
Rebild,3676,1821,30523
Mariagerfjord,5671,2844,41574
Jammerbugt,4915,2309,38160
Ålborg,27454,13213,219623
Hjørring,9411,4543,64115
