"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-29,København,K,34629,16853,34262,16849,367,4
2021-03-29,København,M,19732,10117,19485,10112,247,5
2021-03-29,Frederiksberg,K,7401,4070,7280,4069,121,1
2021-03-29,Frederiksberg,M,4119,2315,4052,2312,67,3
2021-03-29,Ballerup,K,3840,1954,3785,1953,55,1
2021-03-29,Ballerup,M,2058,1135,2009,1134,49,1
2021-03-29,Brøndby,K,2788,1545,2750,1544,38,1
2021-03-29,Brøndby,M,1497,862,1466,861,31,1
2021-03-29,Dragør,K,1134,641,1119,641,15,0
2021-03-29,Dragør,M,725,416,701,415,24,1
2021-03-29,Gentofte,K,5888,3420,5794,3420,94,0
2021-03-29,Gentofte,M,3189,1878,3133,1878,56,0
2021-03-29,Gladsaxe,K,5484,3039,5422,3038,62,1
2021-03-29,Gladsaxe,M,2669,1504,2638,1504,31,0
2021-03-29,Glostrup,K,2107,1209,2073,1209,34,0
2021-03-29,Glostrup,M,1099,686,1079,686,20,0
2021-03-29,Herlev,K,2580,1438,2560,1438,20,0
2021-03-29,Herlev,M,1159,659,1140,657,19,2
2021-03-29,Albertslund,K,1988,1174,1950,1174,38,0
2021-03-29,Albertslund,M,1114,708,1077,708,37,0
2021-03-29,Hvidovre,K,4408,2602,4357,2601,51,1
2021-03-29,Hvidovre,M,2286,1436,2248,1436,38,0
2021-03-29,Høje Tåstrup,K,3671,2029,3589,2030,82,-1
2021-03-29,Høje Tåstrup,M,2161,1356,2116,1356,45,0
2021-03-29,Lyngby-Taarbæk,K,4610,2780,4550,2780,60,0
2021-03-29,Lyngby-Taarbæk,M,2317,1395,2288,1394,29,1
2021-03-29,Rødovre,K,3338,1810,3309,1810,29,0
2021-03-29,Rødovre,M,1528,848,1505,847,23,1
2021-03-29,Ishøj,K,1499,788,1473,788,26,0
2021-03-29,Ishøj,M,815,486,793,486,22,0
2021-03-29,Tårnby,K,3269,1835,3234,1835,35,0
2021-03-29,Tårnby,M,1724,1057,1691,1056,33,1
2021-03-29,Vallensbæk,K,1236,681,1218,681,18,0
2021-03-29,Vallensbæk,M,789,479,776,479,13,0
2021-03-29,Furesø,K,3501,2036,3443,2036,58,0
2021-03-29,Furesø,M,1878,1108,1842,1107,36,1
2021-03-29,Allerød,K,2102,1181,2085,1180,17,1
2021-03-29,Allerød,M,1195,732,1175,731,20,1
2021-03-29,Fredensborg,K,3317,1893,3278,1893,39,0
2021-03-29,Fredensborg,M,1898,1091,1857,1089,41,2
2021-03-29,Helsingør,K,5395,2958,5319,2957,76,1
2021-03-29,Helsingør,M,2952,1749,2916,1749,36,0
2021-03-29,Hillerød,K,4699,2477,4654,2477,45,0
2021-03-29,Hillerød,M,2496,1411,2452,1411,44,0
2021-03-29,Hørsholm,K,2253,1362,2224,1360,29,2
2021-03-29,Hørsholm,M,1335,810,1314,810,21,0
2021-03-29,Rudersdal,K,4845,2772,4778,2772,67,0
2021-03-29,Rudersdal,M,2844,1636,2798,1636,46,0
2021-03-29,Egedal,K,3121,1612,3079,1612,42,0
