"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16864,0
AstraZeneca Covid-19 vaccine,Midtjylland,33610,1
AstraZeneca Covid-19 vaccine,Syddanmark,30420,248
AstraZeneca Covid-19 vaccine,Hovedstaden,45109,6
AstraZeneca Covid-19 vaccine,Sjælland,23868,331
Moderna Covid-19 Vaccine,Nordjylland,4373,3141
Moderna Covid-19 Vaccine,Midtjylland,9289,1884
Moderna Covid-19 Vaccine,Syddanmark,10868,4365
Moderna Covid-19 Vaccine,Hovedstaden,11224,2120
Moderna Covid-19 Vaccine,Sjælland,8846,1082
Pfizer BioNTech Covid-19 vacc,Nordjylland,56008,35732
Pfizer BioNTech Covid-19 vacc,Midtjylland,111197,81702
Pfizer BioNTech Covid-19 vacc,Syddanmark,105420,75313
Pfizer BioNTech Covid-19 vacc,Hovedstaden,150202,109896
Pfizer BioNTech Covid-19 vacc,Sjælland,74352,51726
