"Første vacc. dato","regionskode_current","Regionsnavn","Antal første vacc.","regionskode_num"
2020-12-27,1081,Nordjylland,1046,1081
2020-12-27,1082,Midtjylland,1905,1082
2020-12-27,1083,Syddanmark,497,1083
2020-12-27,1084,Hovedstaden,1626,1084
2020-12-27,1085,Sjælland,1346,1085
2020-12-28,1081,Nordjylland,102,1081
2020-12-28,1082,Midtjylland,196,1082
2020-12-28,1083,Syddanmark,670,1083
2020-12-28,1084,Hovedstaden,468,1084
2020-12-28,1085,Sjælland,553,1085
2020-12-29,1081,Nordjylland,327,1081
2020-12-29,1082,Midtjylland,1091,1082
2020-12-29,1083,Syddanmark,1901,1083
2020-12-29,1084,Hovedstaden,3554,1084
2020-12-29,1085,Sjælland,1995,1085
2020-12-30,1081,Nordjylland,2241,1081
2020-12-30,1082,Midtjylland,1248,1082
2020-12-30,1083,Syddanmark,2482,1083
2020-12-30,1084,Hovedstaden,3500,1084
2020-12-30,1085,Sjælland,1902,1085
2020-12-31,1081,Nordjylland,673,1081
2020-12-31,1082,Midtjylland,1143,1082
2020-12-31,1083,Syddanmark,1318,1083
2020-12-31,1084,Hovedstaden,1651,1084
2020-12-31,1085,Sjælland,1319,1085
2021-01-01,1081,Nordjylland,6,1081
2021-01-01,1082,Midtjylland,125,1082
2021-01-01,1083,Syddanmark,679,1083
2021-01-01,1084,Hovedstaden,1214,1084
2021-01-01,1085,Sjælland,290,1085
2021-01-02,1081,Nordjylland,1687,1081
2021-01-02,1082,Midtjylland,2399,1082
2021-01-02,1083,Syddanmark,1975,1083
2021-01-02,1084,Hovedstaden,2338,1084
2021-01-02,1085,Sjælland,393,1085
2021-01-03,1081,Nordjylland,15,1081
2021-01-03,1082,Midtjylland,2991,1082
2021-01-03,1083,Syddanmark,790,1083
2021-01-03,1084,Hovedstaden,2048,1084
2021-01-03,1085,Sjælland,88,1085
2021-01-04,1081,Nordjylland,1018,1081
2021-01-04,1082,Midtjylland,53,1082
2021-01-04,1083,Syddanmark,944,1083
2021-01-04,1084,Hovedstaden,356,1084
2021-01-04,1085,Sjælland,20,1085
2021-01-05,1081,Nordjylland,2183,1081
2021-01-05,1082,Midtjylland,2884,1082
2021-01-05,1083,Syddanmark,1157,1083
2021-01-05,1084,Hovedstaden,6632,1084
2021-01-05,1085,Sjælland,546,1085
2021-01-06,1081,Nordjylland,2799,1081
2021-01-06,1082,Midtjylland,4292,1082
2021-01-06,1083,Syddanmark,3683,1083
