"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6420,5843186,0.11,6420
2020-12-28,Nationalt,1989,5843186,0.14,8409
2020-12-29,Nationalt,8868,5843186,0.30,17277
2020-12-30,Nationalt,11373,5843186,0.49,28650
2020-12-31,Nationalt,6104,5843186,0.59,34754
2021-01-01,Nationalt,2314,5843186,0.63,37068
2021-01-02,Nationalt,8792,5843186,0.78,45860
2021-01-03,Nationalt,5932,5843186,0.89,51792
2021-01-04,Nationalt,2391,5843186,0.93,54183
2021-01-05,Nationalt,13402,5843186,1.16,67585
2021-01-06,Nationalt,19581,5843186,1.49,87166
2021-01-07,Nationalt,17326,5843186,1.79,104492
2021-01-08,Nationalt,8395,5843186,1.93,112887
2021-01-09,Nationalt,1898,5843186,1.96,114785
2021-01-10,Nationalt,813,5843186,1.98,115598
2021-01-11,Nationalt,657,5843186,1.99,116255
2021-01-12,Nationalt,463,5843186,2.00,116718
2021-01-13,Nationalt,12683,5843186,2.21,129401
2021-01-14,Nationalt,17838,5843186,2.52,147239
2021-01-15,Nationalt,15142,5843186,2.78,162381
2021-01-16,Nationalt,4587,5843186,2.86,166968
2021-01-17,Nationalt,2511,5843186,2.90,169479
2021-01-18,Nationalt,3859,5843186,2.97,173338
2021-01-19,Nationalt,2472,5843186,3.01,175810
2021-01-20,Nationalt,1500,5843186,3.03,177310
2021-01-21,Nationalt,1518,5843186,3.06,178828
2021-01-22,Nationalt,663,5843186,3.07,179491
2021-01-23,Nationalt,763,5843186,3.08,180254
2021-01-24,Nationalt,612,5843186,3.10,180866
2021-01-25,Nationalt,269,5843186,3.10,181135
2021-01-26,Nationalt,213,5843186,3.10,181348
2021-01-27,Nationalt,205,5843186,3.11,181553
2021-01-28,Nationalt,230,5843186,3.11,181783
2021-01-29,Nationalt,1128,5843186,3.13,182911
2021-01-30,Nationalt,1213,5843186,3.15,184124
2021-01-31,Nationalt,1241,5843186,3.17,185365
2021-02-01,Nationalt,751,5843186,3.19,186116
2021-02-02,Nationalt,2034,5843186,3.22,188150
2021-02-03,Nationalt,1541,5843186,3.25,189691
2021-02-04,Nationalt,1434,5843186,3.27,191125
2021-02-05,Nationalt,1583,5843186,3.30,192708
2021-02-06,Nationalt,1037,5843186,3.32,193745
2021-02-07,Nationalt,1912,5843186,3.35,195657
2021-02-08,Nationalt,2548,5843186,3.39,198205
2021-02-09,Nationalt,3556,5843186,3.45,201761
2021-02-10,Nationalt,3282,5843186,3.51,205043
2021-02-11,Nationalt,5664,5843186,3.61,210707
2021-02-12,Nationalt,12048,5843186,3.81,222755
2021-02-13,Nationalt,6558,5843186,3.92,229313
2021-02-14,Nationalt,6235,5843186,4.03,235548
2021-02-15,Nationalt,13866,5843186,4.27,249414
2021-02-16,Nationalt,13229,5843186,4.49,262643
2021-02-17,Nationalt,10487,5843186,4.67,273130
2021-02-18,Nationalt,11479,5843186,4.87,284609
2021-02-19,Nationalt,13923,5843186,5.11,298532
2021-02-20,Nationalt,10530,5843186,5.29,309062
2021-02-21,Nationalt,10820,5843186,5.47,319882
2021-02-22,Nationalt,13530,5843186,5.71,333412
2021-02-23,Nationalt,14419,5843186,5.95,347831
2021-02-24,Nationalt,13710,5843186,6.19,361541
2021-02-25,Nationalt,14474,5843186,6.44,376015
2021-02-26,Nationalt,36016,5843186,7.05,412031
2021-02-27,Nationalt,6677,5843186,7.17,418708
2021-02-28,Nationalt,11001,5843186,7.35,429709
2021-03-01,Nationalt,19783,5843186,7.69,449492
2021-03-02,Nationalt,16697,5843186,7.98,466189
2021-03-03,Nationalt,12998,5843186,8.20,479187
2021-03-04,Nationalt,17433,5843186,8.50,496620
2021-03-05,Nationalt,16639,5843186,8.78,513259
2021-03-06,Nationalt,14625,5843186,9.03,527884
2021-03-07,Nationalt,12063,5843186,9.24,539947
2021-03-08,Nationalt,9595,5843186,9.40,549542
2021-03-09,Nationalt,10930,5843186,9.59,560472
2021-03-10,Nationalt,12073,5843186,9.80,572545
2021-03-11,Nationalt,4616,5843186,9.88,577161
2021-03-12,Nationalt,3387,5843186,9.94,580548
2021-03-13,Nationalt,4541,5843186,10.0,585089
2021-03-14,Nationalt,1237,5843186,10.0,586326
2021-03-15,Nationalt,2843,5843186,10.1,589169
2021-03-16,Nationalt,6802,5843186,10.2,595971
2021-03-17,Nationalt,10727,5843186,10.4,606698
2021-03-18,Nationalt,14631,5843186,10.6,621329
2021-03-19,Nationalt,7764,5843186,10.8,629093
2021-03-20,Nationalt,2938,5843186,10.8,632031
2021-03-21,Nationalt,4888,5843186,10.9,636919
2021-03-22,Nationalt,4119,5843186,11.0,641038
2021-03-23,Nationalt,6111,5843186,11.1,647149
2021-03-24,Nationalt,9870,5843186,11.2,657019
2021-03-25,Nationalt,7675,5843186,11.4,664694
2021-03-26,Nationalt,6148,5843186,11.5,670842
2021-03-27,Nationalt,10000,5843186,11.7,680842
2021-03-28,Nationalt,10808,5843186,11.8,691650
