"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,3383,0
AstraZeneca Covid-19 vaccine,Midtjylland,10063,0
AstraZeneca Covid-19 vaccine,Syddanmark,10226,0
AstraZeneca Covid-19 vaccine,Hovedstaden,9420,0
AstraZeneca Covid-19 vaccine,Sjælland,10520,0
Moderna Covid-19 Vaccine,Nordjylland,3231,1
Moderna Covid-19 Vaccine,Midtjylland,1946,121
Moderna Covid-19 Vaccine,Syddanmark,4345,1873
Moderna Covid-19 Vaccine,Hovedstaden,2174,3
Moderna Covid-19 Vaccine,Sjælland,1187,2
Pfizer BioNTech Covid-19 vacc,Nordjylland,29685,19051
Pfizer BioNTech Covid-19 vacc,Midtjylland,63741,40180
Pfizer BioNTech Covid-19 vacc,Syddanmark,57892,36062
Pfizer BioNTech Covid-19 vacc,Hovedstaden,83823,57457
Pfizer BioNTech Covid-19 vacc,Sjælland,42822,21879
