"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,24777,16365,3.9,2.6,638418
Frederiksberg,5454,3344,5.3,3.2,103487
Ballerup,2464,1296,5.0,2.6,49169
Brøndby,1922,992,5.4,2.8,35305
Dragør,888,427,6.1,2.9,14559
Gentofte,4241,2713,5.7,3.6,74442
Gladsaxe,3780,2384,5.5,3.4,69256
Glostrup,1775,1057,7.6,4.5,23433
Herlev,1777,1068,6.2,3.7,28807
Albertslund,1652,966,6.1,3.5,27290
Hvidovre,3262,2071,6.1,3.9,53378
Høje Tåstrup,3062,1741,5.9,3.3,52012
Lyngby-Taarbæk,3388,1861,6.0,3.3,56727
Rødovre,2121,1127,5.2,2.7,41163
Ishøj,1191,649,5.2,2.8,23063
Tårnby,2218,1296,5.2,3.0,42701
Vallensbæk,988,536,6.0,3.2,16524
Furesø,2521,1417,6.2,3.5,40969
Allerød,1426,804,5.5,3.1,25863
Fredensborg,2463,1452,6.0,3.5,40990
Helsingør,3915,2205,6.2,3.5,63030
Hillerød,3516,2202,6.8,4.3,51715
Hørsholm,1686,963,6.8,3.9,24863
Rudersdal,3508,1951,6.2,3.4,56966
Egedal,1961,1157,4.5,2.6,43694
Frederikssund,2707,1428,6.0,3.1,45480
Greve,2721,1225,5.4,2.4,50556
Køge,3782,1722,6.2,2.8,61481
Halsnæs,1798,1032,5.7,3.3,31380
Roskilde,5951,2587,6.7,2.9,88772
Solrød,1292,640,5.5,2.7,23444
Gribskov,2634,1493,6.4,3.6,40922
Odsherred,2262,805,6.9,2.4,32894
Holbæk,4897,2015,6.8,2.8,71959
Faxe,2129,851,5.8,2.3,36712
Kalundborg,3049,984,6.3,2.0,48417
Ringsted,2052,810,5.9,2.3,34859
Slagelse,5453,2165,6.9,2.7,79196
Stevns,1372,543,5.9,2.3,23111
Sorø,1967,790,6.6,2.6,30009
Lejre,1780,726,6.3,2.6,28244
Lolland,2843,886,7.0,2.2,40440
Næstved,5530,2347,6.6,2.8,83222
Guldborgsund,4600,1751,7.6,2.9,60279
Vordingborg,2849,1034,6.3,2.3,45242
Bornholm,2322,1463,5.8,3.7,39725
Middelfart,2503,1443,6.4,3.7,39195
Assens,2270,985,5.6,2.4,40855
Faaborg-Midtfyn,3110,1323,6.0,2.6,51601
Kerteminde,1383,621,5.8,2.6,23871
Nyborg,1896,760,5.9,2.4,31945
Odense,11526,6158,5.6,3.0,205065
Svendborg,5029,2674,8.6,4.6,58705
Nordfyn,1495,691,5.1,2.3,29539
Langeland,969,437,7.8,3.5,12346
Ærø,509,194,8.5,3.3,5962
Haderslev,2904,1801,5.2,3.3,55321
Billund,1408,734,5.3,2.8,26537
Sønderborg,4059,2444,5.5,3.3,73803
Tønder,2082,1245,5.6,3.4,37045
Esbjerg,7886,3736,6.8,3.2,115544
Fanø,222,121,6.4,3.5,3443
Varde,3282,1435,6.6,2.9,49647
Vejen,2685,1283,6.3,3.0,42736
Aabenraa,2947,1707,5.0,2.9,58533
Fredericia,3043,1789,5.9,3.5,51341
Horsens,5106,2585,5.5,2.8,92463
Kolding,4930,2838,5.3,3.0,93102
Vejle,6325,3516,5.4,3.0,117276
Herning,5347,3051,6.0,3.4,89237
Holstebro,3426,1847,5.8,3.1,58697
Lemvig,1163,699,5.9,3.6,19588
Struer,1129,650,5.4,3.1,20800
Syddjurs,2484,1266,5.8,2.9,43182
Norddjurs,2449,1394,6.6,3.8,36937
Favrskov,2572,1407,5.3,2.9,48410
Odder,1550,834,6.7,3.6,22981
Randers,5895,3376,6.0,3.4,98271
Silkeborg,5414,3023,5.7,3.2,95764
Samsø,477,438,12.9,11.9,3686
Skanderborg,2906,1580,4.6,2.5,63449
Århus,18918,8885,5.4,2.5,352560
Ikast-Brande,2083,1113,5.0,2.7,41538
Ringkøbing-Skjern,3202,1794,5.7,3.2,56123
Hedensted,2661,1281,5.7,2.7,46753
Morsø,1719,1028,8.6,5.1,20055
Skive,2887,1595,6.4,3.5,45419
Thisted,2593,1374,6.0,3.2,43127
Viborg,6081,3483,6.3,3.6,96601
Brønderslev,2300,1232,6.4,3.4,36126
Frederikshavn,3888,1981,6.6,3.4,58985
Vesthimmerland,2341,1183,6.4,3.3,36360
Læsø,199,102,11.2,5.8,1772
Rebild,1729,932,5.7,3.1,30525
Mariagerfjord,2480,1150,6.0,2.8,41546
Jammerbugt,2099,1119,5.5,2.9,38099
Aalborg,12556,6792,5.7,3.1,219664
Hjørring,4395,2159,6.9,3.4,64115
