"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,36299,19052,590374
Midtjylland,75750,40301,1332459
Syddanmark,72463,37935,1223412
Hovedstaden,95417,57460,1855331
Sjælland,54529,21881,838837
