"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-02-23,København,K,16672,11073,16332,11034,340,39
2021-02-23,København,M,8105,5292,7841,5281,264,11
2021-02-23,Frederiksberg,K,3647,2243,3548,2238,99,5
2021-02-23,Frederiksberg,M,1807,1101,1747,1100,60,1
2021-02-23,Ballerup,K,1662,908,1557,907,105,1
2021-02-23,Ballerup,M,802,388,727,388,75,0
2021-02-23,Brøndby,K,1323,697,1270,699,53,-2
2021-02-23,Brøndby,M,599,295,568,295,31,0
2021-02-23,Dragør,K,586,296,555,295,31,1
2021-02-23,Dragør,M,302,131,278,130,24,1
2021-02-23,Gentofte,K,2883,1861,2792,1857,91,4
2021-02-23,Gentofte,M,1358,852,1292,851,66,1
2021-02-23,Gladsaxe,K,2638,1698,2543,1690,95,8
2021-02-23,Gladsaxe,M,1142,686,1085,686,57,0
2021-02-23,Glostrup,K,1160,690,1120,687,40,3
2021-02-23,Glostrup,M,615,367,584,367,31,0
2021-02-23,Herlev,K,1310,805,1267,784,43,21
2021-02-23,Herlev,M,467,263,441,255,26,8
2021-02-23,Albertslund,K,1072,643,1038,642,34,1
2021-02-23,Albertslund,M,580,323,539,323,41,0
2021-02-23,Hvidovre,K,2240,1455,2183,1453,57,2
2021-02-23,Hvidovre,M,1022,616,959,614,63,2
2021-02-23,Høje Tåstrup,K,1910,1098,1854,1096,56,2
2021-02-23,Høje Tåstrup,M,1152,643,1107,643,45,0
2021-02-23,Lyngby-Taarbæk,K,2330,1288,2234,1285,96,3
2021-02-23,Lyngby-Taarbæk,M,1058,573,1005,571,53,2
2021-02-23,Rødovre,K,1526,810,1467,807,59,3
2021-02-23,Rødovre,M,595,317,552,317,43,0
2021-02-23,Ishøj,K,794,438,772,437,22,1
2021-02-23,Ishøj,M,397,211,383,210,14,1
2021-02-23,Tårnby,K,1578,949,1523,948,55,1
2021-02-23,Tårnby,M,640,347,598,347,42,0
2021-02-23,Vallensbæk,K,622,329,589,328,33,1
2021-02-23,Vallensbæk,M,366,207,346,207,20,0
2021-02-23,Furesø,K,1718,987,1634,981,84,6
2021-02-23,Furesø,M,803,430,743,430,60,0
2021-02-23,Allerød,K,918,552,881,550,37,2
2021-02-23,Allerød,M,508,252,475,252,33,0
2021-02-23,Fredensborg,K,1641,1005,1590,1001,51,4
2021-02-23,Fredensborg,M,822,447,781,446,41,1
2021-02-23,Helsingør,K,2595,1504,2490,1500,105,4
2021-02-23,Helsingør,M,1320,701,1249,699,71,2
2021-02-23,Hillerød,K,2373,1557,2297,1554,76,3
2021-02-23,Hillerød,M,1143,645,1090,645,53,0
2021-02-23,Hørsholm,K,1097,653,1041,651,56,2
2021-02-23,Hørsholm,M,589,310,546,308,43,2
2021-02-23,Rudersdal,K,2300,1337,2140,1337,160,0
2021-02-23,Rudersdal,M,1208,614,1103,612,105,2
2021-02-23,Egedal,K,1374,858,1324,856,50,2
2021-02-23,Egedal,M,587,299,552,298,35,1
2021-02-23,Frederikssund,K,1819,1009,1759,1007,60,2
2021-02-23,Frederikssund,M,888,419,845,418,43,1
2021-02-23,Greve,K,1866,917,1830,917,36,0
2021-02-23,Greve,M,855,308,822,309,33,-1
2021-02-23,Køge,K,2689,1302,2649,1300,40,2
2021-02-23,Køge,M,1093,420,1079,418,14,2
