Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.565.515; 126.975;   7.322;   1.331
Sjælland; 654.986;  36.332;   2.540;     405
Syddanmark; 977.792;  38.033;   1.763;     220
Midtjylland;1.067.588;  46.741;   2.177;     353
Nordjylland; 498.126;  18.521;     936;     184
