"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,58412,29979,638784
Frederiksberg,12869,6933,103293
Ballerup,6675,3520,49074
Brøndby,4870,2785,35413
Dragør,2042,1178,14562
Gentofte,10121,5873,74368
Gladsaxe,8793,5027,69168
Glostrup,3447,2181,23480
Herlev,4147,2366,28827
Albertslund,3518,2072,27175
Hvidovre,7256,4467,53335
Høje-Taastrup,6576,3707,52186
Lyngby-Taarbæk,7738,4533,56926
Rødovre,5311,2955,41208
Ishøj,2564,1418,23081
Tårnby,5508,3167,42698
Vallensbæk,2286,1267,16540
Furesø,5841,3431,40947
Allerød,3588,2099,25876
Fredensborg,5761,3443,41028
Helsingør,9335,5266,63050
Hillerød,7871,4352,51710
Hørsholm,3879,2431,24824
Rudersdal,8354,4929,57027
Egedal,5345,2736,43689
Frederikssund,6829,3744,45612
Greve,6197,3276,50549
Køge,7841,3961,61543
Frederiksværk-Hundested,5005,2533,31447
Roskilde,12023,6209,88765
Solrød,2814,1505,23463
Gribskov,6300,3392,41029
Odsherred,5236,2444,32911
Holbæk,10135,4872,72041
Faxe,4812,2420,36776
Kalundborg,6616,3122,48438
Ringsted,4158,2022,34987
Slagelse,11723,5209,79278
Stevns,3389,1570,23206
Sorø,4477,1979,29944
Lejre,3943,1917,28352
Lolland,6107,2889,40390
Næstved,11768,5877,83316
Guldborgsund,9647,4648,60338
Vordingborg,6648,3101,45220
Bornholm,6588,3288,39734
Middelfart,5660,3365,39284
Assens,5260,2699,40883
Faaborg-Midtfyn,6789,3593,51645
Kerteminde,3374,1704,23838
Nyborg,4626,2079,31959
Odense,26164,13336,205023
Svendborg,8931,5180,58834
Nordfyns,3819,1995,29525
Langeland,2014,1061,12360
Ærø,963,565,5997
Haderslev,6140,3762,55318
Billund,3077,1855,26501
Sønderborg,9069,5476,73810
Tønder,4057,2667,37020
Esbjerg,15989,8808,115566
Fanø,466,300,3447
Varde,6571,3905,49678
Vejen,5329,3348,42790
Aabenraa,5960,3631,58578
Fredericia,6791,4202,51375
Horsens,11004,5544,92596
Kolding,10619,6677,93105
Vejle,14307,8357,117531
Herning,12309,6698,89301
Holstebro,8538,4459,58690
Lemvig,3060,1659,19562
Struer,3269,1812,20816
Syddjurs,5938,3198,43302
Norddjurs,5486,3124,36983
Favrskov,5981,3186,48500
Odder,3381,1884,23027
Randers,13081,7065,98327
Silkeborg,12901,6665,95961
Samsø,711,465,3692
Skanderborg,7617,3777,63467
Århus,40600,20039,352427
Ikast-Brande,5318,2755,41554
Ringkøbing-Skjern,8097,4316,56144
Hedensted,5969,3154,46878
Morsø,3173,1989,20071
Skive,6820,3891,45411
Thisted,5282,3085,43131
Viborg,13793,7757,96677
Brønderslev-Dronninglund,5035,2547,36141
Frederikshavn,8220,4575,58954
Vesthimmerlands,5067,2666,36355
Læsø,403,188,1777
Rebild,3696,1933,30520
Mariagerfjord,5679,3018,41584
Jammerbugt,4989,2473,38165
Ålborg,27764,14286,219635
Hjørring,9713,4898,64122
