"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,79021,41658,13.4,7.1,590455
Midtjylland,173873,91448,13.0,6.9,1333315
Syddanmark,155975,88565,12.7,7.2,1224067
Hovedstaden,226829,125072,12.2,6.7,1856091
Sjælland,117534,57021,14.0,6.8,839517
