"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-03,København,K,36783,18486,36764,18010,19,476
2021-04-03,København,M,21629,11493,21601,11104,28,389
2021-04-03,Frederiksberg,K,8142,4378,8135,4280,7,98
2021-04-03,Frederiksberg,M,4727,2555,4725,2509,2,46
2021-04-03,Ballerup,K,4321,2224,4310,2123,11,101
2021-04-03,Ballerup,M,2354,1296,2349,1245,5,51
2021-04-03,Brøndby,K,3097,1766,3091,1701,6,65
2021-04-03,Brøndby,M,1773,1019,1766,972,7,47
2021-04-03,Dragør,K,1226,715,1225,708,1,7
2021-04-03,Dragør,M,816,463,815,452,1,11
2021-04-03,Gentofte,K,6472,3774,6464,3655,8,119
2021-04-03,Gentofte,M,3649,2099,3645,2034,4,65
2021-04-03,Gladsaxe,K,5844,3357,5842,3248,2,109
2021-04-03,Gladsaxe,M,2949,1670,2946,1626,3,44
2021-04-03,Glostrup,K,2239,1387,2237,1356,2,31
2021-04-03,Glostrup,M,1208,794,1206,774,2,20
2021-04-03,Herlev,K,2813,1606,2810,1565,3,41
2021-04-03,Herlev,M,1334,760,1331,736,3,24
2021-04-03,Albertslund,K,2208,1288,2205,1238,3,50
2021-04-03,Albertslund,M,1310,784,1301,756,9,28
2021-04-03,Hvidovre,K,4713,2848,4706,2760,7,88
2021-04-03,Hvidovre,M,2543,1619,2537,1569,6,50
2021-04-03,Høje Tåstrup,K,4069,2218,4061,2162,8,56
2021-04-03,Høje Tåstrup,M,2507,1489,2499,1446,8,43
2021-04-03,Lyngby-Taarbæk,K,5068,3002,5064,2933,4,69
2021-04-03,Lyngby-Taarbæk,M,2670,1531,2666,1486,4,45
2021-04-03,Rødovre,K,3586,2005,3584,1945,2,60
2021-04-03,Rødovre,M,1725,950,1723,930,2,20
2021-04-03,Ishøj,K,1614,872,1610,847,4,25
2021-04-03,Ishøj,M,950,546,947,525,3,21
2021-04-03,Tårnby,K,3551,1992,3549,1954,2,38
2021-04-03,Tårnby,M,1957,1175,1957,1144,0,31
2021-04-03,Vallensbæk,K,1375,749,1373,731,2,18
2021-04-03,Vallensbæk,M,911,518,909,505,2,13
2021-04-03,Furesø,K,3740,2217,3733,2165,7,52
2021-04-03,Furesø,M,2101,1214,2093,1188,8,26
2021-04-03,Allerød,K,2265,1290,2262,1261,3,29
2021-04-03,Allerød,M,1323,809,1318,792,5,17
2021-04-03,Fredensborg,K,3619,2163,3613,2090,6,73
2021-04-03,Fredensborg,M,2142,1280,2135,1244,7,36
2021-04-03,Helsingør,K,5971,3267,5960,3167,11,100
2021-04-03,Helsingør,M,3364,1999,3350,1930,14,69
2021-04-03,Hillerød,K,5060,2747,5054,2680,6,67
2021-04-03,Hillerød,M,2811,1605,2804,1551,7,54
2021-04-03,Hørsholm,K,2412,1520,2402,1481,10,39
2021-04-03,Hørsholm,M,1467,911,1460,889,7,22
2021-04-03,Rudersdal,K,5208,3097,5197,2981,11,116
2021-04-03,Rudersdal,M,3146,1832,3139,1778,7,54
2021-04-03,Egedal,K,3450,1765,3444,1730,6,35
2021-04-03,Egedal,M,1895,971,1887,942,8,29
2021-04-03,Frederikssund,K,4355,2360,4349,2287,6,73
2021-04-03,Frederikssund,M,2474,1384,2470,1334,4,50
2021-04-03,Greve,K,3856,2000,3854,1968,2,32
2021-04-03,Greve,M,2341,1276,2340,1258,1,18
2021-04-03,Køge,K,4934,2484,4933,2457,1,27
2021-04-03,Køge,M,2907,1477,2906,1448,1,29
2021-04-03,Halsnæs,K,3092,1542,3086,1479,6,63
2021-04-03,Halsnæs,M,1913,991,1908,947,5,44
2021-04-03,Roskilde,K,7619,3917,7618,3883,1,34
2021-04-03,Roskilde,M,4404,2292,4403,2253,1,39
2021-04-03,Solrød,K,1763,917,1763,901,0,16
2021-04-03,Solrød,M,1051,588,1050,574,1,14
2021-04-03,Gribskov,K,3806,2018,3796,1928,10,90
2021-04-03,Gribskov,M,2494,1374,2487,1316,7,58
2021-04-03,Odsherred,K,3147,1438,3147,1423,0,15
2021-04-03,Odsherred,M,2089,1006,2089,990,0,16
2021-04-03,Holbæk,K,6455,3084,6455,3066,0,18
2021-04-03,Holbæk,M,3680,1788,3680,1768,0,20
2021-04-03,Faxe,K,3000,1462,3000,1450,0,12
2021-04-03,Faxe,M,1812,958,1812,946,0,12
2021-04-03,Kalundborg,K,4115,1874,4114,1869,1,5
2021-04-03,Kalundborg,M,2501,1248,2501,1242,0,6
2021-04-03,Ringsted,K,2664,1288,2664,1284,0,4
2021-04-03,Ringsted,M,1494,734,1494,728,0,6
2021-04-03,Slagelse,K,7529,3341,7527,3333,2,8
2021-04-03,Slagelse,M,4194,1868,4193,1862,1,6
2021-04-03,Stevns,K,2055,961,2055,951,0,10
2021-04-03,Stevns,M,1334,609,1334,598,0,11
2021-04-03,Sorø,K,2845,1225,2845,1217,0,8
2021-04-03,Sorø,M,1632,754,1632,741,0,13
2021-04-03,Lejre,K,2441,1209,2440,1193,1,16
2021-04-03,Lejre,M,1502,708,1502,693,0,15
2021-04-03,Lolland,K,3615,1694,3615,1693,0,1
2021-04-03,Lolland,M,2492,1195,2491,1192,1,3
2021-04-03,Næstved,K,7439,3740,7439,3725,0,15
2021-04-03,Næstved,M,4329,2137,4329,2130,0,7
2021-04-03,Guldborgsund,K,5938,2830,5938,2826,0,4
2021-04-03,Guldborgsund,M,3709,1818,3709,1817,0,1
2021-04-03,Vordingborg,K,4025,1827,4025,1815,0,12
2021-04-03,Vordingborg,M,2623,1274,2623,1261,0,13
2021-04-03,Bornholm,K,4133,2087,4125,1989,8,98
