"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,58412,29979,9.1,4.7,638784
Frederiksberg,12869,6933,12.5,6.7,103293
Ballerup,6675,3520,13.6,7.2,49074
Brøndby,4870,2785,13.8,7.9,35413
Dragør,2042,1178,14.0,8.1,14562
Gentofte,10121,5873,13.6,7.9,74368
Gladsaxe,8793,5027,12.7,7.3,69168
Glostrup,3447,2181,14.7,9.3,23480
Herlev,4147,2366,14.4,8.2,28827
Albertslund,3518,2072,12.9,7.6,27175
Hvidovre,7256,4467,13.6,8.4,53335
Høje Tåstrup,6576,3707,12.6,7.1,52186
Lyngby-Taarbæk,7738,4533,13.6,8.0,56926
Rødovre,5311,2955,12.9,7.2,41208
Ishøj,2564,1418,11.1,6.1,23081
Tårnby,5508,3167,12.9,7.4,42698
Vallensbæk,2286,1267,13.8,7.7,16540
Furesø,5841,3431,14.3,8.4,40947
Allerød,3588,2099,13.9,8.1,25876
Fredensborg,5761,3443,14.0,8.4,41028
Helsingør,9335,5266,14.8,8.4,63050
Hillerød,7871,4352,15.2,8.4,51710
Hørsholm,3879,2431,15.6,9.8,24824
Rudersdal,8354,4929,14.6,8.6,57027
Egedal,5345,2736,12.2,6.3,43689
Frederikssund,6829,3744,15.0,8.2,45612
Greve,6197,3276,12.3,6.5,50549
Køge,7841,3961,12.7,6.4,61543
Halsnæs,5005,2533,15.9,8.1,31447
Roskilde,12023,6209,13.5,7.0,88765
Solrød,2814,1505,12.0,6.4,23463
Gribskov,6300,3392,15.4,8.3,41029
Odsherred,5236,2444,15.9,7.4,32911
Holbæk,10135,4872,14.1,6.8,72041
Faxe,4812,2420,13.1,6.6,36776
Kalundborg,6616,3122,13.7,6.4,48438
Ringsted,4158,2022,11.9,5.8,34987
Slagelse,11723,5209,14.8,6.6,79278
Stevns,3389,1570,14.6,6.8,23206
Sorø,4477,1979,15.0,6.6,29944
Lejre,3943,1917,13.9,6.8,28352
Lolland,6107,2889,15.1,7.2,40390
Næstved,11768,5877,14.1,7.1,83316
Guldborgsund,9647,4648,16.0,7.7,60338
Vordingborg,6648,3101,14.7,6.9,45220
Bornholm,6588,3288,16.6,8.3,39734
Middelfart,5660,3365,14.4,8.6,39284
Assens,5260,2699,12.9,6.6,40883
Faaborg-Midtfyn,6789,3593,13.1,7.0,51645
Kerteminde,3374,1704,14.2,7.1,23838
Nyborg,4626,2079,14.5,6.5,31959
Odense,26164,13336,12.8,6.5,205023
Svendborg,8931,5180,15.2,8.8,58834
Nordfyn,3819,1995,12.9,6.8,29525
Langeland,2014,1061,16.3,8.6,12360
Ærø,963,565,16.1,9.4,5997
Haderslev,6140,3762,11.1,6.8,55318
Billund,3077,1855,11.6,7.0,26501
Sønderborg,9069,5476,12.3,7.4,73810
Tønder,4057,2667,11.0,7.2,37020
Esbjerg,15989,8808,13.8,7.6,115566
Fanø,466,300,13.5,8.7,3447
Varde,6571,3905,13.2,7.9,49678
Vejen,5329,3348,12.5,7.8,42790
Aabenraa,5960,3631,10.2,6.2,58578
Fredericia,6791,4202,13.2,8.2,51375
Horsens,11004,5544,11.9,6.0,92596
Kolding,10619,6677,11.4,7.2,93105
Vejle,14307,8357,12.2,7.1,117531
Herning,12309,6698,13.8,7.5,89301
Holstebro,8538,4459,14.5,7.6,58690
Lemvig,3060,1659,15.6,8.5,19562
Struer,3269,1812,15.7,8.7,20816
Syddjurs,5938,3198,13.7,7.4,43302
Norddjurs,5486,3124,14.8,8.4,36983
Favrskov,5981,3186,12.3,6.6,48500
Odder,3381,1884,14.7,8.2,23027
Randers,13081,7065,13.3,7.2,98327
Silkeborg,12901,6665,13.4,6.9,95961
Samsø,711,465,19.3,12.6,3692
Skanderborg,7617,3777,12.0,6.0,63467
Århus,40600,20039,11.5,5.7,352427
Ikast-Brande,5318,2755,12.8,6.6,41554
Ringkøbing-Skjern,8097,4316,14.4,7.7,56144
Hedensted,5969,3154,12.7,6.7,46878
Morsø,3173,1989,15.8,9.9,20071
Skive,6820,3891,15.0,8.6,45411
Thisted,5282,3085,12.2,7.2,43131
Viborg,13793,7757,14.3,8.0,96677
Brønderslev,5035,2547,13.9,7.0,36141
Frederikshavn,8220,4575,13.9,7.8,58954
Vesthimmerland,5067,2666,13.9,7.3,36355
Læsø,403,188,22.7,10.6,1777
Rebild,3696,1933,12.1,6.3,30520
Mariagerfjord,5679,3018,13.7,7.3,41584
Jammerbugt,4989,2473,13.1,6.5,38165
Aalborg,27764,14286,12.6,6.5,219635
Hjørring,9713,4898,15.1,7.6,64122
