"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;15755;1453
Hovedstaden;0-9;M;16792;1563
Hovedstaden;10-19;K;79098;68121
Hovedstaden;10-19;M;81547;69971
Hovedstaden;20-29;K;121414;117542
Hovedstaden;20-29;M;114885;110723
Hovedstaden;30-39;K;110134;106670
Hovedstaden;30-39;M;107721;104603
Hovedstaden;40-49;K;112501;110882
Hovedstaden;40-49;M;109299;107713
Hovedstaden;50-59;K;113186;112337
Hovedstaden;50-59;M;112372;111357
Hovedstaden;60-69;K;89026;88628
Hovedstaden;60-69;M;84431;83972
Hovedstaden;70-79;K;82287;82007
Hovedstaden;70-79;M;68471;68265
Hovedstaden;80-89;K;36203;36052
Hovedstaden;80-89;M;23762;23673
Hovedstaden;90+;K;7487;7421
Hovedstaden;90+;M;2625;2610
Midtjylland;0-9;K;14478;1774
Midtjylland;0-9;M;15398;1914
Midtjylland;10-19;K;68463;60993
Midtjylland;10-19;M;70454;62505
Midtjylland;20-29;K;79260;76992
Midtjylland;20-29;M;81016;78413
Midtjylland;30-39;K;67851;65993
Midtjylland;30-39;M;68757;66976
Midtjylland;40-49;K;77715;76991
Midtjylland;40-49;M;76785;75990
Midtjylland;50-59;K;84445;83998
Midtjylland;50-59;M;84899;84444
Midtjylland;60-69;K;74434;74180
Midtjylland;60-69;M;72927;72702
Midtjylland;70-79;K;63907;63802
Midtjylland;70-79;M;59158;59055
Midtjylland;80-89;K;27607;27522
Midtjylland;80-89;M;20857;20794
Midtjylland;90+;K;5436;5406
Midtjylland;90+;M;2338;2330
Nordjylland;0-9;K;5567;764
Nordjylland;0-9;M;5875;745
Nordjylland;10-19;K;28274;25012
Nordjylland;10-19;M;29660;26245
Nordjylland;20-29;K;31288;30278
Nordjylland;20-29;M;35126;33867
Nordjylland;30-39;K;27712;26937
Nordjylland;30-39;M;28694;27806
Nordjylland;40-49;K;32386;32077
Nordjylland;40-49;M;32548;32150
Nordjylland;50-59;K;38444;38237
Nordjylland;50-59;M;38877;38634
Nordjylland;60-69;K;35822;35688
Nordjylland;60-69;M;35330;35183
Nordjylland;70-79;K;31689;31621
Nordjylland;70-79;M;29805;29729
Nordjylland;80-89;K;14023;13983
Nordjylland;80-89;M;10692;10659
Nordjylland;90+;K;2730;2716
Nordjylland;90+;M;1214;1204
Sjælland;0-9;K;6953;920
Sjælland;0-9;M;7569;1039
Sjælland;10-19;K;40091;35503
Sjælland;10-19;M;42543;37523
Sjælland;20-29;K;29998;28868
Sjælland;20-29;M;32840;31552
Sjælland;30-39;K;37079;35891
Sjælland;30-39;M;35875;34774
Sjælland;40-49;K;50517;49959
Sjælland;40-49;M;48337;47756
Sjælland;50-59;K;59929;59555
Sjælland;50-59;M;60129;59772
Sjælland;60-69;K;52836;52636
Sjælland;60-69;M;51389;51181
Sjælland;70-79;K;49436;49324
Sjælland;70-79;M;44961;44866
Sjælland;80-89;K;19923;19852
Sjælland;80-89;M;14984;14954
Sjælland;90+;K;3569;3544
Sjælland;90+;M;1470;1464
Syddanmark;0-9;K;11719;2044
Syddanmark;0-9;M;12679;2192
Syddanmark;10-19;K;60871;54339
Syddanmark;10-19;M;62767;55850
Syddanmark;20-29;K;56713;54688
Syddanmark;20-29;M;61035;58685
Syddanmark;30-39;K;57067;55239
Syddanmark;30-39;M;57142;55402
Syddanmark;40-49;K;71047;70293
Syddanmark;40-49;M;69417;68500
Syddanmark;50-59;K;81920;81436
Syddanmark;50-59;M;82736;82192
Syddanmark;60-69;K;73575;73319
Syddanmark;60-69;M;72702;72425
Syddanmark;70-79;K;65287;65126
Syddanmark;70-79;M;60167;60006
Syddanmark;80-89;K;29703;29618
Syddanmark;80-89;M;22115;22039
Syddanmark;90+;K;5844;5785
Syddanmark;90+;M;2404;2396
