"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;53714;6667;297824;18.0;2.2
0-9;M;57494;7174;314432;18.3;2.3
10-19;K;261373;228208;330003;79.2;69.2
10-19;M;272374;237164;346474;78.6;68.5
20-29;K;319993;309731;382723;83.6;80.9
20-29;M;325758;314088;399078;81.6;78.7
30-39;K;298796;289586;350173;85.3;82.7
30-39;M;298712;289972;364060;82.1;79.6
40-49;K;337242;333271;367892;91.7;90.6
40-49;M;329068;324768;368373;89.3;88.2
50-59;K;377368;374980;401059;94.1;93.5
50-59;M;378872;376223;404889;93.6;92.9
60-69;K;328582;327325;342314;96.0;95.6
60-69;M;318738;317409;331954;96.0;95.6
70-79;K;297395;296652;305458;97.4;97.1
70-79;M;268958;268305;275851;97.5;97.3
80-89;K;137495;137058;141486;97.2;96.9
80-89;M;102509;102222;104944;97.7;97.4
90+;K;30741;30538;32125;95.7;95.1
90+;M;13093;13038;13504;97.0;96.5
