"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;503497;479632;252173;78.1;74.4;39.1;644947
Frederiksberg;86292;82413;50382;83.3;79.5;48.6;103647
Ballerup;38735;36796;23602;78.7;74.8;48.0;49215
Brøndby;25574;24393;14895;71.7;68.4;41.8;35647
Dragør;12182;11490;8030;83.4;78.6;55.0;14610
Gentofte;61751;58381;39379;83.1;78.6;53.0;74266
Gladsaxe;55011;51922;31858;79.4;74.9;46.0;69303
Glostrup;18133;17284;10570;77.1;73.5;45.0;23510
Herlev;22471;21266;13438;77.9;73.7;46.6;28863
Albertslund;20420;19257;11354;74.1;69.9;41.2;27568
Hvidovre;41170;38851;23266;77.3;72.9;43.7;53279
Høje Tåstrup;39233;37283;22460;74.1;70.4;42.4;52978
Lyngby-Taarbæk;48273;45612;29723;83.4;78.8;51.4;57850
Rødovre;31789;30124;18475;76.8;72.8;44.6;41399
Ishøj;16020;15169;8654;69.0;65.3;37.3;23213
Tårnby;33943;32058;20458;79.5;75.1;47.9;42711
Vallensbæk;12430;11776;7317;75.4;71.5;44.4;16480
Furesø;34002;31914;21566;82.1;77.1;52.1;41411
Allerød;21887;20646;14061;84.6;79.8;54.4;25861
Fredensborg;33279;31596;20945;80.8;76.7;50.8;41200
Helsingør;51439;49200;32808;81.7;78.2;52.1;62954
Hillerød;43759;41464;26480;82.2;77.9;49.7;53237
Hørsholm;21016;20119;14229;84.9;81.3;57.5;24754
Rudersdal;48154;45654;31311;84.1;79.7;54.7;57280
Egedal;36683;34840;22497;82.6;78.5;50.7;44385
Frederikssund;38272;36651;24508;83.6;80.1;53.5;45783
Greve;40463;38510;25165;79.6;75.8;49.5;50818
Køge;50119;47841;29975;81.2;77.5;48.6;61735
Halsnæs;25806;24782;16773;82.3;79.1;53.5;31341
Roskilde;74516;71199;46364;83.3;79.6;51.8;89496
Solrød;19364;18416;11924;81.4;77.4;50.1;23779
Gribskov;33908;32554;22361;82.4;79.1;54.4;41135
Odsherred;27468;26611;17515;83.6;81.0;53.3;32846
Holbæk;60234;57654;35882;82.7;79.2;49.3;72817
Faxe;30180;28968;18844;81.2;78.0;50.7;37153
Kalundborg;39521;37947;23675;81.6;78.4;48.9;48410
Ringsted;27959;26627;17141;79.6;75.8;48.8;35121
Slagelse;64546;61494;39082;81.0;77.2;49.1;79659
Stevns;19315;18522;12028;82.3;78.9;51.2;23473
Sorø;25023;23813;15402;83.4;79.3;51.3;30015
Lejre;23638;22558;15274;82.6;78.8;53.4;28615
Lolland;32661;31594;21690;81.4;78.8;54.1;40109
Næstved;68768;65817;42370;82.1;78.5;50.6;83810
Guldborgsund;49435;47542;32164;82.0;78.9;53.4;60286
Vordingborg;37218;35820;23822;82.1;79.0;52.5;45350
Bornholm;33867;32436;23454;85.4;81.8;59.2;39646
Middelfart;33685;32219;21735;85.0;81.3;54.9;39616
Assens;34775;33253;21521;84.8;81.1;52.5;40994
Faaborg-Midtfyn;43866;41775;27247;84.6;80.6;52.6;51828
Kerteminde;20371;19500;12819;84.7;81.1;53.3;24041
Nyborg;27314;26139;16441;85.1;81.4;51.2;32108
Odense;170964;163527;89576;83.0;79.4;43.5;206066
Svendborg;50190;48056;30406;84.8;81.2;51.4;59194
Nordfyn;24757;23661;15022;83.2;79.6;50.5;29741
Langeland;10499;10169;7190;85.3;82.7;58.4;12303
Ærø;5268;5041;3674;87.4;83.6;60.9;6030
Haderslev;45353;43464;26907;81.9;78.5;48.6;55370
Billund;22018;21048;13434;82.7;79.0;50.4;26639
Sønderborg;61177;58470;37437;83.0;79.3;50.8;73693
Tønder;29711;28540;17482;80.6;77.4;47.4;36860
Esbjerg;95054;90307;56092;82.3;78.2;48.6;115438
Fanø;2944;2847;2068;85.9;83.1;60.3;3428
Varde;40914;38978;25699;82.4;78.5;51.7;49680
Vejen;34728;33075;21005;81.5;77.6;49.3;42633
Aabenraa;46933;44995;28373;80.0;76.7;48.3;58684
Fredericia;42728;40946;26691;82.8;79.4;51.7;51594
Horsens;76316;72466;45136;80.8;76.7;47.8;94464
Kolding;76505;73059;43501;81.8;78.1;46.5;93584
Vejle;97156;92505;56146;81.6;77.7;47.2;118997
Herning;74200;70861;43639;83.1;79.4;48.9;89279
Holstebro;49039;46708;28713;83.7;79.7;49.0;58576
Lemvig;16485;15900;11019;85.0;82.0;56.8;19400
Struer;17746;17021;11346;85.4;81.9;54.6;20783
Syddjurs;36681;34885;23110;84.2;80.0;53.0;43588
Norddjurs;31105;29692;19596;84.2;80.4;53.0;36947
Favrskov;41192;38725;24319;84.2;79.2;49.7;48904
Odder;19828;18860;13028;85.1;81.0;55.9;23294
Randers;82026;77924;48681;82.9;78.7;49.2;98959
Silkeborg;80352;76386;48706;82.6;78.5;50.0;97320
Samsø;3222;3079;2198;86.7;82.8;59.1;3718
Skanderborg;53565;50448;32891;83.3;78.5;51.2;64293
Århus;294110;280693;161666;82.7;79.0;45.5;355461
Ikast-Brande;34132;32593;20220;81.4;77.7;48.2;41923
Ringkøbing-Skjern;46656;44619;28997;83.0;79.4;51.6;56217
Hedensted;39346;37586;24608;83.5;79.8;52.2;47128
Morsø;16903;16218;10862;84.3;80.9;54.2;20048
Skive;38641;36873;24498;85.7;81.8;54.4;45073
Thisted;36004;34439;23010;83.5;79.9;53.4;43098
Viborg;81543;77455;49326;84.2;79.9;50.9;96892
Brønderslev;30229;28656;18220;83.6;79.2;50.4;36170
Frederikshavn;49874;47870;32794;84.7;81.3;55.7;58879
Vesthimmerland;29862;28538;19296;82.2;78.6;53.1;36330
Læsø;1529;1461;1235;86.3;82.5;69.7;1771
Rebild;25307;24012;15308;82.5;78.3;49.9;30657
Mariagerfjord;34994;33383;22237;84.0;80.1;53.4;41663
Jammerbugt;32046;30556;20144;83.9;80.0;52.8;38177
