"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2163;132
Hovedstaden;3-5;M;2368;144
Hovedstaden;6-11;K;22898;3160
Hovedstaden;6-11;M;24083;3362
Hovedstaden;12-15;K;30388;27861
Hovedstaden;12-15;M;32210;29585
Hovedstaden;16-19;K;34392;33472
Hovedstaden;16-19;M;35047;33884
Hovedstaden;20-39;K;231149;223779
Hovedstaden;20-39;M;222194;214877
Hovedstaden;40-64;K;271414;268719
Hovedstaden;40-64;M;266832;263934
Hovedstaden;65-79;K;126632;126164
Hovedstaden;65-79;M;109417;109014
Hovedstaden;80+;K;48051;47826
Hovedstaden;80+;M;29754;29650
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1895;79
Midtjylland;3-5;M;2105;76
Midtjylland;6-11;K;21465;5383
Midtjylland;6-11;M;22650;5718
Midtjylland;12-15;K;26017;24287
Midtjylland;12-15;M;27143;25393
Midtjylland;16-19;K;29560;29043
Midtjylland;16-19;M;30278;29598
Midtjylland;20-39;K;147431;143301
Midtjylland;20-39;M;150278;145872
Midtjylland;40-64;K;198975;197637
Midtjylland;40-64;M;197691;196308
Midtjylland;65-79;K;101822;101608
Midtjylland;65-79;M;96387;96174
Midtjylland;80+;K;36429;36312
Midtjylland;80+;M;26056;25984
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;708;28
Nordjylland;3-5;M;744;39
Nordjylland;6-11;K;8338;1965
Nordjylland;6-11;M;8730;1996
Nordjylland;12-15;K;10815;10026
Nordjylland;12-15;M;11533;10743
Nordjylland;16-19;K;12298;12088
Nordjylland;16-19;M;12885;12592
Nordjylland;20-39;K;59096;57305
Nordjylland;20-39;M;64110;61946
Nordjylland;40-64;K;88439;87848
Nordjylland;40-64;M;88684;87955
Nordjylland;65-79;K;49755;49622
Nordjylland;65-79;M;47713;47572
Nordjylland;80+;K;18486;18431
Nordjylland;80+;M;13422;13379
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;903;59
Sjælland;3-5;M;1038;57
Sjælland;6-11;K;10613;2087
Sjælland;6-11;M;11334;2295
Sjælland;12-15;K;15591;14670
Sjælland;12-15;M;16593;15553
Sjælland;16-19;K;17880;17565
Sjælland;16-19;M;18983;18521
Sjælland;20-39;K;66960;64642
Sjælland;20-39;M;69054;66648
Sjælland;40-64;K;136184;135127
Sjælland;40-64;M;133633;132568
Sjælland;65-79;K;76116;75915
Sjælland;65-79;M;70770;70584
Sjælland;80+;K;26084;25987
Sjælland;80+;M;18692;18655
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1465;86
Syddanmark;3-5;M;1592;87
Syddanmark;6-11;K;17782;5013
Syddanmark;6-11;M;18925;5341
Syddanmark;12-15;K;23166;21650
Syddanmark;12-15;M;24348;22766
Syddanmark;16-19;K;26742;26219
Syddanmark;16-19;M;27278;26588
Syddanmark;20-39;K;114153;110290
Syddanmark;20-39;M;118834;114717
Syddanmark;40-64;K;188869;187479
Syddanmark;40-64;M;187673;186027
Syddanmark;65-79;K;102381;102109
Syddanmark;65-79;M;96836;96569
Syddanmark;80+;K;39186;39040
Syddanmark;80+;M;27678;27592
