"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,73419,33345,11.5,5.2,638747
Frederiksberg,17158,7868,16.6,7.6,103247
Ballerup,9005,3823,18.3,7.8,49075
Brøndby,6673,3023,18.9,8.5,35377
Dragør,3079,1368,21.2,9.4,14555
Gentofte,13894,6583,18.7,8.9,74328
Gladsaxe,11411,5610,16.5,8.1,69054
Glostrup,4483,2281,19.1,9.7,23489
Herlev,5277,2593,18.3,9.0,28793
Albertslund,4947,2174,18.2,8.0,27197
Hvidovre,9541,4788,17.9,9.0,53294
Høje Tåstrup,9152,4063,17.5,7.8,52181
Lyngby-Taarbæk,10044,4956,17.6,8.7,56936
Rødovre,6971,3447,16.9,8.4,41206
Ishøj,3815,1579,16.5,6.8,23070
Tårnby,7590,3531,17.8,8.3,42693
Vallensbæk,3307,1435,20.0,8.7,16552
Furesø,8124,3802,19.8,9.3,41001
Allerød,4844,2376,18.7,9.2,25886
Fredensborg,8151,3737,19.9,9.1,41026
Helsingør,13245,5809,21.0,9.2,63079
Hillerød,9894,4923,19.1,9.5,51765
Hørsholm,5815,2749,23.4,11.1,24857
Rudersdal,11431,5588,20.0,9.8,57023
Egedal,7660,3008,17.5,6.9,43740
Frederikssund,9728,4133,21.3,9.1,45645
Greve,8601,3863,17.0,7.6,50586
Køge,10256,4712,16.7,7.7,61546
Halsnæs,6833,3080,21.7,9.8,31456
Roskilde,15663,7266,17.7,8.2,88718
Solrød,3753,1753,16.0,7.5,23479
Gribskov,8667,3943,21.1,9.6,41022
Odsherred,7332,2841,22.3,8.6,32937
Holbæk,13424,5672,18.6,7.9,72047
Faxe,6325,2820,17.2,7.7,36792
Kalundborg,9119,3627,18.8,7.5,48418
Ringsted,5345,2329,15.3,6.7,34982
Slagelse,15546,6095,19.6,7.7,79328
Stevns,4277,2036,18.4,8.8,23238
Sorø,5907,2423,19.7,8.1,29935
Lejre,5191,2368,18.3,8.3,28402
Lolland,8203,3488,20.3,8.6,40379
Næstved,15566,6625,18.7,7.9,83348
Guldborgsund,13276,5416,22.0,9.0,60366
Vordingborg,9385,3659,20.7,8.1,45230
Bornholm,9992,3696,25.1,9.3,39741
Middelfart,7122,3809,18.1,9.7,39310
Assens,6859,3198,16.8,7.8,40875
Faaborg-Midtfyn,8868,4341,17.2,8.4,51672
Kerteminde,4432,2087,18.6,8.8,23851
Nyborg,5876,2570,18.4,8.0,31973
Odense,31887,15435,15.6,7.5,204943
Svendborg,10814,6069,18.4,10.3,58850
Nordfyn,4959,2333,16.8,7.9,29540
Langeland,2455,1346,19.9,10.9,12342
Ærø,1188,761,19.8,12.7,6001
Haderslev,8084,4151,14.6,7.5,55382
Billund,4101,2069,15.5,7.8,26507
Sønderborg,11103,6798,15.0,9.2,73778
Tønder,5435,2905,14.7,7.8,37038
Esbjerg,21132,9740,18.3,8.4,115589
Fanø,790,330,23.0,9.6,3437
Varde,9127,4417,18.4,8.9,49705
Vejen,7044,3759,16.5,8.8,42793
Aabenraa,7846,4182,13.4,7.1,58579
Fredericia,8482,4653,16.5,9.1,51365
Horsens,13595,6582,14.7,7.1,92714
Kolding,13781,7347,14.8,7.9,93109
Vejle,18246,9233,15.5,7.9,117616
Herning,14843,7698,16.6,8.6,89325
Holstebro,10234,4877,17.4,8.3,58675
Lemvig,3758,1846,19.2,9.4,19541
Struer,3990,1963,19.2,9.4,20816
Syddjurs,7522,3811,17.3,8.8,43378
Norddjurs,6907,3785,18.7,10.2,36985
Favrskov,7549,3673,15.6,7.6,48486
Odder,4167,2151,18.1,9.3,23040
Randers,16064,8262,16.3,8.4,98370
Silkeborg,15847,7661,16.5,8.0,95998
Samsø,756,554,20.5,15.0,3696
Skanderborg,9689,4599,15.3,7.2,63514
Århus,51277,22543,14.6,6.4,352381
Ikast-Brande,6593,3206,15.9,7.7,41594
Ringkøbing-Skjern,9704,4688,17.3,8.3,56167
Hedensted,7273,3835,15.5,8.2,46870
Morsø,4050,2247,20.2,11.2,20078
Skive,8475,4211,18.7,9.3,45375
Thisted,7916,3966,18.4,9.2,43123
Viborg,17304,8411,17.9,8.7,96692
Brønderslev,6075,3058,16.8,8.5,36121
Frederikshavn,10957,5429,18.6,9.2,58942
Vesthimmerland,7059,3239,19.4,8.9,36363
Læsø,547,266,30.8,15.0,1778
Rebild,4678,2191,15.3,7.2,30511
Mariagerfjord,7346,3628,17.7,8.7,41583
Jammerbugt,6262,2765,16.4,7.2,38186
Aalborg,34038,16587,15.5,7.6,219577
Hjørring,11517,5637,18.0,8.8,64085
