"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,73419,33345,638747
Frederiksberg,17158,7868,103247
Ballerup,9005,3823,49075
Brøndby,6673,3023,35377
Dragør,3079,1368,14555
Gentofte,13894,6583,74328
Gladsaxe,11411,5610,69054
Glostrup,4483,2281,23489
Herlev,5277,2593,28793
Albertslund,4947,2174,27197
Hvidovre,9541,4788,53294
Høje-Taastrup,9152,4063,52181
Lyngby-Taarbæk,10044,4956,56936
Rødovre,6971,3447,41206
Ishøj,3815,1579,23070
Tårnby,7590,3531,42693
Vallensbæk,3307,1435,16552
Furesø,8124,3802,41001
Allerød,4844,2376,25886
Fredensborg,8151,3737,41026
Helsingør,13245,5809,63079
Hillerød,9894,4923,51765
Hørsholm,5815,2749,24857
Rudersdal,11431,5588,57023
Egedal,7660,3008,43740
Frederikssund,9728,4133,45645
Greve,8601,3863,50586
Køge,10256,4712,61546
Frederiksværk-Hundested,6833,3080,31456
Roskilde,15663,7266,88718
Solrød,3753,1753,23479
Gribskov,8667,3943,41022
Odsherred,7332,2841,32937
Holbæk,13424,5672,72047
Faxe,6325,2820,36792
Kalundborg,9119,3627,48418
Ringsted,5345,2329,34982
Slagelse,15546,6095,79328
Stevns,4277,2036,23238
Sorø,5907,2423,29935
Lejre,5191,2368,28402
Lolland,8203,3488,40379
Næstved,15566,6625,83348
Guldborgsund,13276,5416,60366
Vordingborg,9385,3659,45230
Bornholm,9992,3696,39741
Middelfart,7122,3809,39310
Assens,6859,3198,40875
Faaborg-Midtfyn,8868,4341,51672
Kerteminde,4432,2087,23851
Nyborg,5876,2570,31973
Odense,31887,15435,204943
Svendborg,10814,6069,58850
Nordfyns,4959,2333,29540
Langeland,2455,1346,12342
Ærø,1188,761,6001
Haderslev,8084,4151,55382
Billund,4101,2069,26507
Sønderborg,11103,6798,73778
Tønder,5435,2905,37038
Esbjerg,21132,9740,115589
Fanø,790,330,3437
Varde,9127,4417,49705
Vejen,7044,3759,42793
Aabenraa,7846,4182,58579
Fredericia,8482,4653,51365
Horsens,13595,6582,92714
Kolding,13781,7347,93109
Vejle,18246,9233,117616
Herning,14843,7698,89325
Holstebro,10234,4877,58675
Lemvig,3758,1846,19541
Struer,3990,1963,20816
Syddjurs,7522,3811,43378
Norddjurs,6907,3785,36985
Favrskov,7549,3673,48486
Odder,4167,2151,23040
Randers,16064,8262,98370
Silkeborg,15847,7661,95998
Samsø,756,554,3696
Skanderborg,9689,4599,63514
Århus,51277,22543,352381
Ikast-Brande,6593,3206,41594
Ringkøbing-Skjern,9704,4688,56167
Hedensted,7273,3835,46870
Morsø,4050,2247,20078
Skive,8475,4211,45375
Thisted,7916,3966,43123
Viborg,17304,8411,96692
Brønderslev-Dronninglund,6075,3058,36121
Frederikshavn,10957,5429,58942
Vesthimmerlands,7059,3239,36363
Læsø,547,266,1778
Rebild,4678,2191,30511
Mariagerfjord,7346,3628,41583
Jammerbugt,6262,2765,38186
Ålborg,34038,16587,219577
Hjørring,11517,5637,64085
