"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,100445,49013,17.0,8.3,590347
Midtjylland,215547,104356,16.2,7.8,1333617
Syddanmark,199631,101533,16.3,8.3,1224255
Hovedstaden,304150,139311,16.4,7.5,1856035
Sjælland,157169,66993,18.7,8.0,839731
