"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,100445,49013,590347
Midtjylland,215547,104356,1333617
Syddanmark,199631,101533,1224255
Hovedstaden,304150,139311,1856035
Sjælland,157169,66993,839731
