"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,2,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,624,258
Hovedstaden,10-19,M,355,188
Hovedstaden,20-29,K,12124,4654
Hovedstaden,20-29,M,4898,1988
Hovedstaden,30-39,K,13200,6328
Hovedstaden,30-39,M,6357,3374
Hovedstaden,40-49,K,18786,9239
Hovedstaden,40-49,M,7605,4227
Hovedstaden,50-59,K,22033,11478
Hovedstaden,50-59,M,10495,6426
Hovedstaden,60-69,K,20030,12296
Hovedstaden,60-69,M,14206,8858
Hovedstaden,70-79,K,54365,12295
Hovedstaden,70-79,M,47124,10883
Hovedstaden,80-89,K,35924,21807
Hovedstaden,80-89,M,24144,13954
Hovedstaden,90+,K,8676,8072
Hovedstaden,90+,M,3202,2985
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,748,355
Midtjylland,10-19,M,296,163
Midtjylland,20-29,K,9848,3693
Midtjylland,20-29,M,3476,1439
Midtjylland,30-39,K,10503,4851
Midtjylland,30-39,M,3842,1778
Midtjylland,40-49,K,14827,6839
Midtjylland,40-49,M,4816,2182
Midtjylland,50-59,K,17873,8290
Midtjylland,50-59,M,6067,2709
Midtjylland,60-69,K,15385,9571
Midtjylland,60-69,M,9216,6165
Midtjylland,70-79,K,30528,9332
Midtjylland,70-79,M,29764,9503
Midtjylland,80-89,K,27768,16487
Midtjylland,80-89,M,21166,11908
Midtjylland,90+,K,6533,6302
Midtjylland,90+,M,2891,2789
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,292,139
Nordjylland,10-19,M,110,68
Nordjylland,20-29,K,4010,1643
Nordjylland,20-29,M,1497,777
Nordjylland,30-39,K,4792,2066
Nordjylland,30-39,M,1649,828
Nordjylland,40-49,K,6711,2991
Nordjylland,40-49,M,2219,1047
Nordjylland,50-59,K,8917,4271
Nordjylland,50-59,M,2927,1621
Nordjylland,60-69,K,6366,4051
Nordjylland,60-69,M,3495,2549
Nordjylland,70-79,K,13883,3282
Nordjylland,70-79,M,13640,3300
Nordjylland,80-89,K,14111,8927
Nordjylland,80-89,M,10951,6737
Nordjylland,90+,K,3331,3221
Nordjylland,90+,M,1543,1495
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,372,124
Sjælland,10-19,M,186,84
Sjælland,20-29,K,3855,1369
Sjælland,20-29,M,1557,667
Sjælland,30-39,K,6016,2351
Sjælland,30-39,M,2136,923
Sjælland,40-49,K,9986,4120
Sjælland,40-49,M,3244,1497
Sjælland,50-59,K,12518,5258
Sjælland,50-59,M,4727,2362
Sjælland,60-69,K,10266,5889
Sjælland,60-69,M,7083,4572
Sjælland,70-79,K,28131,6200
Sjælland,70-79,M,27285,6737
Sjælland,80-89,K,19026,11097
Sjælland,80-89,M,14748,8198
Sjælland,90+,K,4233,3880
Sjælland,90+,M,1799,1664
Syddanmark,0-9,K,1,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,617,242
Syddanmark,10-19,M,272,140
Syddanmark,20-29,K,7232,2684
Syddanmark,20-29,M,2721,1310
Syddanmark,30-39,K,9056,4195
Syddanmark,30-39,M,3519,1851
Syddanmark,40-49,K,13684,6461
Syddanmark,40-49,M,4789,2733
Syddanmark,50-59,K,16980,8465
Syddanmark,50-59,M,6680,4072
Syddanmark,60-69,K,13175,8321
Syddanmark,60-69,M,8530,6182
Syddanmark,70-79,K,25868,8284
Syddanmark,70-79,M,25643,8533
Syddanmark,80-89,K,28976,16751
Syddanmark,80-89,M,21899,11799
Syddanmark,90+,K,6991,6655
Syddanmark,90+,M,2998,2855
