"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17004;72
AstraZeneca Covid-19 vaccine;Midtjylland;33947;166
AstraZeneca Covid-19 vaccine;Syddanmark;30763;430
AstraZeneca Covid-19 vaccine;Hovedstaden;46138;856
AstraZeneca Covid-19 vaccine;Sjælland;23979;439
Janssen COVID-19 vaccine;Nordjylland;3644;3644
Janssen COVID-19 vaccine;Midtjylland;9857;9857
Janssen COVID-19 vaccine;Syddanmark;7548;7548
Janssen COVID-19 vaccine;Hovedstaden;22665;22665
Janssen COVID-19 vaccine;Sjælland;2835;2835
Moderna Covid-19 Vaccine;Nordjylland;71002;69485
Moderna Covid-19 Vaccine;Midtjylland;125405;121423
Moderna Covid-19 Vaccine;Syddanmark;134429;159010
Moderna Covid-19 Vaccine;Hovedstaden;151272;146450
Moderna Covid-19 Vaccine;Sjælland;84053;103658
Pfizer BioNTech Covid-19 vacc;Nordjylland;379377;386917
Pfizer BioNTech Covid-19 vacc;Midtjylland;885576;898803
Pfizer BioNTech Covid-19 vacc;Syddanmark;791422;774212
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1196365;1209463
Pfizer BioNTech Covid-19 vacc;Sjælland;547856;536120
