"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-11-30;København;K;247041;239743;31484;246820;239538;30494;221;205;990
2021-11-30;København;M;234084;227008;25080;233892;226846;24307;192;162;773
2021-11-30;Frederiksberg;K;44073;43049;7419;44058;43031;7230;15;18;189
2021-11-30;Frederiksberg;M;38428;37527;5357;38400;37504;5193;28;23;164
2021-11-30;Ballerup;K;19140;18657;4202;19132;18650;4095;8;7;107
2021-11-30;Ballerup;M;17656;17265;2804;17649;17258;2728;7;7;76
2021-11-30;Brøndby;K;12705;12318;2491;12691;12308;2371;14;10;120
2021-11-30;Brøndby;M;11747;11383;1593;11740;11378;1522;7;5;71
2021-11-30;Dragør;K;5939;5798;1384;5932;5795;1301;7;3;83
2021-11-30;Dragør;M;5510;5400;1015;5504;5393;935;6;7;80
2021-11-30;Gentofte;K;30690;30018;6314;30662;30001;6132;28;17;182
2021-11-30;Gentofte;M;27421;26775;4332;27406;26763;4177;15;12;155
2021-11-30;Gladsaxe;K;26463;25884;5337;26450;25874;5149;13;10;188
2021-11-30;Gladsaxe;M;25420;24820;3240;25412;24815;3123;8;5;117
2021-11-30;Glostrup;K;8868;8642;1982;8859;8637;1902;9;5;80
2021-11-30;Glostrup;M;8466;8235;1240;8459;8232;1191;7;3;49
2021-11-30;Herlev;K;11112;10835;2697;11109;10832;2621;3;3;76
2021-11-30;Herlev;M;10191;9894;1611;10189;9891;1552;2;3;59
2021-11-30;Albertslund;K;9901;9541;2004;9893;9535;1963;8;6;41
2021-11-30;Albertslund;M;9446;9066;1444;9434;9061;1414;12;5;30
2021-11-30;Hvidovre;K;20039;19490;3869;20030;19484;3774;9;6;95
2021-11-30;Hvidovre;M;18939;18423;2457;18931;18421;2364;8;2;93
2021-11-30;Høje Tåstrup;K;18823;18209;4125;18815;18205;4014;8;4;111
2021-11-30;Høje Tåstrup;M;18422;17761;2881;18407;17749;2789;15;12;92
2021-11-30;Lyngby-Taarbæk;K;23301;22847;4701;23289;22837;4585;12;10;116
2021-11-30;Lyngby-Taarbæk;M;22055;21548;3114;22050;21540;3018;5;8;96
2021-11-30;Rødovre;K;15708;15296;3033;15688;15286;2930;20;10;103
2021-11-30;Rødovre;M;14468;14017;1786;14455;14010;1711;13;7;75
2021-11-30;Ishøj;K;7823;7506;1699;7806;7483;1555;17;23;144
2021-11-30;Ishøj;M;7472;7160;1180;7457;7149;1074;15;11;106
2021-11-30;Tårnby;K;16555;16141;3172;16549;16137;3071;6;4;101
2021-11-30;Tårnby;M;15587;15193;2112;15583;15188;2030;4;5;82
2021-11-30;Vallensbæk;K;5962;5800;1310;5958;5795;1246;4;5;64
2021-11-30;Vallensbæk;M;5770;5612;1010;5767;5610;956;3;2;54
2021-11-30;Furesø;K;16481;16151;4158;16471;16146;4023;10;5;135
2021-11-30;Furesø;M;15312;15003;2755;15303;14996;2679;9;7;76
2021-11-30;Allerød;K;10568;10412;2539;10561;10412;2439;7;0;100
2021-11-30;Allerød;M;9969;9813;1817;9967;9813;1744;2;0;73
2021-11-30;Fredensborg;K;16487;16133;3895;16481;16128;3778;6;5;117
2021-11-30;Fredensborg;M;15061;14725;2758;15058;14722;2645;3;3;113
2021-11-30;Helsingør;K;25778;25121;5900;25750;25098;5594;28;23;306
2021-11-30;Helsingør;M;23480;22855;3958;23449;22833;3749;31;22;209
2021-11-30;Hillerød;K;21316;20865;5099;21309;20858;4953;7;7;146
2021-11-30;Hillerød;M;20082;19611;3381;20077;19609;3272;5;2;109
2021-11-30;Hørsholm;K;10801;10603;3019;10800;10601;2923;1;2;96
2021-11-30;Hørsholm;M;9274;9080;2100;9270;9077;2039;4;3;61
2021-11-30;Rudersdal;K;23486;23033;5427;23475;23024;5292;11;9;135
2021-11-30;Rudersdal;M;21894;21454;3946;21890;21452;3827;4;2;119
2021-11-30;Egedal;K;17703;17336;3527;17694;17331;3350;9;5;177
2021-11-30;Egedal;M;17046;16677;2420;17039;16672;2289;7;5;131
2021-11-30;Frederikssund;K;18821;18432;4295;18813;18427;4127;8;5;168
2021-11-30;Frederikssund;M;17815;17421;3030;17808;17421;2877;7;0;153
2021-11-30;Greve;K;19710;19246;3994;19698;19240;3864;12;6;130
2021-11-30;Greve;M;18668;18200;2876;18653;18192;2782;15;8;94
2021-11-30;Køge;K;24408;23827;5219;24398;23824;5103;10;3;116
2021-11-30;Køge;M;23426;22844;3592;23412;22838;3515;14;6;77
2021-11-30;Halsnæs;K;12677;12414;3001;12677;12412;2901;0;2;100
2021-11-30;Halsnæs;M;12146;11880;2233;12145;11878;2162;1;2;71
2021-11-30;Roskilde;K;36528;35769;8295;36524;35763;8166;4;6;129
2021-11-30;Roskilde;M;34210;33451;5654;34213;33436;5567;-3;15;87
2021-11-30;Solrød;K;9415;9214;1958;9407;9210;1904;8;4;54
2021-11-30;Solrød;M;8850;8657;1439;8841;8652;1394;9;5;45
2021-11-30;Gribskov;K;16496;16125;3893;16495;16122;3773;1;3;120
2021-11-30;Gribskov;M;16098;15709;3039;16095;15707;2911;3;2;128
2021-11-30;Odsherred;K;13366;13117;3074;13363;13115;3006;3;2;68
2021-11-30;Odsherred;M;13178;12889;2469;13176;12891;2402;2;-2;67
2021-11-30;Holbæk;K;29311;28557;6553;29290;28552;6368;21;5;185
2021-11-30;Holbæk;M;28152;27473;4373;28127;27460;4238;25;13;135
2021-11-30;Faxe;K;14413;14076;2905;14410;14071;2811;3;5;94
2021-11-30;Faxe;M;14404;14025;2131;14393;14018;2074;11;7;57
