"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;471027;460118;591992
Midtjylland;1054785;1030249;1341500
Syddanmark;964162;941200;1228038
Hovedstaden;1416440;1379434;1868167
Sjælland;658723;643052;843092
