"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;9;0
Hovedstaden;0-9;M;6;1
Hovedstaden;10-19;K;66468;62094
Hovedstaden;10-19;M;68458;63649
Hovedstaden;20-29;K;118187;113032
Hovedstaden;20-29;M;111849;106482
Hovedstaden;30-39;K;107593;102705
Hovedstaden;30-39;M;105593;101534
Hovedstaden;40-49;K;111347;109181
Hovedstaden;40-49;M;108187;106117
Hovedstaden;50-59;K;112667;111503
Hovedstaden;50-59;M;111677;110491
Hovedstaden;60-69;K;88817;88322
Hovedstaden;60-69;M;84249;83735
Hovedstaden;70-79;K;82248;81991
Hovedstaden;70-79;M;68527;68332
Hovedstaden;80-89;K;36323;36186
Hovedstaden;80-89;M;23926;23847
Hovedstaden;90+;K;7618;7555
Hovedstaden;90+;M;2691;2677
Midtjylland;0-9;K;15;1
Midtjylland;0-9;M;16;0
Midtjylland;10-19;K;57293;53792
Midtjylland;10-19;M;58696;54904
Midtjylland;20-29;K;77145;73929
Midtjylland;20-29;M;79016;75264
Midtjylland;30-39;K;66208;63296
Midtjylland;30-39;M;67403;64690
Midtjylland;40-49;K;77161;76044
Midtjylland;40-49;M;76140;74857
Midtjylland;50-59;K;84119;83514
Midtjylland;50-59;M;84534;83879
Midtjylland;60-69;K;74288;74008
Midtjylland;60-69;M;72816;72539
Midtjylland;70-79;K;63954;63849
Midtjylland;70-79;M;59232;59111
Midtjylland;80-89;K;27784;27700
Midtjylland;80-89;M;21007;20955
Midtjylland;90+;K;5562;5530
Midtjylland;90+;M;2396;2387
Nordjylland;0-9;K;4;0
Nordjylland;0-9;M;3;0
Nordjylland;10-19;K;23689;22282
Nordjylland;10-19;M;24907;23366
Nordjylland;20-29;K;30431;28938
Nordjylland;20-29;M;34254;32431
Nordjylland;30-39;K;27031;25813
Nordjylland;30-39;M;27966;26734
Nordjylland;40-49;K;32138;31674
Nordjylland;40-49;M;32218;31661
Nordjylland;50-59;K;38293;37977
Nordjylland;50-59;M;38680;38339
Nordjylland;60-69;K;35763;35609
Nordjylland;60-69;M;35225;35081
Nordjylland;70-79;K;31694;31635
Nordjylland;70-79;M;29827;29767
Nordjylland;80-89;K;14085;14052
Nordjylland;80-89;M;10766;10730
Nordjylland;90+;K;2802;2787
Nordjylland;90+;M;1251;1242
Sjælland;0-9;K;5;1
Sjælland;0-9;M;4;1
Sjælland;10-19;K;34297;32158
Sjælland;10-19;M;36263;33879
Sjælland;20-29;K;29044;27386
Sjælland;20-29;M;31908;30010
Sjælland;30-39;K;36101;34160
Sjælland;30-39;M;34960;33236
Sjælland;40-49;K;50052;49157
Sjælland;40-49;M;47848;46825
Sjælland;50-59;K;59668;59105
Sjælland;50-59;M;59807;59241
Sjælland;60-69;K;52738;52479
Sjælland;60-69;M;51257;51007
Sjælland;70-79;K;49446;49332
Sjælland;70-79;M;45036;44920
Sjælland;80-89;K;20020;19943
Sjælland;80-89;M;15128;15096
Sjælland;90+;K;3642;3626
Sjælland;90+;M;1499;1490
Syddanmark;0-9;K;15;2
Syddanmark;0-9;M;15;1
Syddanmark;10-19;K;51335;48303
Syddanmark;10-19;M;52758;49391
Syddanmark;20-29;K;54903;52058
Syddanmark;20-29;M;59195;56005
Syddanmark;30-39;K;55432;52602
Syddanmark;30-39;M;55737;53137
Syddanmark;40-49;K;70443;69242
Syddanmark;40-49;M;68637;67220
Syddanmark;50-59;K;81506;80849
Syddanmark;50-59;M;82251;81510
Syddanmark;60-69;K;73430;73128
Syddanmark;60-69;M;72493;72190
Syddanmark;70-79;K;65278;65144
Syddanmark;70-79;M;60219;60071
Syddanmark;80-89;K;29848;29776
Syddanmark;80-89;M;22247;22201
Syddanmark;90+;K;5942;5898
Syddanmark;90+;M;2478;2472
