"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;481125;466751;644946
Frederiksberg;82501;80576;103956
Ballerup;36796;35922;49198
Brøndby;24452;23701;35538
Dragør;11449;11198;14588
Gentofte;58111;56793;74198
Gladsaxe;51883;50704;69304
Glostrup;17334;16877;23498
Herlev;21303;20729;28837
Albertslund;19347;18607;27539
Hvidovre;38978;37913;53305
Høje-Taastrup;37245;35970;52906
Lyngby-Taarbæk;45356;44395;57873
Rødovre;30176;29313;41330
Ishøj;15295;14666;23171
Tårnby;32142;31334;42696
Vallensbæk;11732;11412;16482
Furesø;31793;31154;41393
Allerød;20537;20225;25881
Fredensborg;31548;30858;41146
Helsingør;49258;47976;63023
Hillerød;41398;40476;53106
Hørsholm;20075;19683;24778
Rudersdal;45380;44487;57296
Egedal;34749;34013;44357
Frederikssund;36636;35853;45730
Greve;38378;37446;50796
Køge;47834;46671;61785
Frederiksværk-Hundested;24823;24294;31328
Roskilde;70738;69220;89367
Solrød;18265;17871;23701
Gribskov;32594;31834;41090
Odsherred;26544;26006;32874
Holbæk;57463;56030;72796
Faxe;28817;28101;37093
Kalundborg;37910;36988;48434
Ringsted;26434;25802;35092
Slagelse;61537;59858;79628
Stevns;18422;18069;23407
Sorø;23681;23176;29977
Lejre;22412;21896;28634
Lolland;31437;30638;40149
Næstved;65491;63877;83721
Guldborgsund;47565;46433;60287
Vordingborg;35795;34970;45351
Bornholm;32424;31720;39674
Middelfart;31794;31185;39569
Assens;32945;32326;40941
Faaborg-Midtfyn;41465;40627;51848
Kerteminde;19361;19002;24001
Nyborg;25933;25396;32089
Odense;162927;159016;206139
Svendborg;47622;46543;59161
Nordfyns;23547;23067;29724
Langeland;10129;9965;12318
Ærø;5059;4983;6026
Haderslev;43083;41997;55416
Billund;20818;20315;26630
Sønderborg;58267;56991;73659
Tønder;28454;27726;36895
Esbjerg;89996;87836;115481
Fanø;2842;2792;3431
Varde;38759;37818;49671
Vejen;32670;31751;42651
Aabenraa;44757;43555;58595
Fredericia;40299;39369;51559
Horsens;71633;69797;94253
Kolding;71960;69965;93454
Vejle;91475;88975;118780
Herning;70034;68242;89246
Holstebro;46414;45098;58543
Lemvig;15768;15424;19391
Struer;16863;16476;20793
Syddjurs;34835;34197;43623
Norddjurs;29590;29043;36983
Favrskov;38366;37518;48844
Odder;18756;18474;23265
Randers;77637;75850;98888
Silkeborg;75662;73884;97159
Samsø;3095;3043;3715
Skanderborg;49860;48899;64201
Århus;279541;272872;355453
Ikast-Brande;32142;31327;41913
Ringkøbing-Skjern;44195;43098;56231
Hedensted;37080;36228;47076
Morsø;16185;15778;20082
Skive;36579;35796;45065
Thisted;34283;33536;43106
Viborg;76735;74983;96858
Brønderslev-Dronninglund;28420;27780;36126
Frederikshavn;47500;46526;58897
Vesthimmerlands;28428;27710;36347
Læsø;1478;1453;1775
Rebild;23737;23154;30646
Mariagerfjord;33330;32594;41686
Jammerbugt;30258;29582;38179
Ålborg;176127;171726;221267
Hjørring;51281;50279;63881
