"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,68052,31319,10.7,4.9,638748
Frederiksberg,15763,7189,15.3,7.0,103265
Ballerup,8300,3733,16.9,7.6,49083
Brøndby,6157,2896,17.4,8.2,35377
Dragør,2782,1221,19.1,8.4,14554
Gentofte,12713,6124,17.1,8.2,74333
Gladsaxe,10432,5437,15.1,7.9,69074
Glostrup,4191,2220,17.8,9.5,23485
Herlev,4859,2513,16.9,8.7,28775
Albertslund,4511,2113,16.6,7.8,27185
Hvidovre,8854,4544,16.6,8.5,53302
Høje Tåstrup,8389,3939,16.1,7.6,52160
Lyngby-Taarbæk,9270,4757,16.3,8.4,56930
Rødovre,6449,3334,15.6,8.1,41216
Ishøj,3511,1472,15.2,6.4,23070
Tårnby,6955,3267,16.3,7.7,42667
Vallensbæk,3056,1387,18.5,8.4,16558
Furesø,7337,3668,17.9,9.0,40975
Allerød,4416,2284,17.1,8.8,25880
Fredensborg,7058,3566,17.2,8.7,41036
Helsingør,11260,5519,17.9,8.8,63064
Hillerød,9261,4706,17.9,9.1,51744
Hørsholm,5068,2571,20.4,10.3,24856
Rudersdal,10368,5239,18.2,9.2,57015
Egedal,6867,2923,15.7,6.7,43696
Frederikssund,8663,3924,19.0,8.6,45658
Greve,7933,3799,15.7,7.5,50581
Køge,9163,4643,14.9,7.5,61540
Halsnæs,6286,2931,20.0,9.3,31464
Roskilde,14100,7137,15.9,8.0,88730
Solrød,3332,1723,14.2,7.3,23467
Gribskov,7951,3743,19.4,9.1,41031
Odsherred,6365,2786,19.3,8.5,32926
Holbæk,12063,5577,16.7,7.7,72038
Faxe,5430,2786,14.8,7.6,36796
Kalundborg,8047,3578,16.6,7.4,48416
Ringsted,4691,2282,13.4,6.5,34989
Slagelse,14402,6042,18.2,7.6,79309
Stevns,3791,2014,16.3,8.7,23233
Sorø,5266,2378,17.6,7.9,29937
Lejre,4503,2325,15.9,8.2,28397
Lolland,7262,3392,18.0,8.4,40386
Næstved,13863,6532,16.6,7.8,83353
Guldborgsund,11997,5258,19.9,8.7,60362
Vordingborg,8011,3537,17.7,7.8,45228
Bornholm,9148,3505,23.0,8.8,39747
Middelfart,6491,3779,16.5,9.6,39312
Assens,5945,3157,14.5,7.7,40879
Faaborg-Midtfyn,7595,4229,14.7,8.2,51670
Kerteminde,3816,1960,16.0,8.2,23849
Nyborg,5126,2515,16.0,7.9,31971
Odense,30010,15279,14.6,7.5,204925
Svendborg,9707,5878,16.5,10.0,58843
Nordfyn,4510,2308,15.3,7.8,29536
Langeland,2203,1287,17.8,10.4,12342
Ærø,1175,758,19.6,12.6,5997
Haderslev,6941,4117,12.5,7.4,55357
Billund,3676,2056,13.9,7.8,26504
Sønderborg,10201,6624,13.8,9.0,73781
Tønder,4768,2895,12.9,7.8,37037
Esbjerg,19558,9704,16.9,8.4,115586
Fanø,512,325,14.9,9.5,3436
Varde,8084,4407,16.3,8.9,49714
Vejen,6350,3751,14.8,8.8,42791
Aabenraa,6603,4137,11.3,7.1,58574
Fredericia,7681,4612,15.0,9.0,51368
Horsens,12294,6507,13.3,7.0,92694
Kolding,12241,7278,13.1,7.8,93116
Vejle,16755,9156,14.2,7.8,117593
Herning,13532,7681,15.1,8.6,89324
Holstebro,9344,4875,15.9,8.3,58678
Lemvig,3336,1839,17.1,9.4,19536
Struer,3621,1957,17.4,9.4,20816
Syddjurs,6740,3664,15.5,8.4,43378
Norddjurs,6138,3585,16.6,9.7,36989
Favrskov,6779,3488,14.0,7.2,48489
Odder,3785,2124,16.4,9.2,23030
Randers,14681,8118,14.9,8.3,98355
Silkeborg,14377,7610,15.0,7.9,95990
Samsø,737,555,19.9,15.0,3696
Skanderborg,8762,4496,13.8,7.1,63514
Århus,45783,21845,13.0,6.2,352370
Ikast-Brande,5926,3198,14.2,7.7,41592
Ringkøbing-Skjern,8778,4686,15.6,8.3,56157
Hedensted,6599,3793,14.1,8.1,46885
Morsø,3708,2247,18.5,11.2,20081
Skive,7719,4118,17.0,9.1,45377
Thisted,6829,3970,15.8,9.2,43120
Viborg,15726,8360,16.3,8.6,96696
Brønderslev,5564,3058,15.4,8.5,36118
Frederikshavn,9637,5415,16.3,9.2,58950
Vesthimmerland,5901,3235,16.2,8.9,36361
Læsø,547,266,30.8,15.0,1778
Rebild,4153,2186,13.6,7.2,30515
Mariagerfjord,6390,3609,15.4,8.7,41582
Jammerbugt,5717,2768,15.0,7.3,38178
Aalborg,31844,16580,14.5,7.6,219601
Hjørring,10334,5541,16.1,8.6,64093
