"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,68052,31319,638748
Frederiksberg,15763,7189,103265
Ballerup,8300,3733,49083
Brøndby,6157,2896,35377
Dragør,2782,1221,14554
Gentofte,12713,6124,74333
Gladsaxe,10432,5437,69074
Glostrup,4191,2220,23485
Herlev,4859,2513,28775
Albertslund,4511,2113,27185
Hvidovre,8854,4544,53302
Høje-Taastrup,8389,3939,52160
Lyngby-Taarbæk,9270,4757,56930
Rødovre,6449,3334,41216
Ishøj,3511,1472,23070
Tårnby,6955,3267,42667
Vallensbæk,3056,1387,16558
Furesø,7337,3668,40975
Allerød,4416,2284,25880
Fredensborg,7058,3566,41036
Helsingør,11260,5519,63064
Hillerød,9261,4706,51744
Hørsholm,5068,2571,24856
Rudersdal,10368,5239,57015
Egedal,6867,2923,43696
Frederikssund,8663,3924,45658
Greve,7933,3799,50581
Køge,9163,4643,61540
Frederiksværk-Hundested,6286,2931,31464
Roskilde,14100,7137,88730
Solrød,3332,1723,23467
Gribskov,7951,3743,41031
Odsherred,6365,2786,32926
Holbæk,12063,5577,72038
Faxe,5430,2786,36796
Kalundborg,8047,3578,48416
Ringsted,4691,2282,34989
Slagelse,14402,6042,79309
Stevns,3791,2014,23233
Sorø,5266,2378,29937
Lejre,4503,2325,28397
Lolland,7262,3392,40386
Næstved,13863,6532,83353
Guldborgsund,11997,5258,60362
Vordingborg,8011,3537,45228
Bornholm,9148,3505,39747
Middelfart,6491,3779,39312
Assens,5945,3157,40879
Faaborg-Midtfyn,7595,4229,51670
Kerteminde,3816,1960,23849
Nyborg,5126,2515,31971
Odense,30010,15279,204925
Svendborg,9707,5878,58843
Nordfyns,4510,2308,29536
Langeland,2203,1287,12342
Ærø,1175,758,5997
Haderslev,6941,4117,55357
Billund,3676,2056,26504
Sønderborg,10201,6624,73781
Tønder,4768,2895,37037
Esbjerg,19558,9704,115586
Fanø,512,325,3436
Varde,8084,4407,49714
Vejen,6350,3751,42791
Aabenraa,6603,4137,58574
Fredericia,7681,4612,51368
Horsens,12294,6507,92694
Kolding,12241,7278,93116
Vejle,16755,9156,117593
Herning,13532,7681,89324
Holstebro,9344,4875,58678
Lemvig,3336,1839,19536
Struer,3621,1957,20816
Syddjurs,6740,3664,43378
Norddjurs,6138,3585,36989
Favrskov,6779,3488,48489
Odder,3785,2124,23030
Randers,14681,8118,98355
Silkeborg,14377,7610,95990
Samsø,737,555,3696
Skanderborg,8762,4496,63514
Århus,45783,21845,352370
Ikast-Brande,5926,3198,41592
Ringkøbing-Skjern,8778,4686,56157
Hedensted,6599,3793,46885
Morsø,3708,2247,20081
Skive,7719,4118,45377
Thisted,6829,3970,43120
Viborg,15726,8360,96696
Brønderslev-Dronninglund,5564,3058,36118
Frederikshavn,9637,5415,58950
Vesthimmerlands,5901,3235,36361
Læsø,547,266,1778
Rebild,4153,2186,30515
Mariagerfjord,6390,3609,41582
Jammerbugt,5717,2768,38178
Ålborg,31844,16580,219601
Hjørring,10334,5541,64093
