"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,2,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,622,243
Hovedstaden,10-19,M,352,174
Hovedstaden,20-29,K,12091,4576
Hovedstaden,20-29,M,4865,1920
Hovedstaden,30-39,K,13143,6231
Hovedstaden,30-39,M,6301,3274
Hovedstaden,40-49,K,18727,9063
Hovedstaden,40-49,M,7524,4084
Hovedstaden,50-59,K,21914,11191
Hovedstaden,50-59,M,10357,6129
Hovedstaden,60-69,K,18333,11851
Hovedstaden,60-69,M,12534,8408
Hovedstaden,70-79,K,42625,11724
Hovedstaden,70-79,M,36990,10275
Hovedstaden,80-89,K,35684,19705
Hovedstaden,80-89,M,23992,12192
Hovedstaden,90+,K,8671,8034
Hovedstaden,90+,M,3200,2969
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,738,348
Midtjylland,10-19,M,284,152
Midtjylland,20-29,K,9747,3594
Midtjylland,20-29,M,3374,1289
Midtjylland,30-39,K,10395,4735
Midtjylland,30-39,M,3759,1652
Midtjylland,40-49,K,14703,6686
Midtjylland,40-49,M,4691,2058
Midtjylland,50-59,K,17593,8095
Midtjylland,50-59,M,5857,2552
Midtjylland,60-69,K,15093,9434
Midtjylland,60-69,M,9031,6045
Midtjylland,70-79,K,21016,9235
Midtjylland,70-79,M,20727,9421
Midtjylland,80-89,K,27399,16323
Midtjylland,80-89,M,20831,11798
Midtjylland,90+,K,6529,6294
Midtjylland,90+,M,2890,2788
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,291,139
Nordjylland,10-19,M,108,68
Nordjylland,20-29,K,3999,1630
Nordjylland,20-29,M,1491,764
Nordjylland,30-39,K,4782,2050
Nordjylland,30-39,M,1637,821
Nordjylland,40-49,K,6697,2975
Nordjylland,40-49,M,2210,1035
Nordjylland,50-59,K,8895,4257
Nordjylland,50-59,M,2909,1609
Nordjylland,60-69,K,6341,4038
Nordjylland,60-69,M,3490,2539
Nordjylland,70-79,K,9089,3278
Nordjylland,70-79,M,8858,3293
Nordjylland,80-89,K,14049,8926
Nordjylland,80-89,M,10901,6739
Nordjylland,90+,K,3334,3222
Nordjylland,90+,M,1542,1492
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,370,121
Sjælland,10-19,M,183,83
Sjælland,20-29,K,3829,1362
Sjælland,20-29,M,1532,655
Sjælland,30-39,K,5984,2335
Sjælland,30-39,M,2107,902
Sjælland,40-49,K,9940,4080
Sjælland,40-49,M,3216,1457
Sjælland,50-59,K,12460,5214
Sjælland,50-59,M,4681,2273
Sjælland,60-69,K,10155,5808
Sjælland,60-69,M,6986,4441
Sjælland,70-79,K,19760,6108
Sjælland,70-79,M,19689,6623
Sjælland,80-89,K,18748,10861
Sjælland,80-89,M,14551,7917
Sjælland,90+,K,4231,3881
Sjælland,90+,M,1796,1667
Syddanmark,0-9,K,1,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,606,239
Syddanmark,10-19,M,261,133
Syddanmark,20-29,K,7154,2641
Syddanmark,20-29,M,2632,1284
Syddanmark,30-39,K,8966,4154
Syddanmark,30-39,M,3431,1807
Syddanmark,40-49,K,13563,6396
Syddanmark,40-49,M,4695,2685
Syddanmark,50-59,K,16819,8352
Syddanmark,50-59,M,6501,3978
Syddanmark,60-69,K,12905,8193
Syddanmark,60-69,M,8315,6064
Syddanmark,70-79,K,17906,8162
Syddanmark,70-79,M,18010,8379
Syddanmark,80-89,K,27516,16601
Syddanmark,80-89,M,20679,11647
Syddanmark,90+,K,6993,6645
Syddanmark,90+,M,2995,2852
