"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,48449,19692,7.6,3.1,638705
Frederiksberg,9740,4482,9.4,4.3,103418
Ballerup,4979,1900,10.1,3.9,49110
Brøndby,3646,1481,10.3,4.2,35391
Dragør,1489,723,10.2,5.0,14566
Gentofte,7638,3609,10.3,4.9,74406
Gladsaxe,7300,3124,10.5,4.5,69197
Glostrup,2862,1443,12.2,6.2,23455
Herlev,3354,1458,11.6,5.1,28825
Albertslund,2667,1389,9.8,5.1,27246
Hvidovre,5819,2728,10.9,5.1,53319
Høje Tåstrup,5031,2578,9.7,4.9,52131
Lyngby-Taarbæk,6056,2774,10.7,4.9,56832
Rødovre,4387,1706,10.7,4.1,41185
Ishøj,1961,974,8.5,4.2,23063
Tårnby,4273,1829,10.0,4.3,42701
Vallensbæk,1726,799,10.4,4.8,16567
Furesø,4624,2033,11.3,5.0,40951
Allerød,2917,1145,11.3,4.4,25848
Fredensborg,4519,2045,11.0,5.0,41025
Helsingør,7264,3110,11.5,4.9,63024
Hillerød,6406,2852,12.4,5.5,51728
Hørsholm,3064,1363,12.3,5.5,24840
Rudersdal,6531,2748,11.5,4.8,56947
Egedal,4049,1573,9.3,3.6,43717
Frederikssund,5194,2267,11.4,5.0,45552
Greve,4674,2146,9.2,4.2,50543
Køge,5834,3008,9.5,4.9,61526
Halsnæs,3871,1399,12.3,4.5,31426
Roskilde,9254,4702,10.4,5.3,88781
Solrød,2140,1068,9.1,4.6,23466
Gribskov,4993,2056,12.2,5.0,40974
Odsherred,3682,1734,11.2,5.3,32898
Holbæk,7434,3650,10.3,5.1,71965
Faxe,3520,1705,9.6,4.6,36758
Kalundborg,4621,2163,9.5,4.5,48430
Ringsted,3051,1520,8.7,4.4,34924
Slagelse,8266,3899,10.4,4.9,79213
Stevns,2395,1092,10.3,4.7,23175
Sorø,3165,1414,10.6,4.7,29978
Lejre,2906,1395,10.3,4.9,28288
Lolland,4179,2281,10.3,5.6,40419
Næstved,8508,4435,10.2,5.3,83263
Guldborgsund,6992,3556,11.6,5.9,60327
Vordingborg,4622,2193,10.2,4.9,45202
Bornholm,4755,1889,12.0,4.8,39724
Middelfart,4806,1881,12.2,4.8,39254
Assens,4247,1481,10.4,3.6,40856
Faaborg-Midtfyn,5470,1985,10.6,3.8,51641
Kerteminde,2554,957,10.7,4.0,23815
Nyborg,3482,1143,10.9,3.6,31959
Odense,21238,8162,10.4,4.0,205102
Svendborg,7379,3437,12.6,5.9,58748
Nordfyn,3094,1020,10.5,3.5,29545
Langeland,1614,617,13.1,5.0,12363
Ærø,906,307,15.1,5.1,5984
Haderslev,5348,2029,9.7,3.7,55315
Billund,2470,1042,9.3,3.9,26517
Sønderborg,7555,2607,10.2,3.5,73799
Tønder,3618,1500,9.8,4.1,37026
Esbjerg,13233,5599,11.5,4.8,115526
Fanø,401,160,11.6,4.6,3449
Varde,5593,2310,11.3,4.7,49637
Vejen,4639,2117,10.8,4.9,42780
Aabenraa,5228,1818,8.9,3.1,58574
Fredericia,5665,2332,11.0,4.5,51386
Horsens,8316,3656,9.0,4.0,92551
Kolding,9010,3803,9.7,4.1,93107
Vejle,11696,4830,10.0,4.1,117478
Herning,8997,4296,10.1,4.8,89264
Holstebro,6368,2756,10.8,4.7,58693
Lemvig,2074,998,10.6,5.1,19570
Struer,2318,1001,11.1,4.8,20815
Syddjurs,4497,2036,10.4,4.7,43257
Norddjurs,4099,2123,11.1,5.7,36966
Favrskov,4550,1968,9.4,4.1,48469
Odder,2539,1288,11.0,5.6,22997
Randers,10085,4394,10.3,4.5,98313
Silkeborg,9169,4247,9.6,4.4,95881
Samsø,633,449,17.2,12.2,3681
Skanderborg,5578,2319,8.8,3.7,63446
Århus,31971,12841,9.1,3.6,352418
Ikast-Brande,3617,1729,8.7,4.2,41531
Ringkøbing-Skjern,5601,2829,10.0,5.0,56143
Hedensted,4275,2182,9.1,4.7,46828
Morsø,2695,1612,13.4,8.0,20064
Skive,4885,2527,10.8,5.6,45429
Thisted,4456,2331,10.3,5.4,43117
Viborg,10288,5008,10.6,5.2,96654
Brønderslev,3914,1987,10.8,5.5,36116
Frederikshavn,6170,2497,10.5,4.2,58971
Vesthimmerland,3943,1531,10.8,4.2,36345
Læsø,286,118,16.1,6.7,1773
Rebild,2921,1452,9.6,4.8,30489
Mariagerfjord,4391,2177,10.6,5.2,41590
Jammerbugt,3832,1869,10.0,4.9,38144
Aalborg,22197,10617,10.1,4.8,219710
Hjørring,7435,3681,11.6,5.7,64116
